Titre,Lien_du_titre,image,note,venueindex,champ,champ1,catégorie,adresse,étiquette,avatar,auteur,utilisateur
"Nicolas L. • Septembre 14, 2015
Très bon glacier situé au détroit d'une ruelle en pleins centre. Glaces délicieuses à prix très abordable. Compter 2€ le piccolo (2 boules).",https://fr.foursquare.com/nicolasl6572371,https://fastly.4sqi.net/img/general/300x300/48759550_7pU4st5BeLZE2ekikE2jlc71P7mY-N8KS2wqHZz1vsM.jpg,9.3,44,https://fr.foursquare.com/v/frigidarium/4c49fab99c8d2d7f9e69e668,Frigidarium,Glace,"Via del Governo Vecchio 112 (Via Sora), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/53889055_HSHEPeP8_yUR-Cc1mgnDwRN46FyypVxBFpfDGEsUMI9d83I0j0Etdjh6SJ988H9bDZO_4m56z.jpg,"Nicolas L. • Septembre 14, 2015",Nicolas L.
"Chris P. • Août 28, 2017
Fantastic view over the city. Come at dusk and watch the sun set.",https://fr.foursquare.com/phillipsc,https://fastly.4sqi.net/img/general/300x300/12491760_6HwRWMoaW8dGN_X9XrD46PFTJB-r6uZG0IwWcJ9BIJo.jpg,9.3,45,https://fr.foursquare.com/v/fontana-dellacqua-paola/4da499bc593f8eeccd497e35,Fontana dell'Acqua Paola,Fontaine,"Via Giuseppe Garibaldi, 35, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/348243_anNPB9gF__YR6CvA7FChpOBYtPPDNWG_nv8vB1h9Oh7dW-f3nyDKfeMIxfct6845vopk9jJ5P.jpg,"Chris P. • Août 28, 2017",Chris P.
"ParisianGeek • Août 21, 2013
D'ici, vous verrez un panorama sur toute la ville de Rome!",https://fr.foursquare.com/parisiangeek,https://fastly.4sqi.net/img/general/300x300/14234353_WgYkbt78GSsbiwTXN3VLUulVtPKUQ5yO9rasmFaZjR8.jpg,9.2,46,https://fr.foursquare.com/v/terrazza-del-gianicolo/4c557ad3fd2ea593e1a7cd2b,Terrasse du Janicule,Belvédère / Panorama,"Piazzale Giuseppe Garibaldi, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6082867-YRA5X0IQ1FO5OJA2.png,"ParisianGeek • Août 21, 2013",ParisianGeek
"Emiko T. • Octobre 2, 2019
Espectacular!!!!",https://fr.foursquare.com/emikot8810950,https://fastly.4sqi.net/img/general/300x300/1359212741_9PqpvoF8TYYBgHZnOjpqKuNBxtw7lKEwh-2oacrB3HE.jpg,9.2,47,https://fr.foursquare.com/v/latrium-e-il-dromos/59aa9f24c0cacb579a9a4fbe,L'atrium E İl Dromos,Château,Rome,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/62005645_xxH3B5ZG_t0RKzhAenc_jO-t27xEjbBj_6ebGNTVBRNH8pKflmdEkhYwG2IkBKiByZfIT7BLz.jpg,"Emiko T. • Octobre 2, 2019",Emiko T.
"Kallyandra P. • Janvier 25, 2014
Perfeito para admirar a paisagem!",https://fr.foursquare.com/kallyanp1598744,https://fastly.4sqi.net/img/general/300x300/126991127_UrcLQH9csUvBkKrG8mdW6nk2QI5uxexpXVeAr9DGTj0.jpg,9.2,48,https://fr.foursquare.com/v/stadio-palatino/51c95c8c498e482954f2ed7d,Stadio palatino,Site historique et protégé,"(Palatino), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/33779830-5RBUYU0JOROBBLSF.jpg,"Kallyandra P. • Janvier 25, 2014",Kallyandra P.
"Daniel G. • Mai 10, 2018
The best place to look at maps in the Vatican (that I am aware of). The ceiling is nice, too.",https://fr.foursquare.com/danielg1000098,https://fastly.4sqi.net/img/general/300x300/422270965_Sz_7_XvCP3dVY5XwyDWhDhWSc-YzYsc-Qp9veCoR3eg.jpg,9.2,49,https://fr.foursquare.com/v/galleria-delle-carte-geografiche/4fa51a03e4b038e6a21ae952,Galleria delle Carte Geografiche,Galerie d'art,"Viale Vaticano, Città del Vaticano",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/86458_AOhGxmQ9_h6HnC0xWcVJ7-90scAvJbyExCfneikqft73zc_CpMpyssa9dNrrwSTF3r452NylT.jpg,"Daniel G. • Mai 10, 2018",Daniel G.
"Maroua Mimou M. • Janvier 8, 2016
... et faire un petit voeux ;)",https://fr.foursquare.com/marouamm4512688,https://fastly.4sqi.net/img/general/300x300/36380583_ogQZtM_W9g1Ai-gfR9WEcwBVZvFzAny9CLzKN5v6ePA.jpg,9.2,50,https://fr.foursquare.com/v/trevifontein/4adcdac6f964a5202b5321e3,Fontaine de Trevi,Fontaine,"Piazza di Trevi, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/73263013-P1KJWLXHVULGS5ZS.jpg,"Maroua Mimou M. • Janvier 8, 2016",Maroua Mimou M.
"Tomasz C. • Novembre 11, 2016
Hearty owner. He was very nice and joyful. That was the nicest meal during our stay in Rome! Food is simple, but in different tasty combinations.",https://fr.foursquare.com/tomaszc9495795,https://fastly.4sqi.net/img/general/300x300/4221931_FcfW0L_gGa14O6bl9xoO44Vdt45qbOeyhTlMWdp4J9k.jpg,9.2,51,https://fr.foursquare.com/v/pandivino/4e68b4a7d22df5c11f6b54bd,PanDivino,Sandwicherie,"Via del Paradiso, 39 (Campo de' Fiori), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EYMQDXGTYALFO5XV.jpg,"Tomasz C. • Novembre 11, 2016",Tomasz C.
"Ann P. • Janvier 4, 2019
Excellent lattes",https://fr.foursquare.com/annparparita,https://fastly.4sqi.net/img/general/300x300/75078289_YwIyhUVnCf6a-JABhYQ3B4wMU2yFvx8-vAWR5ghIjpo.jpg,9.2,52,https://fr.foursquare.com/v/faro/58776aef92789f77db77e1db,Faro,Coffee Shop,"Via Piave 55, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/WJQPPSK3PPXZOOT5.png,"Ann P. • Janvier 4, 2019",Ann P.
"Gisela M. • Mai 7, 2017
The BEST gelateria in Rome! Try the Tiramisu (with crunchy pieces of biscotti) and the Foresta Nera (dark chocolate with cherries). So, so good you will not want any other gelato.",https://fr.foursquare.com/gisela_monteiro,https://fastly.4sqi.net/img/general/300x300/365071_LyrocUBfLNJAckJ51GRnATQgr6JDWHdSXjhVKB5rkkY.jpg,9.2,53,https://fr.foursquare.com/v/lemongrass/53d7cc4d498eb348d50c7abc,LEMONGRASS,Glace,"Via Ottaviano, 29, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/72808448-JCB42DKGYC3NYO33.jpg,"Gisela M. • Mai 7, 2017",Gisela M.
"Simona C. • Janvier 29, 2014
Pulcino della Minerva - a statue of an elephant designed by Bernini (carried out by Ercole Ferrata in 1667), as a base for the Egyptian obelisk, the shortest of the eleven Egyptian obelisks in Rome.",https://fr.foursquare.com/simonac2347632,https://fastly.4sqi.net/img/general/300x300/21571885_0V7-jkbzGZc24qY_cwnaPFTYYIFKS9kadlhSrkWeC8A.jpg,9.2,54,https://fr.foursquare.com/v/elefantino-e-obelisco-della-minerva/4f85498fe4b0ce71752b7aa2,Elefantino e Obelisco della Minerva,Monument,"Piazza della Minerva, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/J21DG4KLLDSWI2XG.jpg,"Simona C. • Janvier 29, 2014",Simona C.
"Kral2 • Mars 26, 2017
Place pivot pour passer de via del corso au belvédère pincio.",https://fr.foursquare.com/kraltwo,https://fastly.4sqi.net/img/general/300x300/23569265_xghbbFA0fxIlg6OuePU6gnOY_ybRgFcmx9W0cCRfFsY.jpg,9.2,55,https://fr.foursquare.com/v/piazza-del-popolo/4adcdac7f964a520935321e3,Piazza del Popolo,Place,"Piazza del Popolo, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/G4FKFOWEUIIIDOEE.jpg,"Kral2 • Mars 26, 2017",Kral2
"Philippe R. • Août 16, 2014
Excellent, parfums originaux (avec romarin, thym, basilic, piment...), c'est bio, frais. Même niveau que la Romana. Et on est connaisseurs !",https://fr.foursquare.com/philippr7247364,https://fastly.4sqi.net/img/general/300x300/69649451_Z5FoTqyGOHXkDjGD67jMwU0NngA-feooTKwOnvuY8as.jpg,9.2,56,https://fr.foursquare.com/v/gelateria-del-teatro/4b4e3495f964a52035e526e3,Gelateria del Teatro,Glace,"Via dei Coronari, 65 (Via di San Simone 70), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/U1DSMZ00VY2QSH5H.jpg,"Philippe R. • Août 16, 2014",Philippe R.
"Alexandre G. • Février 20, 2020
Accueil et des plats délicieux",https://fr.foursquare.com/alexandg4504594,https://fastly.4sqi.net/img/general/300x300/485157288_FcG-ffSJkzh5NKMHj_tAlYfqQciDXZVgJwskpAJ5wL8.jpg,9.2,57,https://fr.foursquare.com/v/cipasso/5b2fa144610f04002c060e48,Cipasso,Bar à vins,"Via dell orso, 71, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Alexandre G. • Février 20, 2020",Alexandre G.
"Chamallow😄 • Avril 6
Décevant…la stracciatella…c’est de la vanille…je chercher encore les morceaux de chocolat…",https://fr.foursquare.com/user72766281,https://fastly.4sqi.net/img/general/300x300/47396153_iWQFkUK-HsgKtOLO2ILgTUVtq2ycMI-RtQtjg81cMKI.jpg,9.2,58,https://fr.foursquare.com/v/gelateria-del-viale/5072d3b6e4b011218bf34fed,Gelateria del Viale,Glace,"Piazza Giuseppe Gioacchino Belli, 9/F, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/72766281-1WJTPDWYSMM2YV5K.jpg,Chamallow😄 • Avril 6,Chamallow😄
"Jeremy H. • Mars 13, 2016
Belle basilique près du Panthéon",https://fr.foursquare.com/jhertmans,https://fastly.4sqi.net/img/general/300x300/8796230_DjWZK9VXGw12DoSaDaxTlEBtQxdkOJ6FzDG1742uDU0.jpg,9.2,59,https://fr.foursquare.com/v/basilica-di-santandrea-della-valle/4adcdac6f964a520035321e3,Basilica di Sant'Andrea della Valle,Église,"Piazza di Sant'Andrea della Valle, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/21853328_Mf80yAE8_1IKXF2wuBP3Gts4Q6CByKKXYsy9tm8kzSPLhsIdx2prAhoeamdnD1sFlQGs9c4Jl.jpg,"Jeremy H. • Mars 13, 2016",Jeremy H.
"Amaurea G. • Octobre 6, 2015
... est mort à côté des marches, et s'enfuir vers les jardins Borghese par...",https://fr.foursquare.com/amaurea,https://fastly.4sqi.net/img/general/300x300/4288271_6qIwvTqhv4OLFI-MNZrG3_sSlXYwdqCymA_uzutwUMI.jpg,9.2,60,https://fr.foursquare.com/v/piazza-di-spagna/4adcdac6f964a520295321e3,Place d'Espagne,Place,"Piazza di Spagna, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EN2GTKPDPFWG50L5.jpg,"Amaurea G. • Octobre 6, 2015",Amaurea G.
"Carl G. • Décembre 10, 2015
Wonderful collection of art in the most modern looking building in the Vatican.",https://fr.foursquare.com/geordie_exile82,https://fastly.4sqi.net/img/general/300x300/34713194_GPcebeyGvzKFEDJYd0Yz4ZpYNaYicItiQa9tKVpZpfY.jpg,9.2,61,https://fr.foursquare.com/v/museo-pioclementino/4c8e1559ad70a143b041860f,Museo Pio-Clementino,Musée,"Viale Vaticano, Vatican City",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/94036971_20UHeDpa_9KWDPDAGGSscKhFQOE1iqioimyHcMdpdg8At85b2yat3z1YBiaUX3CRKzsnMd36S.jpg,"Carl G. • Décembre 10, 2015",Carl G.
"Pierre B. • Novembre 7, 2014
Belle arche qui accueille les visiteurs à l'entrée du forum romain et du palatin.",https://fr.foursquare.com/pierre_besses,https://fastly.4sqi.net/img/general/300x300/5180340_f10LdF92W2lvm0grAVrqM86CG5RCogV-M2yt1-2I3ms.jpg,9.2,62,https://fr.foursquare.com/v/arco-di-tito/4c5be145857ca593ab7fc8cb,Arc de Titus,Monument,"Via Sacra, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43571501-J0F10BMRJ2PHVNFB.jpg,"Pierre B. • Novembre 7, 2014",Pierre B.
"Morgane P. • Mai 10, 2014
Cadre idyllique :)",https://fr.foursquare.com/morganep6519129,https://fastly.4sqi.net/img/general/300x300/200877686_J8j7a8wuw121bpcgFBeO7BGQdAcETfBnYeeG_SF8res.jpg,9.1,63,https://fr.foursquare.com/v/le-jardin-de-russie/4adcdad0f964a520d85521e3,Le Jardin de Russie,Méditerranéenne,"Via del Babuino 9, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/GG15KQA0FHFTNRZQ.jpg,"Morgane P. • Mai 10, 2014",Morgane P.
"Aymeric B. • Février 7, 2018
Un super lieu où bruncher ! Cadre sympathique! Produits frais et de qualité. Je recommande",https://fr.foursquare.com/aymericb9102433,https://fastly.4sqi.net/img/general/300x300/81812667_sfhqdnFnjybpiRX8wrhIxiK-mFuYvH7amBDtx1PA7PM.jpg,9.1,64,https://fr.foursquare.com/v/barnum-caf%C3%A8/4bbb84013de8c9b6f0d899ad,Barnum Cafè,Café,"Via del Pellegrino 87, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Aymeric B. • Février 7, 2018",Aymeric B.
"Pierre B. • Novembre 7, 2014
Superbe vue (7€ pour monter).",https://fr.foursquare.com/pierre_besses,https://fastly.4sqi.net/img/general/300x300/521214086_aiI8dvyvgz2MY82TQpZGs_WuZf45uYsauJO8Wn91Sck.jpg,9.1,65,https://fr.foursquare.com/v/terrazza-delle-quadrighe/4f0c212be4b020a8d94f991b,Terrazza delle Quadrighe,Belvédère / Panorama,"Piazza Venezia, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43571501-J0F10BMRJ2PHVNFB.jpg,"Pierre B. • Novembre 7, 2014",Pierre B.
"Nymmh • Octobre 22, 2016
À voir mais ce n'est pas ce qui m'a le plus impressionné au Vatican",https://fr.foursquare.com/mdblast,https://fastly.4sqi.net/img/general/300x300/6788822__1iBYKDEG5X5hTPvNxZ9hjKDFJ0ny_anlCjYil41FiQ.jpg,9.1,66,https://fr.foursquare.com/v/cappella-sistina/4bd6f610637ba593c5f7f870,Chapelle Sixtine,Église,"Viale Vaticano, Vatican",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/137758715-B2JXIVMPNQMUG3LY.jpg,"Nymmh • Octobre 22, 2016",Nymmh
"Manel J. • Janvier 12, 2014
... surplombe Rome .... c a ne pas rater et ca coute 7 € (ca les vaut...",https://fr.foursquare.com/bonibani,https://fastly.4sqi.net/img/general/300x300/12918936_NAW0C2GO5Ux2b-i1ARYHlVauYA800fYh_ELQgbkWEaQ.jpg,9.1,67,https://fr.foursquare.com/v/altare-della-patria/4bfac70f4a67c9289bbd28cf,Altare della Patria,Monument,"Piazza Venezia, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/-O1S3NKFUKTXBAS2B.png,"Manel J. • Janvier 12, 2014",Manel J.
"Maya S. • Octobre 28, 2018
A great way to start or end the night with some street food. love the Amaretto Sour.",https://fr.foursquare.com/mayas1601529,https://fastly.4sqi.net/img/general/300x300/479143265_rE1S-MB9kHsp_K2aQndSzxBWGVTel7zJsQpJC-wMibc.jpg,9.1,68,https://fr.foursquare.com/v/trapizzino-trilussa/59d07a95dee77042f8861b9a,Trapizzino Trilussa,Sandwicherie,"46 Piazza Trilussa, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/94248058-XZYH0KN4ODKDTECX.jpg,"Maya S. • Octobre 28, 2018",Maya S.
"Kimbell B. • Mai 20, 2017
Lots of different wines and fantastic finger food. Great place to enjoy the Italian scenery",https://fr.foursquare.com/kimbellblauw,https://fastly.4sqi.net/img/general/300x300/126515765_xfp2frkkFqiqzwGNzNKT055cCMP9GadBB7OYo0STkiQ.jpg,9.1,69,https://fr.foursquare.com/v/essenza/5749c702cd1031dbb9dc5406,Essenza,Bistro,"Via Della Scala, 27, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/134178-YGYSVO1X20XALWGU.jpg,"Kimbell B. • Mai 20, 2017",Kimbell B.
"Constance |. • Novembre 5, 2018
A big grocery store with a large selection of quality food items. Coffee bar with great coffee.",https://fr.foursquare.com/rabassec,https://fastly.4sqi.net/img/general/300x300/1838199_U5weGHreZWDjkFBUnxL61vs1EVwFHuh895kdEdP77dc.jpg,9.1,70,https://fr.foursquare.com/v/castroni/4adcdac5f964a520c15221e3,Castroni,Gastronomique,"Via Cola di Rienzo 196/198, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/54257774-KSHZ4HZ4UOVIGB2E.jpg,"Constance |. • Novembre 5, 2018",Constance |.
"Amaurea G. • Octobre 6, 2015
Une place sympathique au cœur d'un quartier coloré et vivant. Pas mal de petits artisans dans les rues, par contre évitez les bars plus chers qu'ailleurs.",https://fr.foursquare.com/amaurea,https://fastly.4sqi.net/img/general/300x300/11011504_QGwLKg6USPqjYqYU-tsPuhXiNIp9vkuv4komBhySiz4.jpg,9.1,71,https://fr.foursquare.com/v/piazza-di-santa-maria-in-trastevere/4ea9dbd0775bf08569518ffe,Piazza di Santa Maria in Trastevere,Place,"Piazza di Santa Maria in Trastevere, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EN2GTKPDPFWG50L5.jpg,"Amaurea G. • Octobre 6, 2015",Amaurea G.
"Pink • Janvier 5, 2019
Excellent icecream with sweet almond and creamy and delicious mango taste. All gluten free",https://fr.foursquare.com/pink9970501,https://fastly.4sqi.net/img/general/300x300/1329920_ixJK4S-SKzmYOGKU9jBIX1G9LNIB4xGNQzzfOvd0XoI.jpg,9.1,72,https://fr.foursquare.com/v/fiocco-di-neve-at-the-pantheon/4bd842eae914a5935ac352fa,Fiocco Di Neve at the Pantheon,Glace,"Via del Pantheon 51, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Pink • Janvier 5, 2019",Pink
"Stéphanie S. • Février 12, 2022
Nous adorons ce genre d’endroit: divers bons plats à choix, tout le monde peut commandé ce qu’il souhaite et se retrouver à table, c’est véritablement un menu à la carte. Très bon moment !",https://fr.foursquare.com/stephans5251422,https://fastly.4sqi.net/img/general/300x300/7487778_jSEinHcafKGzeNlGn2r0G8DwPu7ty-shWhaFwhdT498.jpg,9.1,73,https://fr.foursquare.com/v/mercato-centrale-roma/57f4aed7498e27eb6826f2b6,Mercato Centrale Roma,Marché,"Via Giovanni Giolitti, 36, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/554635971_Xre6pA3G_L1qAxahRG-seUr2W4mOGaKRV67Dwmhp4RqTKmEe8L2Lh6_AzJruLv9Q3xZmkRZfg.jpg,"Stéphanie S. • Février 12, 2022",Stéphanie S.
"Roxanita S. • Février 22, 2019
Una maravilla!!!",https://fr.foursquare.com/roxysm,https://fastly.4sqi.net/img/general/300x300/541503321_N4RzZijPwO8eLghN8x1ucZhgpmaGOPbM_zG6mGpGXJE.jpg,9.1,74,https://fr.foursquare.com/v/sala-del-perseo/58ff5fa0b9ac3810e9f4b344,Sala Del Perseo,Musée,Rome,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/19602647-BMWZ0PWAJS2WU5RA.jpg,"Roxanita S. • Février 22, 2019",Roxanita S.
"Ossy A. • Mai 6, 2022
Have the chocolate & nuts cone, Chuck in some pistachio sauce in the cone, add dolce de leche ice cream and giandiutto. You’re welcome.",https://fr.foursquare.com/oalawwam,https://fastly.4sqi.net/img/general/300x300/407678980_RlZslh66yCFU7f6DyAQGyMNPnEoFmlhARKdrSQsESr0.jpg,9.1,75,https://fr.foursquare.com/v/luccianos/625abd4fac38280250e5cbce,Lucciano’s,Glace,"Via delle Muratte, 76, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/79967620_1cGKAagK_oBCalVU8SasTwCtVkriiNO-kqpZsle9gYJIvOb9MCTVYcSBdnmZepXAmFuC5BWoF.jpg,"Ossy A. • Mai 6, 2022",Ossy A.
"Caroline M. • Août 2, 2022
Sympa pas cher et bons panini produits frais",https://fr.foursquare.com/carolinm8782936,https://fastly.4sqi.net/img/general/300x300/1399140907_KsJyDMe2jSpc0eEyhgJ5-5zg3ZHBtzg5k6ol9OPNpqw.jpg,9.1,76,https://fr.foursquare.com/v/fuorinorma/59998168a795bd460e93bae8,Fuorinorma,Sandwicherie,"Via dei Serpenti, 178, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/405436276_8ZOihtti_H02aDZZg9aGcqCmq6GWMRr9A7jGcKcstiYPNAnYUEP_55HGH8RzdlU0enMAuB3xl.jpg,"Caroline M. • Août 2, 2022",Caroline M.
"Sarra C. • Août 10, 2021
Parfait 👍🏻",https://fr.foursquare.com/sarrac6133234,https://fastly.4sqi.net/img/general/300x300/86306100_HZFXMufVIbEIuHUZ2tx5sbePefWjcnSZ92gOARGvTUs.jpg,9.1,77,https://fr.foursquare.com/v/zuma-roma/57123127498ea9ddf6846517,Zuma Roma,Japonaise,"Via della Fontanella di Borghese, 48,, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/21193380_hx1HgeuP_f50uUoO2H9U89nNe9vcRiXlTdGsbG2J6ab3CUWyTur2SBkUtxzbcyrFkZW37eDA3.jpg,"Sarra C. • Août 10, 2021",Sarra C.
"Kral2 • Mai 7, 2016
Très bonne alternative aux autres glaciers de Rome. Le plus : le chocolat (noir ou blanc, au choix) coulé dans le cornet à la commande. J'ai testé mes classiques : Pistache, Banane, Café : Validé!",https://fr.foursquare.com/kraltwo,https://fastly.4sqi.net/img/general/300x300/1838199_amtwyhSkgjtgNMQwow23xibwIQlAqCwig6HIlb5iT20.jpg,9.1,78,https://fr.foursquare.com/v/come-il-latte/4faff540e4b09cca6217d8a4,Come Il Latte,Glace,"Via Silvio Spaventa, 24-26, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/G4FKFOWEUIIIDOEE.jpg,"Kral2 • Mai 7, 2016",Kral2
"Simon S. • Août 7, 2016
Good place for a gelato. Be sure to try the Maya (cohocolate and chili) flavor if you like hot food.",https://fr.foursquare.com/simonbs,https://fastly.4sqi.net/img/general/300x300/213746698_hHhJZUWv9wqzN_eXvlQPxwELOtUtyEtYjv3wIkyCf-g.jpg,9.1,79,https://fr.foursquare.com/v/gelateria-la-strega-nocciola/555c8175498ebc6394eec575,Gelateria La Strega Nocciola,Glace,"Via della Vite, 100, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/185314420-B2TSG0SX1EWZNDNC.jpg,"Simon S. • Août 7, 2016",Simon S.
"Nymmh • Décembre 16, 2015
Supers plats, très bons vins dans un lieu chargé d'histoire et tenu par une famille.",https://fr.foursquare.com/mdblast,https://fastly.4sqi.net/img/general/300x300/7585810_tX0Hu7vmrugsUe4r2T8DeMBHevxwOPmk1fhnhK2llHA.jpg,9.1,80,https://fr.foursquare.com/v/spirito-divino/4b4e3d15f964a52070e626e3,Spirito Divino,Italien,"Via dei Genovesi, 31, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/137758715-B2JXIVMPNQMUG3LY.jpg,"Nymmh • Décembre 16, 2015",Nymmh
"Benjamin M. • Septembre 17, 2012
One of the most vibrant places in Rome. Best piazza to sit down, have a pizza peace and beer and emerge into the crowd! Must visit in Trastevere",https://fr.foursquare.com/benjaminmateev,https://fastly.4sqi.net/img/general/300x300/27306263_G08-TQ65tvASb_ZUOq-1R4HElZdoJoCB-tEckejxHsg.jpg,9.1,81,https://fr.foursquare.com/v/piazza-trilussa/4ba8e59ef964a5201ff839e3,Piazza Trilussa,Place,"Piazza Trilussa, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/WHHK3D54UCM4ZIC1.jpg,"Benjamin M. • Septembre 17, 2012",Benjamin M.
"Kral2 • Mars 27, 2017
Très bonnes pizze al taglio. Quelques tables pour manger sur place. Super combo à emporter avec les canoli nonna vincenza à quelques mètres.",https://fr.foursquare.com/kraltwo,https://fastly.4sqi.net/img/general/300x300/28930114_76x2vx9cRr9OQtB1OHxzmNDD3R1z1k7FAJtR2poBOhw.jpg,9.1,82,https://fr.foursquare.com/v/antico-forno-roscioli/4bdeba5fffdec9283a5de9a1,Antico Forno Roscioli,Boulangerie,"Via dei Chiavari 34, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/G4FKFOWEUIIIDOEE.jpg,"Kral2 • Mars 27, 2017",Kral2
"Nurhayat B. • Octobre 12, 2021
It has a very nice design. I loved it 💕",https://fr.foursquare.com/nurhayab7530605,https://fastly.4sqi.net/img/general/300x300/23178945_IU-0u7Hds73DQVIKF1JxQhPhmiMZnOT6azo9r9pCgTA.jpg,9.1,83,https://fr.foursquare.com/v/bartolucci/4c869f6174d7b60cc8bba5d8,Bartolucci,Jeux et jouets,"Via dei Pastini, 96-98-99, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/65414027_g4zKD6vb_On7h8mHUGNqg5mkH9HrLHDq4nP8Sh-d2j4Og1UDI0iAMNJXMLq3Cbd3MeuXY4eQA.jpg,"Nurhayat B. • Octobre 12, 2021",Nurhayat B.
"Marco M. • Septembre 8, 2015
Tout simplement superbe ! Un plafond incroyable !!",https://fr.foursquare.com/marcom6140879,https://fastly.4sqi.net/img/general/300x300/1399884254_5qyiHP-aGX4JwAN_dMlwkgeKI7i51G0DbnCb6OwkM2Q.jpg,9.1,84,https://fr.foursquare.com/v/basilica-di-santa-maria-in-trastevere/4adcdac6f964a5200e5321e3,Basilica di Santa Maria in Trastevere,Église,"Piazza di Santa Maria in Trastevere, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/SREGK1UWHYWFSXJP.jpg,"Marco M. • Septembre 8, 2015",Marco M.
"Widad H. • Septembre 18, 2019
Tres bon, accueil chaleureux, parmis les incontournables de Romme",https://fr.foursquare.com/widadh4512181,https://fastly.4sqi.net/img/general/300x300/24202776_jF2BdhuGfQGN00VWkEfxbFjJ_UVi5K0o0G7TXLB8wJA.jpg,9.1,85,https://fr.foursquare.com/v/mim%C3%AC-e-coc%C3%B2/4e51864dd164978659e7ad5a,Mimì e Cocò,Bar à vins,"Via del Governo Vecchio, 72, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/550545660_aqeUOsLK_DBhJjPRO3JWUrlPcnTfXBxUF8Sv3advFEtXTnh_kzDlH_Y0QBOFXeARr3woBdKc6.jpg,"Widad H. • Septembre 18, 2019",Widad H.
"Yukie M. • Août 22, 2016
A wonderful garden, a nice breakfast... a little oasis in Aventino!!",https://fr.foursquare.com/yukiem7108478,https://fastly.4sqi.net/img/general/300x300/87181646_1dNWg6qi1ZXchPnECTYNU_ZMzfUXrmp0mylqWTGbpgc.jpg,9.1,86,https://fr.foursquare.com/v/villa-san-pio/4adcdabff964a5205b5121e3,Villa San Pio,Hôtel,"Via Sant Melania 19, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/129483995-HC2XTIAT4FRCIBZO.jpg,"Yukie M. • Août 22, 2016",Yukie M.
"Arianna . • Avril 2, 2017
Uno dei luoghi magici di Roma",https://fr.foursquare.com/arianna8574776,https://fastly.4sqi.net/img/general/300x300/489837179_yhIxuy_Zu0Ntt-TJXgxlXc8uTC-Y0SslO8mbWIK9ecI.jpg,9.1,87,https://fr.foursquare.com/v/giardino-storico-di-santalessio/4f7b2590e4b07d8b1fa29fa4,Giardino Storico Di Sant'Alessio,Parc,Rome,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/125164995-UIGX4IZNVSP2C4OA.jpg,"Arianna . • Avril 2, 2017",Arianna .
