Titre,image,note,venueindex,champ,champ1,catégorie,prix,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
"Amagertorv 10, Copenhague",https://fastly.4sqi.net/img/general/300x300/2653810_bLkdQiIKQMcuykcU0EbzaJ1dBt6Lv60iu9oxeg2TDMI.jpg,9.2,44,https://fr.foursquare.com/v/illums-bolighus/4adcdb02f964a520f25e21e3,Illums Bolighus,Magasin d'ameublement et de décoration intérieure,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1384114-ZCQMIDQ3XRT5P4VG.jpg,"STARSKI • Novembre 24, 2016
Great selection of Danish interior product !! <3","STARSKI • Novembre 24, 2016",https://fr.foursquare.com/superstarski,STARSKI
"Gasværksvej 3, Copenhague",https://fastly.4sqi.net/img/general/300x300/1256784_056DfGGKunYdIk_AthA0IWJybT3NK1hVi1adunLJS-o.jpg,9.2,45,https://fr.foursquare.com/v/bowl-market-copenhagen/57e7b781498e68dd632516d0,Bowl Market Copenhagen,Petit déjeuner,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1279545_3CdkJ4zN_DnxRCWogyzzj1b0SqEZC9kuKDOuMIlx8VshJWizaXb2NGzDeF7zmwwCbgDll1n13.jpg,"Caroline U. • Juin 25, 2018
Fresh porridge. Try the blueberry with lemon zest. It’s a winner. And they do two layers of extras.","Caroline U. • Juin 25, 2018",https://fr.foursquare.com/theycallmeuma,Caroline U.
"Søndermarken, Frederiksberg",https://fastly.4sqi.net/img/general/300x300/375140021__5XUjBGkWYlSslDylOAUgyM7fZXty6A22aHCEb9fQRk.jpg,9.2,46,https://fr.foursquare.com/v/cisternerne/4c4ae60e42b4d13a7761e47d,Cisternerne,Galerie d'art,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EFOCJMBASW2HD0DU.jpg,"Rory P. • Septembre 4, 2022
Very interesting place (if a bit over priced) but worth the visit as the park is beautiful and the zoo is across the street","Rory P. • Septembre 4, 2022",https://fr.foursquare.com/roryp1773563,Rory P.
"Dantes Plads 7 (ved H.C. Andersens Boulevard), Copenhague",https://fastly.4sqi.net/img/general/300x300/12808646_Kwjj_NmjbSlHVaB7NRzsbfLxalUJMPx_82mbGGegq3o.jpg,9.2,47,https://fr.foursquare.com/v/ny-carlsberg-glyptotek/4adcdafdf964a520ea5d21e3,Ny Carlsberg Glyptotek,Musée d'art,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/100577_1258839335838.gif,"Pierre B. • Octobre 2, 2011
Superbe jardins d'hiver et belle collection d'art ancien.","Pierre B. • Octobre 2, 2011",https://fr.foursquare.com/pierrebellerose,Pierre B.
"Sønder Boulevard 68, Copenhagen V",https://fastly.4sqi.net/img/general/300x300/2895247_vmDolY_v1qEIV7gG2bKPvnYPAUpwFpc6QNjVZ45Z8-g.jpg,9.2,48,https://fr.foursquare.com/v/mad--kaffe/551e6bcf498e0412ab0f3f57,MAD & KAFFE,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/59027_Eye69beE_J6UtV0aRjjdAgKUEw0YjaqrFUro8vtrjWGFNlAKX3ISzA6_ZkI8AsX7eeS2IIN3R.jpg,"Whan Woong K. • Septembre 25, 2016
The blueberry yogurt, the pomegranate iced tea, the pastries... They were all amazing!","Whan Woong K. • Septembre 25, 2016",https://fr.foursquare.com/panhoong,Whan Woong K.
"Boldhusgade 6, Kælderen, København K",https://fastly.4sqi.net/img/general/300x300/192564705_d7WUhvnk-5C8XoeZT00xhK6EmIRUMw1ahFhZLoBsDrk.jpg,9.2,49,https://fr.foursquare.com/v/cub--copenhagen-underground-brewers/51c99f41498eba84a600b4cb,CUB - Copenhagen Underground Brewers,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/467030069_dVJBlkIQ_p2FQiJ5YwPgQ6FuUleA-ddza5plFFWnhmipOfqFrZHd6vL3ja9rourps1YGMRkTL.jpg,"Kitt H. • Novembre 21, 2018
A fantastic coffee shop with white tea? Delightful!","Kitt H. • Novembre 21, 2018",https://fr.foursquare.com/kitth3102249,Kitt H.
"Halmtorvet 29, Copenhague",https://fastly.4sqi.net/img/general/300x300/2890175_qErB6UZeYq8EfLe4uFQv3-yI9JiNE3WK3NeFey2568s.jpg,9.1,50,https://fr.foursquare.com/v/fermentoren/4e638f33ae60e9edf6389e5c,Fermentoren,Bar à bières,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/PCP3QBRTH1Y2H0AA.gif,"Alex M. • Février 16, 2016
Lovely spot. Great craft beer, awesome coziness, perfect atmosphere.","Alex M. • Février 16, 2016",https://fr.foursquare.com/mauzon,Alex M.
"Kastellet 68, København Ø",https://fastly.4sqi.net/img/general/300x300/10607081_UR_aNyL7ZOZ9ClWBubn4L8O43EbGi-38iqdxICHNG7U.jpg,9.1,51,https://fr.foursquare.com/v/kastellet/4adcdafdf964a520b45d21e3,Kastellet,Site historique et protégé,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/M4ZZJ0OVSPWG0PLL.jpg,"Shambo W. • Octobre 10, 2015
Great walk around. Have a stroll, take the dog amazing views from the ⭐️ fortress","Shambo W. • Octobre 10, 2015",https://fr.foursquare.com/sham_wrch,Shambo W.
"Kapelvej 4, Copenhague",https://fastly.4sqi.net/img/general/300x300/23970184_f29D1aQ1sdrSv8AnOPk8d2MEA4qtKmpPDxojy_zz1U4.jpg,9.1,52,https://fr.foursquare.com/v/assistens-kirkeg%C3%A5rd/4adcdafdf964a520c65d21e3,Assistens Kirkegård,Cimetière,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12808646-SKMBYEBBER3UAV2M.jpg,"Warren • Septembre 27, 2015
Le cimetière où le célèbre auteur Hans Christian Andersen repose.","Warren • Septembre 27, 2015",https://fr.foursquare.com/wrnblvc,Warren
"Vesterbrogade 3 (Bernstorrfsgade), Copenhague",https://fastly.4sqi.net/img/general/300x300/40829472_fClWMmAnHBWtSnVPPSWUOg7Ej1jnopP-dyH2lZG6NSQ.jpg,9.1,53,https://fr.foursquare.com/v/tivoli/52e7718f498e6472a6d7cd8d,Tivoli,Parc d'attractions,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1254411-B3F31LEVHFBHWJM5.jpg,"Calliope T. • Septembre 17, 2015
Excellent park!!","Calliope T. • Septembre 17, 2015",https://fr.foursquare.com/poppytzanes,Calliope T.
"Stefansgade 35, KLD (at Husumgade), Copenhague",https://fastly.4sqi.net/img/general/300x300/21857107_PMPZBElM_uuhoTRGeHHa-OIb0UplG5V9hRvsGKDNZcA.jpg,9.1,54,https://fr.foursquare.com/v/mikkeller--friends/5140cb42e4b0d0bf283996d5,Mikkeller & Friends,Bar à bières,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/101531972-UWSODTLTS4GFBVZD.jpg,"Marie P. • Juin 3, 2016
Un vaste choix de bières artisanales toutes très différentes, et pas forcément évidentes à retrouver en France. Donc amateurs de bières, foncez !","Marie P. • Juin 3, 2016",https://fr.foursquare.com/mariep3512145,Marie P.
"Overgaden Oven Vandet 90, Copenhague",https://fastly.4sqi.net/img/general/300x300/461983739_N9nL3cmEmY0S2JWP43MTnr8E4qWhN_0zV6a58NmIQjc.jpg,9.1,55,https://fr.foursquare.com/v/parterre-christianshavn/53864410498e374c5c5a1f76,Parterre Christianshavn,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/127335698_w2B01LQP_i8S9gqd9DL5mgsULvwCVMTeKfmufTKffVQVVSX_iJKc6UsGfp3A6nRvMun0Z_aX9.jpg,"Manon C. • Août 18, 2019
Sympa mais personnel pas très agréable.","Manon C. • Août 18, 2019",https://fr.foursquare.com/manonc7534778,Manon C.
"Sølvgade 48-50 (Øster Voldgade), Copenhague",https://fastly.4sqi.net/img/general/300x300/11561426_H-6V098ILqYsvQ3Jt04E7mbB9MrB6YKy-SRKUgwjr3w.jpg,9.1,56,https://fr.foursquare.com/v/statens-museum-for-kunst--smk/4adcdafdf964a520e95d21e3,Statens Museum for Kunst - SMK,Musée d'art,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/MLF2TIYELHZK0K3T.jpg,"Cécile • Février 10, 2014
Un magnifique musée dont l'entrée est gratuite ! la partie moderne est dédiée à l'art contemporain, de belles découvertes à faire au niveau des artistes scandinaves. Très jolie cafétéria aussi.","Cécile • Février 10, 2014",https://fr.foursquare.com/cecile3107950,Cécile
"Enghavevej 40, København V",https://fastly.4sqi.net/img/general/300x300/741111_xxfqI_O-7x3q5uPPvf4jXWT8xM-niQrtrbRAh_qc8lw.jpg,9.1,57,https://fr.foursquare.com/v/vega/4adcdafcf964a520845d21e3,VEGA,Salle de concert,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/SJB1SWVSMIQTHOEY.jpg,"Bjarke K. • Septembre 19, 2012
Been to many great concerts here. A good place to go when in Copenhagen.","Bjarke K. • Septembre 19, 2012",https://fr.foursquare.com/bjarkek3871241,Bjarke K.
"Øster Voldgade 4A, Copenhague",https://fastly.4sqi.net/img/general/300x300/492774057_vi-1NXmxap1f0wQVu_2Z57XxgToQAukeiKUJMMqbUUQ.jpg,9.1,58,https://fr.foursquare.com/v/rosenborg-slot/4adcdafdf964a520bb5d21e3,Château de Rosenborg,Château,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12808646-SKMBYEBBER3UAV2M.jpg,"Warren • Septembre 27, 2015
Très beau château, à visiter absolument !","Warren • Septembre 27, 2015",https://fr.foursquare.com/wrnblvc,Warren
"Store Strandstræde 18, Copenhague",https://fastly.4sqi.net/img/general/300x300/28322875_8KrJ1v99vxrvVxDbbtb9ZB6MLqz2UyCqjsiccilX_v4.jpg,9.1,59,https://fr.foursquare.com/v/nebbiolo/55677f85498e82df6c46d185,Nebbiolo,Bar à vins,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/SR01KNDDVXMU3LU4.jpg,"Alexandra N. • Mai 13, 2019
Super chill for really good wine & nibble","Alexandra N. • Mai 13, 2019",https://fr.foursquare.com/an3524,Alexandra N.
Dannebrogsgade 53,https://fastly.4sqi.net/img/general/300x300/674901_SmNKMcc7Fyo6mykD22UoNsrtCasujmJEWBBSQhLrd-Q.jpg,9.1,60,https://fr.foursquare.com/v/riga/5389c65c498e1afc1639b34d,Riga,Café en plein air,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/IGZIXYRSRKGDHFAZ.jpg,"Simon E. • Août 6, 2014
Cool pop-up bar with outdoor seating. Good local specialty beer on tap and reasonable prices.","Simon E. • Août 6, 2014",https://fr.foursquare.com/simone4789502,Simon E.
"3 Møllegade, Copenhague",https://fastly.4sqi.net/img/general/300x300/1758663_PwYYUZHLSm-YzCeq1LphnvcNGAXRNapVCmfgd9MX9UE.jpg,9.1,61,https://fr.foursquare.com/v/pompette/5b226798e57ca6002c66bef2,Pompette,Bar à vins,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/78406317_bKkxRaIQ_dyOmjYW8N_dW5voAKhAHA-mJ7YO6ZqW4OmKHTHDuYk8IL8s4Erh4SyboEKwPDiSj.jpg,"cami j. • Juillet 3, 2022
lovely wines by the glass, GORGEOUS space and super friendly, knowledgeable staff. cannot wait to return the next time i’m in CPH!","cami j. • Juillet 3, 2022",https://fr.foursquare.com/camij3520884,cami j.
"Christiania, Copenhague",https://fastly.4sqi.net/img/general/300x300/6085279_WIVqg0O3zNiEdLtA50LDX2k0sypmySXl0Rlv1Lkwd-4.jpg,9.1,62,https://fr.foursquare.com/v/morgenstedet/4af6dbbdf964a5209a0322e3,Morgenstedet,Restaurant végétaliens et végétariens,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/80308519_okPqNrgU_2AiKWaBPSYdUYfDmOPv9cWTwrAB49nzoFE3eAy35_Yc4eN4ZWC6iC5avXhJ5Irac.jpg,"Ivan D. • Février 19, 2016
Love their vegetarian/vegan cuisine. And it has a cute garden, where you can sit in the sun.","Ivan D. • Février 19, 2016",https://fr.foursquare.com/dobearty,Ivan D.
"Kalvebod Brygge, Copenhague",https://fastly.4sqi.net/img/general/300x300/118818497_YKWS4IoE8TBdu42J2ugm1K5IQcLEKdFVCiP_yzGXXfw.jpg,9.1,63,https://fr.foursquare.com/v/kalvebod-b%C3%B8lge/51f50b16498e79cc4bb08f13,Kalvebod Bølge,Jetées,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/137007406_uOFVAhM0_7PE55qCuLKpHOS_xBdSpkLaITINIgU2I4Dd6sMVA_KWUARXHsJfDdfH3mK-jsSrG.jpg,"Lai P. • Avril 18, 2018
beautiful scenery","Lai P. • Avril 18, 2018",https://fr.foursquare.com/laip1892907,Lai P.
"Ved Vesterport 4, København V",https://fastly.4sqi.net/img/general/300x300/2531976_6gmcRgHmV1YKOm_lfMx1lro0lJI44he5RdmWxZE4YLk.jpg,9.1,64,https://fr.foursquare.com/v/imperial/4adcdb01f964a520865e21e3,Imperial,Cinéma,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12906743-PY5NRN3GH4RRGG2F.jpg,"Andreas C. • Juin 27, 2015
Very comfortable seats with good space for your feet. Sound and screen is admirable. All in all.. worth the extra bucks!","Andreas C. • Juin 27, 2015",https://fr.foursquare.com/andreascorrell,Andreas C.
"Støbegodsvej 1, København SV",https://fastly.4sqi.net/img/general/300x300/4717541_Z4EnB9fOUWuf5h1_f6gfsH-6XUGkAEWXZ_MhyGW1Oik.jpg,9.1,65,https://fr.foursquare.com/v/supermarco/4b5096b0f964a5206f2827e3,Supermarco,Épicerie,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/23488798-YIZHLZT3ASNMCLET.jpg,"Anders T. • Août 6, 2014
I could spend all my money on great Italian delicacies here! Great place to shop for food and ingredients.","Anders T. • Août 6, 2014",https://fr.foursquare.com/andtherkildsen,Anders T.
"Jægersborggade 57 (Stefansgade), København N",https://fastly.4sqi.net/img/general/300x300/1894049_u4eKqQiMsVxZ0vMkgirEoNJ_WiMdFYJO5FnHAqNRHpA.jpg,9.1,66,https://fr.foursquare.com/v/the-coffee-collective/4b0a82bcf964a520a02423e3,The Coffee Collective,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/471952829_7zwxG5g4_D4qZ6RVqIHU--n1Ko-hzt3kZyMlLGkngnCFhIwR85_6Rf77IqGUmW2p_8Hf2o5sC.jpg,"Marie T. • Juillet 28, 2019
Best coffee and also love the sourdough rolls with cheese, a must.","Marie T. • Juillet 28, 2019",https://fr.foursquare.com/mariet7673128,Marie T.
Nordhavn,,9.1,67,https://fr.foursquare.com/v/konditaget-l%C3%BCders/57c080d4498e44750b484524,Konditaget Lüders,Salle de sport en extérieur,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1371199-G52JBWGWWBXQVKYR.jpg,"Stig R. • Janvier 8, 2018
Great view. Nice place for an outdoor workout.","Stig R. • Janvier 8, 2018",https://fr.foursquare.com/stigr7734936,Stig R.
"Sankt Annægade 29 (Prinsessegade), Copenhague",https://fastly.4sqi.net/img/general/300x300/314080_jbKw9Dy80oo0-Wwm3khfHg855av0lYwRjIkepWDEhX8.jpg,9.1,68,https://fr.foursquare.com/v/vor-frelsers-kirke-church-of-our-saviour/4adcdafdf964a520a85d21e3,Vor Frelsers Kirke (Church of Our Saviour),Église,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/VH4ZD0D4TBQQZCEC.jpg,"Cédric M. • Septembre 25, 2011
N'oubliez pas de visiter l'autel de cette église baroque ainsi que son orgue avant d'escalader les 334 marches. L'entrée n'est pas très chère (comptez 30 Kr soit environ 4 €).","Cédric M. • Septembre 25, 2011",https://fr.foursquare.com/cedricm3637379,Cédric M.
"Sortedam Dossering 83 (Kroghsgade), København Ø",https://fastly.4sqi.net/img/general/300x300/16604502_D9-lyU9eweBss5YUqiY9gf-zpXCgQSIMxxO47mSBYIk.jpg,9.1,69,https://fr.foursquare.com/v/s%C3%B8ernes-%C3%B8lbar/5166dc66e4b0ef811190fcb7,Søernes Ølbar,Bar à bières,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/463435797_wix6GzSL_wXUHYhwQ3S5Nbg4pLddoSl4VxMwGBptROJUiSscwHS-YC971KxiS7cSOTY8uG1sC.jpg,"Martin Winge A. • Septembre 1, 2018
Great beers. A nice selection of IPA and fruitful beers.","Martin Winge A. • Septembre 1, 2018",https://fr.foursquare.com/martinwa9094568,Martin Winge A.
"Amager Strand Stien, Copenhague",https://fastly.4sqi.net/img/general/300x300/4941286_kxx-wfGFZHsD1ZGz2pTLPmo-vm5xQxqFCMkViM9d-Ck.jpg,9.1,70,https://fr.foursquare.com/v/det-kolde-gys--helgoland/4b5f0b48f964a5209aa329e3,Det Kolde Gys - Helgoland,Plage,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/D3VHXTUSMFKYZOQS.jpg,"Lars ""snitt"" W. • Octobre 19, 2011
Livet er skønt!","Lars ""snitt"" W. • Octobre 19, 2011",https://fr.foursquare.com/larssniw5986228,"Lars ""snitt"" W."
"Strandgade 50 (Christianshavns Kanal), Copenhague",https://fastly.4sqi.net/img/general/300x300/20373592_9xOBxg314dwcfZGaZKbh0es589r6zmdSRF2ttek2pgU.jpg,9.1,71,https://fr.foursquare.com/v/christianshavns-f%C3%A6rgecaf%C3%A9/4bc895258b7c9c746e6838cf,Christianshavns Færgecafé,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/173253407-3RPHJIUPNPBBO55Z.jpg,"Mana A. • Décembre 20, 2017
Good old fashioned traditional Danish food In a super cosy environment. The staff is very friendly.","Mana A. • Décembre 20, 2017",https://fr.foursquare.com/manaa7299683,Mana A.
"Sankt Peders Stræde 31, Copenhague",https://fastly.4sqi.net/img/general/300x300/864894_S3eQ-RKxyJEKUQjB35Cx__Me8owcUzPgIOHdalqu4cA.jpg,9.0,72,https://fr.foursquare.com/v/peders/584c5dc665e7c76fc4f75f45,Peders,Bar à bières,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/YO5JM0LTWUZ4RSCH.jpg,"Ole • Septembre 22, 2018
One of my favourite beer bars in Copenhagen. Excellent service and always something good on their 12 taps.","Ole • Septembre 22, 2018",https://fr.foursquare.com/olesorensen01,Ole
"Gammel Kongevej 109, Frederiksberg",https://fastly.4sqi.net/img/general/300x300/99576018_vNd8ouiiReKcKf-_zS0zvRf22Kcyf0INnwTiJ5H6wlM.jpg,9.0,73,https://fr.foursquare.com/v/hart-bageri/5bb0ca93c66666002c7b8238,Hart Bageri,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/IU0H00JQ4B11LLZ3.jpg,"Michelle W. • Mars 7, 2021
Get the special if you can… I got a black sesame white chocolate cookie and it was my favorite thing","Michelle W. • Mars 7, 2021",https://fr.foursquare.com/michellw6412448,Michelle W.
"Sankt Annæ Plads 36 (Kvæsthusbroen), København K",https://fastly.4sqi.net/img/general/300x300/106724980_6ekY5ENTNlthS6OgLDiOidNC6KQSD-hoVHOU4_rtuc8.jpg,9.0,74,https://fr.foursquare.com/v/ofelia-plads/4c063cac91d776b03e7ff8f9,Ofelia Plads,Place,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/D10XKMOJGJ3OISLF.png,"Adam J. • Juillet 28, 2010
this is the new city beach situated just alongside the new royal theater- it's cosy with both a nice atmosphere :)","Adam J. • Juillet 28, 2010",https://fr.foursquare.com/aj42,Adam J.
"Dyrehavevej, Kongens Lyngby",https://fastly.4sqi.net/img/general/300x300/74084503_8iJL3F2HNxSV7WxGNKul5VnW9bqTOBM4wQ6yk-lEFNk.jpg,9.0,75,https://fr.foursquare.com/v/eremitageslottet/4bb5ff992f70c9b6a0ba8430,Eremitageslottet,Site historique et protégé,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/TFVDH5VG00TFEYEG.jpg,"Martins E. • Mai 3, 2011
Around the palace is a splendid royal park! With wild deer, woods & golf club.","Martins E. • Mai 3, 2011",https://fr.foursquare.com/martyez,Martins E.
"Esplanaden 8, København K",https://fastly.4sqi.net/img/general/300x300/112209657_HB8LSgyZ4ES34NU53iBF6IuNb5jMbZ8TazmmIFleg-8.jpg,9.0,76,https://fr.foursquare.com/v/bistro-boheme/4afd5fb1f964a520802722e3,Bistro Boheme,Française,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/154838057-2DWBJMAUO40IKPZY.jpg,"Ozlem I. • Janvier 15, 2019
Friendly service. Artichoke soup and breast of rooster are really good. Delicious desert. Worth to try.","Ozlem I. • Janvier 15, 2019",https://fr.foursquare.com/ozlemi7918358,Ozlem I.
"Smallegade 41, Frederiksberg",https://fastly.4sqi.net/img/general/300x300/977281_ig3wz48s93hMuVvn4QV5TMwTsrmFoeAMcLdU0waHyM8.jpg,9.0,77,https://fr.foursquare.com/v/restaurant-frederiks-have/4c8bc59755fba093141e59ab,Restaurant Frederiks have,Française,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/F5AVQ22GIPNNUDKT.jpg,"Trond K. • Novembre 14, 2011
A nice oasis in a charming part of the city. Excellent food, very Amicable and quick waiters. Take your time, enjoy!","Trond K. • Novembre 14, 2011",https://fr.foursquare.com/trondk6253658,Trond K.
"Værnedamsvej 15, Frederiksberg",https://fastly.4sqi.net/img/general/300x300/40829472_n6lWDA3BvvTQUnt7Ho1I2Tl1TduLxAUl-M93OlJXbQ4.jpg,9.0,78,https://fr.foursquare.com/v/juuls-vin-og-spiritus/4b51a0c4f964a520285127e3,Juul's Vin og Spiritus,Caviste,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/KMIGVZPJZ5SJQMW5.jpg,"Christian F. • Décembre 20, 2012
Scandinavians largest spirits selection! Phenomenal whiskey assortment!!","Christian F. • Décembre 20, 2012",https://fr.foursquare.com/cdsfriis,Christian F.
"Øster Allé (Edel Sauntes Allé), Copenhague",https://fastly.4sqi.net/img/general/300x300/292434_Fij7qnk_m9vrUbtNYcTV19AMO4CzsSn6dtPKKZWA7uE.jpg,9.0,79,https://fr.foursquare.com/v/f%C3%A6lledparken/4adcdafdf964a520bf5d21e3,Fælledparken,Parc,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/61219489-JKDUHPWG5BBN5JZT.jpg,"Stephanie D. • Août 10, 2014
Large playground, lot of coffeeshops, basketball, football and runners!","Stephanie D. • Août 10, 2014",https://fr.foursquare.com/stephanie_dall,Stephanie D.
"Sdr. Boulevard, Copenhague",https://fastly.4sqi.net/img/general/300x300/1341513_JI8DGbYMirAgZ59l7oi0LJYFjMXd_bUXBo3xZDHMQIk.jpg,9.0,80,https://fr.foursquare.com/v/absalon/4ceeee91ed62721e35e85dfd,Absalon,Salle des fêtes,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/79738546-FGEJL3CDGMR500HL.jpg,"Petri S. • Décembre 17, 2017
Nice inexpensive breakfast in a very cozy atmosphere. Hygge to the max","Petri S. • Décembre 17, 2017",https://fr.foursquare.com/petris1871325,Petri S.
"Strandvejen 149, Hellerup",https://fastly.4sqi.net/img/general/300x300/27437042_R2k8uZKaK_AGAp1ceNbrE7TGFil_Mf28wOOR6oYtjzQ.jpg,9.0,81,https://fr.foursquare.com/v/original-coffee/5409a88f498e5e5fc3d5fda4,Original Coffee,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Kevin C. • Novembre 16, 2016
Excellent coffee and friendly atmosphere. Copenhagen is not short of coffee shops but the coffee here is just the best","Kevin C. • Novembre 16, 2016",https://fr.foursquare.com/kevinc4636125,Kevin C.
"Refshalevej 96, Copenhague",https://fastly.4sqi.net/img/general/300x300/701642_mUPykuOTjrYEdVDR_NNJ4RdniHGtyQomIXYtQjfYsT4.jpg,9.0,82,https://fr.foursquare.com/v/noma/57db9591498e42f03c7f0aec,noma,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/21187876-SE41K4LQJYSWOIYV.jpg,"Chris K. • Août 25, 2019
Veggie season was mind blowing good. The wine pairing was a delight too.","Chris K. • Août 25, 2019",https://fr.foursquare.com/chriskedzierski,Chris K.
"Godthåbsvej 209 (Frederiksgårds Allé), Vanløse",https://fastly.4sqi.net/img/general/300x300/146042_Ujsr-81qjFe4foDYKlg6chr_k09nzCbDN8YNK_MCfcc.jpg,9.0,83,https://fr.foursquare.com/v/la-buca-degli-artisti/4b465f7bf964a520051f26e3,La Buca Degli Artisti,Italien,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/VYAWAR4QPT5CGKLA.jpg,"Tina R. • Août 3, 2013
Very nice italian food. Made from the bottom. Relaxed but very professionel. Ask for recommandations in vine and food. Very large vine list and they know everything about vine.","Tina R. • Août 3, 2013",https://fr.foursquare.com/tinar8132964,Tina R.
"Skindergade 27 (Klosterstræde), København K",https://fastly.4sqi.net/img/general/300x300/40829472_1xuB6OLw_4Cx1OVAS7pqlEqJKLEAhj5XX3YxvMEwSR0.jpg,9.0,84,https://fr.foursquare.com/v/faraos-cigarer/4c1253c177cea593b7cbcc60,Faraos Cigarer,Magasin de bandes dessinées,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/568504-D003XIW2IQR1HUE0.jpg,"Sabina • Décembre 29, 2014
Large, clean, excellent comic shop. Graphic novel types are well organized, there's something for everyone here.","Sabina • Décembre 29, 2014",https://fr.foursquare.com/noblebeast,Sabina
"Roskildevej 38, Frederiksberg",https://fastly.4sqi.net/img/general/300x300/106724980_3B47TOOvf8IasFW5wPQHEZc8nfWIpiLjWcltNCUkYL4.jpg,9.0,85,https://fr.foursquare.com/v/zoologisk-have/4adcdafdf964a520c35d21e3,Zoologisk Have,Zoo,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12180270-K31KUN1JA0JXH1V3.png,"Otel.com • Janvier 25, 2012
This zoological garden is one of the oldest ones in Europe, and remains one of the best today. Open 365 days a year, this place has more than 3,000 animals of more than 250 species.","Otel.com • Janvier 25, 2012",https://fr.foursquare.com/otelcom,Otel.com
"Herholdtsgade 6 (Nyropsgade), Copenhague",https://fastly.4sqi.net/img/general/300x300/2625763_ADV-fnKwxEzAKapdp5f1OPvt0aoI7qJLipLFhdRYi_A.jpg,9.0,86,https://fr.foursquare.com/v/steel-house-copenhagen/59674d99772fbc06984f8e40,Steel House Copenhagen,Auberge,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/486674964_-efxM5gN_VbnvE-0jbek-98oiJiL31MHrlq5tdiJ3BQYzsQRRfUDvhIIMmAijxqyoh-B6FMvg.jpg,"Gil R. • Avril 10, 2019
Endroit très pratique, faut avoir l’esprit roots, c’est multiculturel. Rapport qualité prix, c’est nickel. Faut pas être trop regardant sur le ménage, c’est une auberge de jeunesse moderne.","Gil R. • Avril 10, 2019",https://fr.foursquare.com/gilr5426237,Gil R.
"Jægerborgsgade 13, Copenhagen N",https://fastly.4sqi.net/img/general/300x300/7012699_YzfmRNxmUhXRnewlojUVW1-Nn8To-rQ_Qk_hqpVxm6Y.jpg,9.0,87,https://fr.foursquare.com/v/istid/5516bf32498e7940d33c82d8,ISTID,Glace,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7012699_vCXraeWA_FdHlUETPVuDaElNtnp76a2i4JWAyD1JVMMiqitsCujXhqKtV2MQYPdfAVMBI7BRi.jpg,"Hani A. • Août 20, 2022
Don’t miss this unique ice cream here if you are close by. I had the Salted Caramel and it tasted delicious.","Hani A. • Août 20, 2022",https://fr.foursquare.com/hanialawadhi,Hani A.
