Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Paulie's Pizza,https://fr.foursquare.com/v/paulies-pizza/4c4f3de779ffe21e6104541a,https://fastly.4sqi.net/img/general/300x300/7105828_tU0FifGf5B5FP6sICsnbB2v6BE8i4hLzICKJU9GfDfk.jpg,9.0,45,Pizza,€€€€,"58 Uppr Grand Canal St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/74731797-OEZXETYQINA0DJEL.jpg,"Kevin M. • Mai 1, 2015
Baked provolone and mussels are both unreal starters. I recommend sharing!","Kevin M. • Mai 1, 2015",https://fr.foursquare.com/kevinjackmurphy,Kevin M.
Vice Coffee Inc.,https://fr.foursquare.com/v/vice-coffee-inc/51093750e4b0e991dc341337,https://fastly.4sqi.net/img/general/300x300/84592181_3je5iKgj_c-ZdhQZKKd_Qrq9XetwkY2Ciki_VCVTMN0.jpg,9.0,46,Coffee Shop,€€€€,"54 Middle Abbey St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Charlie C. • Juin 12, 2013
Incredible filter coffee. And the espresso set is fantastic too.","Charlie C. • Juin 12, 2013",https://fr.foursquare.com/collinscharlie_,Charlie C.
Vintage Cocktail Club,https://fr.foursquare.com/v/vintage-cocktail-club/506de70be4b0258b1eb5be71,https://fastly.4sqi.net/img/general/300x300/19535210_ajU0khlABBUV5aqFhfy7uaJBYTwJDoQ4PTHCEPSUGiU.jpg,9.0,47,Cocktail,€€€€,"Crown Alley, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/402442627_CmjRvk6k_P_fkdRCfzO64QU_5T4vSOUWlbvzudeADFZ6lYB5TgBXp_9fcnv2qVkA3PVijknO7.jpg,"Diana F. • Juillet 28, 2018
Great selection of handcrafted drinks. Really impressive combinations of ingredients. Amazing location and interior.","Diana F. • Juillet 28, 2018",https://fr.foursquare.com/diana_falkowska,Diana F.
Octopussy Seafood Tapas Bar,https://fr.foursquare.com/v/octopussy-seafood-tapas-bar/4ba4cb58f964a52074b538e3,https://fastly.4sqi.net/img/general/300x300/23283487_wKmnMpxbPX-HYApAHK2fAQvUe30boFsyPPnhy1WomSg.jpg,9.0,48,Fruits de mer,€€€€,"7-8 West Pier, Howth, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/339753458_zhlJ1L2j_VvxabSvaW30FAj6f4gc-K_K6jh4zFd_JXGUBYJfAfB0cGFp726JcV1VahmB4DpG5.jpg,"Raci M. • Janvier 17
Excellent seafood - dishes fresh, well flavoured and just the right size for sharing. Non seafood options on menu best avoided as not executed as well.",Raci M. • Janvier 17,https://fr.foursquare.com/racim1431104,Raci M.
RDS Stadium,https://fr.foursquare.com/v/rds-stadium/50040cd8e4b0004dbf3e7f2c,https://fastly.4sqi.net/img/general/300x300/55586038_TN1k_1xGom-CTw332nLQ8gHh5vAuko8aWK1E4K32cBA.jpg,9.0,49,Stade,,"Anglesea Rd, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/NQWMUP3I43DRXQH1.jpg,"James W. • Avril 27, 2013
Allez Les Bleus!!!","James W. • Avril 27, 2013",https://fr.foursquare.com/jamesw6350922,James W.
Guinness Storehouse,https://fr.foursquare.com/v/guinness-storehouse/4ba92deef964a52013123ae3,https://fastly.4sqi.net/img/general/300x300/92668407_ODfh4pIhfg6nZ6u3DQDeupEpnFlCPd--1gRw1jC4HLs.jpg,9.0,50,Brasseur,€€€€,"St James's Gate, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/56995073-YSCU1BSC53FOFL31.jpg,"Antonin G. • Décembre 1, 2013
Boire une petite Guinness avec Ju :-P","Antonin G. • Décembre 1, 2013",https://fr.foursquare.com/antoning9849734,Antonin G.
Brother Hubbard North,https://fr.foursquare.com/v/brother-hubbard-north/4f633c67e4b075c711fe625d,https://fastly.4sqi.net/img/general/300x300/48266276_7QTYa-E9wB_Y8v7auyFkAU90FXRjgJUv-lNPK6QSGEw.jpg,9.0,51,Café,€€€€,"153 Capel St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Arnaud E. • Septembre 8, 2018
Café très bon. Ambiance sympa.","Arnaud E. • Septembre 8, 2018",https://fr.foursquare.com/arnaude3241738,Arnaud E.
Gate Theatre,https://fr.foursquare.com/v/gate-theatre/4ade0ef4f964a520917021e3,https://fastly.4sqi.net/img/general/300x300/7113951_bUiWf7cSbCsitEryed0C1Kfz7mC7MgBl0ZCnNZcKOyg.jpg,9.0,52,Théâtre,,"1 Cavendish Row, Parnell Sq, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/29259562-C5FOQ2DNEAEDHLOW.jpg,"Grainne R. • Mars 14, 2017
Beauty of a theatre with its elegant ceiling and chandeliers. Lovely hallways ooze history so be sure to explore before show or during interval.","Grainne R. • Mars 14, 2017",https://fr.foursquare.com/grainner5487752,Grainne R.
Juniors Deli Cafe,https://fr.foursquare.com/v/juniors-deli-cafe/4c2b5abe355cef3bdd3fcd56,https://fastly.4sqi.net/img/general/300x300/351086_qzeFGDG79gXzTaL4Vfo52W0riKHetaps5aXVKb-iP5g.jpg,9.0,53,Café,€€€€,"2 Bath Ave, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/92319726-EMUHJ5ZJQ0BOGBJQ.jpg,"Carl C. • Décembre 7, 2014
As a regular here I've never once been disappointed. The poached eggs with fish cakes are a favourite, and their Rueben is the best sandwich I've ever had.","Carl C. • Décembre 7, 2014",https://fr.foursquare.com/carlc6496537,Carl C.
Coffeeangel,https://fr.foursquare.com/v/coffeeangel/5087f96de4b02de3ef18b477,https://fastly.4sqi.net/img/general/300x300/522909340_a8RkMIfbq3e0aVCOfpZNDT4ZZKK1abDmq1MdZfqlWPo.jpg,9.0,54,Coffee Shop,€€€€,"16 Anne Street South, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/03GMU3QPNXHAPYO3.jpg,"Carl F. • Août 7, 2016
Phenomenal coffee shop with a first rate 3rd wave coffee program. If you are into fancy coffee make sure to put this on your list. Specializing in Aeropress pourover methods. Solid espresso drinks too","Carl F. • Août 7, 2016",https://fr.foursquare.com/carlf2607451,Carl F.
Bunsen,https://fr.foursquare.com/v/bunsen/56bf7a03498ea94e3c044740,https://fastly.4sqi.net/img/general/300x300/453191448_ftbQA42NEOvdGs1M8-6LlcR9RX6GFymoHT8CFpZHjsk.jpg,9.0,55,Hamburgers,€€€€,"3 South Anne St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/NL4AXEJQOHEZ4CPF.jpg,"Omar E. • Septembre 25, 2016
OH MY GOD! I love good burgers and I'd really judge a bad burger. This place is amazing, never failed me! I prefer hamburger over cheeseburger for more meaty flavour. Must go.","Omar E. • Septembre 25, 2016",https://fr.foursquare.com/elhelwo,Omar E.
Hacienda,https://fr.foursquare.com/v/hacienda/4b91aa44f964a52033ce33e3,https://fastly.4sqi.net/img/general/300x300/12739141_1B1wDDj3aYsRBIG65PbkFQbhVzGRgkZCCLLAWzIfSJQ.jpg,9.0,56,Pub,€€€€,"15 Mary St Little, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/RP2AGYECTG3XOE5L.jpg,"Emma k. • Décembre 2, 2018
A great little find in the centre of Dublin. No fuss, great pint of black and a jukebox. What’s not to love.","Emma k. • Décembre 2, 2018",https://fr.foursquare.com/emmakavanagh12,Emma k.
Peruke & Periwig,https://fr.foursquare.com/v/peruke--periwig/5300f89f498e7c18f7a2d75f,https://fastly.4sqi.net/img/general/300x300/70716282_e98mxog9LaonxRUFbio2wpPPpIK0Av3MGXkgi3mCk1s.jpg,9.0,57,Cocktail,€€€€,"31 Dawson St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/40128445_IgcfAJht_3yfgxLLL2N2A_yPjTm2ZzSTcz3_R7389SgDN7xsIrUORFOUCVLNmvIQdkyKM2X25.jpg,"Vinny L. • Avril 13, 2018
Best smoked old fashioned I’ve ever had (have tried everywhere in the world to try find a better one). Book a table upstairs for the ultimate experience, it’s gorgeous.","Vinny L. • Avril 13, 2018",https://fr.foursquare.com/vinnyl2567097,Vinny L.
Kaph,https://fr.foursquare.com/v/kaph/51d185fc498e45cf44c2f0d1,https://fastly.4sqi.net/img/general/300x300/84592181_ruKqBUPLwZGCa9djQ7FZLcT94ZCLH56BsALb5w3FjSU.jpg,9.0,58,Coffee Shop,€€€€,"31 Drury St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/279126_25FK2MjH_eShznDMsYBRQTHDepMEJSOzwZLdCdrXqXycrVf6a6guc2q-VE68_y5W0iIII_N4N.jpg,"Thibault L. • Avril 30, 2018
A serious contender for one of the best shot of espresso in the city!","Thibault L. • Avril 30, 2018",https://fr.foursquare.com/itibz,Thibault L.
Green Bench Cafe,https://fr.foursquare.com/v/green-bench-cafe/50a3447ae4b04e2d5c189f09,https://fastly.4sqi.net/img/general/300x300/17061284_cuQ7ithOtkjPKfAN-q12VvvbE7si6J_UnFbiUbbw6To.jpg,9.0,59,Café,€€€€,"18 Montague St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Caroline Y. • Janvier 30, 2019
Best sandwiches always delicious! Full of flavour and quality ingredients! Check Facebook for the daily menu","Caroline Y. • Janvier 30, 2019",https://fr.foursquare.com/caroliny1843216,Caroline Y.
Irish Film Institute (IFI),https://fr.foursquare.com/v/irish-film-institute-ifi/4ade0f4bf964a520d57121e3,https://fastly.4sqi.net/img/general/300x300/22781289_LQVQtvBC9xn8Fsbi5G6lCSHe7n9_FToq9nQSBxU-KVo.jpg,9.0,60,Films indépendants,€€€€,"6 Eustace St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ESZA13TKSR1MP0DR.jpg,"Oisín D. • Juillet 8, 2011
Good friendly service. Nice simple food. Cheese and charcuterie board is nice, especially the honey","Oisín D. • Juillet 8, 2011",https://fr.foursquare.com/oisinod,Oisín D.
Dollymount Beach,https://fr.foursquare.com/v/dollymount-beach/4c230d3013c00f47f27888de,https://fastly.4sqi.net/img/general/300x300/23830117_pC3KNgAixkcMCOb8xBNmMYyhyi1Wl9um0IhmE-cHmzw.jpg,9.0,61,Plage,,"Dollymount, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/402442627_CmjRvk6k_P_fkdRCfzO64QU_5T4vSOUWlbvzudeADFZ6lYB5TgBXp_9fcnv2qVkA3PVijknO7.jpg,"Diana F. • Mars 23, 2019
Great for a quick break from the city rush. Tip: its way better in a non-windy and sunny day ;)","Diana F. • Mars 23, 2019",https://fr.foursquare.com/diana_falkowska,Diana F.
57 The Headline,https://fr.foursquare.com/v/57-the-headline/4b253c21f964a520756e24e3,https://fastly.4sqi.net/img/general/300x300/88665659_XoXQxuz35SiQbWlNAhi1SqPKes_hL7hNi8WAAHus0aI.jpg,9.0,62,Pub,€€€€,"56-57 Lwr Clanbrassil St, Dublin 8",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1Z1YOQ35COUOZRHT.jpg,"Michael F. • Août 8, 2014
Great Irish beer and whiskey. Friendly staff. Nice relaxed atmosphere.","Michael F. • Août 8, 2014",https://fr.foursquare.com/micflan,Michael F.
The Cellar Bar,https://fr.foursquare.com/v/the-cellar-bar/4b88135af964a520e7dd31e3,https://fastly.4sqi.net/img/general/300x300/4933957_ZNzBzPEaQ8WRlrKkTab-9z9wh3gya8CI1T6X-vUZunA.jpg,9.0,63,Bar d'hôtel,€€€€,"The Merrion Hotel, Uppr Merrion St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ISSVONHOHMK2SZFX.jpg,"Troy B. • Mai 25, 2012
One of the best dinners that I've had, and I've had a few. Outstanding duck, wine list, and passion fruit soufflé.","Troy B. • Mai 25, 2012",https://fr.foursquare.com/troyb3868586,Troy B.
Grand Canal Dock,https://fr.foursquare.com/v/grand-canal-dock/4cd0b888fd42199c9ca3c46e,https://fastly.4sqi.net/img/general/300x300/11965862_tNbOF-k3jpy4onOfzksYtgb4WlezXbUf_hrj7_29rK0.jpg,9.0,64,Place,,"Grand Canal Dock, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/125388964-PHW5UJ3GWHWVBQLO.jpg,"Dónal M. • Juin 5, 2015
When the sun is out its a great place to hang out, especially on a work lunch.","Dónal M. • Juin 5, 2015",https://fr.foursquare.com/donalm7806554,Dónal M.
Kilmainham Gaol,https://fr.foursquare.com/v/kilmainham-gaol/4ade0f15f964a520117121e3,https://fastly.4sqi.net/img/general/300x300/17846370_utgmpxGgzt0eGEclAiXQeNAybz1Bo2qZEcix6gxbGSQ.jpg,9.0,65,Site historique et protégé,,"2 Inchicore Rd, Kilmainham, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Arnaud E. • Septembre 9, 2018
Visite guidée très intéressante. Penser toutefois à réserver pour éviter les mauvaises surprises !","Arnaud E. • Septembre 9, 2018",https://fr.foursquare.com/arnaude3241738,Arnaud E.
Bunsen,https://fr.foursquare.com/v/bunsen/51acdfab498ea50be7f3de5f,https://fastly.4sqi.net/img/general/300x300/913516_8b_ZGmq2lHB8_3UP6X_S6MZjTGOcBrcCaoReVYV_tmg.jpg,9.0,66,Hamburgers,€€€€,"36 Wexford St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/37399546-EWSZ30INORUI1BOZ.jpg,"Alessa M. • Novembre 15, 2015
The burger is juicy and tasty. We were served a plenty of chips and the chocolate milkshake makes your day. An excellent place to know and to enjoy.","Alessa M. • Novembre 15, 2015",https://fr.foursquare.com/alessamesquita,Alessa M.
Blackrock Park,https://fr.foursquare.com/v/blackrock-park/4b9b6e46f964a520dc0636e3,https://fastly.4sqi.net/img/general/300x300/78886359_h9OSMHe3HsJytLSP4zKKFrvoKk-9fqiQdIDtHQPhWOQ.jpg,9.0,67,Parc,,"Rock Road, Blackrock, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Nouf H. • Mai 26, 2018
Lovely park with a lake in the middle","Nouf H. • Mai 26, 2018",https://fr.foursquare.com/noufh8407408,Nouf H.
The Westbury Hotel,https://fr.foursquare.com/v/the-westbury-hotel/4af3bcbcf964a52039ef21e3,https://fastly.4sqi.net/img/general/300x300/607064_8kaJfIr0Ewx75zh40QgsHC2HvKPmvy_M4j3ZyPoCAt0.jpg,9.0,68,Hôtel,,"Balfe St, Grafton St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/DLJOSLJJ2ZND0T3M.jpg,"The Travel Magazine • Mai 26, 2014
After a heady night in Dublin, gluten free, low fat, high protein pancakes at Westbury were a superb antidote!","The Travel Magazine • Mai 26, 2014",https://fr.foursquare.com/travelmagazine,The Travel Magazine
The Fumbally,https://fr.foursquare.com/v/the-fumbally/4fda0049e4b040461ca28c55,https://fastly.4sqi.net/img/general/300x300/1360471_7TKS3RiJfBYG58y-DQF31s9F7xoJKn5tj-oTEWoC2tw.jpg,9.0,69,Café,€€€€,"Fumbally Ln, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/57783624_TI8DiQHi_qn6NksK3clJGUbze-Yz9s_T4DYs4TQY90OJpnHmczYJeXULl38ueDZRmd5Ba2p8o.jpg,"Seham . • Novembre 22, 2018
The atmosphere is great, has a unique decoration and the staff are friendly","Seham . • Novembre 22, 2018",https://fr.foursquare.com/sahom_,Seham .
Brother Hubbard South,https://fr.foursquare.com/v/brother-hubbard-south/5427dc9e498e2d89dfd40c56,https://fastly.4sqi.net/img/general/300x300/53555997_SsKByD7VgK5FHYf-WbSOgbZMCDDA06zbUNdFiXOi58w.jpg,8.9,70,Café,€€€€,"46 Harrington St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/19341398-PYLNHCNP4MVLLAFT.jpg,"Niamh B. • Octobre 26, 2015
Great brunch options and a nice place to people watch. Now doing evening meals too!","Niamh B. • Octobre 26, 2015",https://fr.foursquare.com/niamhyb,Niamh B.
East Pier Lighthouse,https://fr.foursquare.com/v/east-pier-lighthouse/4e073e558877394591e4c41b,https://fastly.4sqi.net/img/general/300x300/31548482_GOZ-cfHJXBmj_JZFAqxBlc7B3GcIXFSD_QDyPRrZC60.jpg,8.9,71,Phare,,"Dún Laoghaire Harbour, Dún Laoghaire",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/333541074_dcl6llFr_JI_Tpiis8NXTDDrcqiW3GU0SO7qDzg3hX3hqnHnw9tRaHL2sERIqkiG5D3RAevmG.jpg,"Joe P. • Juillet 31, 2017
Got to do this if you're staying in the area. A lovely walk with an old defensive lighthouse at the end. Good place for a picnic by the sea and if you're lucky, seal spotting too!","Joe P. • Juillet 31, 2017",https://fr.foursquare.com/joseph_oenix,Joe P.
Bunsen,https://fr.foursquare.com/v/bunsen/592b322eb1ec136d9fe5c89d,https://fastly.4sqi.net/img/general/300x300/87794438_zxtpolDE9Uii5s9E0NEbisirE52SEtni3FnoxpCigm4.jpg,8.9,72,Hamburgers,€€€€,"97 Ranelagh, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XEI5YTCXK2HRJSSM.jpg,"Casey L. • Janvier 10, 2019
Probably the best burger in the world and I’ve traveled around the world. I never expected to find the champion in Dublin but there you go!","Casey L. • Janvier 10, 2019",https://fr.foursquare.com/casey_lau,Casey L.
Trinity College Old Library & The Book of Kells Exhibition,https://fr.foursquare.com/v/trinity-college-old-library--the-book-of-kells-exhibition/4b890597f964a520951832e3,https://fastly.4sqi.net/img/general/300x300/40545368_18mV_andMw3UyFMFrsaNXXwWmNqfO-K4f2e0g2Kg6zM.jpg,8.9,73,Bibliothèque,,"Sean Leabharlann Choláiste na Tríonóide & Taispeántas Leabhar Cheanannais, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/539358304_Ny6VbEUl_lqkGdpaEJ3U8G_XkB2O1csSlRCHgTaUWkgRqjaxnnSzEWM-LlFLr6pOLaowoO2BH,"Drinker D. • Juin 29, 2019
★★★★½ Impressionnant!","Drinker D. • Juin 29, 2019",https://fr.foursquare.com/drinkerd3676958,Drinker D.
Press Cafe,https://fr.foursquare.com/v/press-cafe/53088d0f11d26d7e933993d2,https://fastly.4sqi.net/img/general/300x300/342586_Agjmy6NlKAqoMoZAHBMQCSo6P-YRpb5zYNDjfF0MpXw.jpg,8.9,74,Café,€€€€,"National Print Museum, Haddington Rd",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/FDXUA20SJYBRDNVL.jpg,"EDR • Octobre 30, 2016
Lovely hidden place by the print museum. Perfect for brunch, coffee and a piece of cake. The poached eggs salad is quite good, nice service and decor.","EDR • Octobre 30, 2016",https://fr.foursquare.com/edr8213342,EDR
Bunsen,https://fr.foursquare.com/v/bunsen/553928b8498e16d131fa2dc8,https://fastly.4sqi.net/img/general/300x300/11145458_bo21yD25_bQuW59Z4hi76wOcPcYdObT73C_pwg1djKw.jpg,8.9,75,Hamburgers,€€€€,"22 Essex St E, Temple Bar, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/78204023-ZKBT0WXKUUNJCGJM.jpg,"Vanessa M. • Janvier 4, 2018
Certainement le meilleur burger que j'ai mangé! Menu qui tient sur une carte de visite et prix hyper abordables. Top top je conseille!","Vanessa M. • Janvier 4, 2018",https://fr.foursquare.com/vaness3107,Vanessa M.
Dublin Zoo,https://fr.foursquare.com/v/dublin-zoo/4b3764cdf964a520d74025e3,https://fastly.4sqi.net/img/general/300x300/11102861_gBFrm14Xrb6GVDw5Vqazb0ho87qEtv2wJE3RPKJbnE8.jpg,8.9,76,Zoo,,"Phoenix Park, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5421130-5BNTJ21WBRB15GFH.jpg,"Peter d. • Février 22, 2015
Great zoo with great animals. Great for kids as well.","Peter d. • Février 22, 2015",https://fr.foursquare.com/pedur,Peter d.
USIT Travel,https://fr.foursquare.com/v/usit-travel/4c504dad8edf0f47cce60aaf,https://fastly.4sqi.net/img/general/300x300/XS1vZ6mLtARGscne-iXoPZHzuvUmWyWjHkILPRWYYYU.jpg,8.9,77,Agence de voyages,,"19-21 Aston Quay, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/36540553-IQ2KERXNWUGRPLFK.png,"USIT Travel • Septembre 4, 2012
Be sure to call in and check out our wide range of amazing programs!","USIT Travel • Septembre 4, 2012",https://fr.foursquare.com/usittravel,USIT Travel
Coffeeangel,https://fr.foursquare.com/v/coffeeangel/54e6f314498ece9b0cf871e4,https://fastly.4sqi.net/img/general/300x300/1251224_8c9DLf5O1RzZm2mxEF_yhA-ZFOSW5IyNsqsRdkWm6yk.jpg,8.9,78,Coffee Shop,€€€€,"15 Leinster Street South, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/L3N3IZHPJZPUMLVR.jpg,"Rahul R. • Septembre 9, 2018
Great quality espresso, easily compares to best in San Francisco and Seattle. Solid WiFi. Good mix of students, locals, and handful of tourists.","Rahul R. • Septembre 9, 2018",https://fr.foursquare.com/rahulbreddy,Rahul R.
The Brazen Head,https://fr.foursquare.com/v/the-brazen-head/4ade0eedf964a520747021e3,https://fastly.4sqi.net/img/general/300x300/3214071_lMp-dTtH2APCLvkrFz59Yysk88hkDF0YypT3Cs0voOM.jpg,8.9,79,Irlandais,€€€€,"20 Bridge St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/71845069-G0MVP3O4SIW5WWLT.jpg,"Benoit M. • Septembre 11, 2014
Excellent !","Benoit M. • Septembre 11, 2014",https://fr.foursquare.com/marchaisbenoit,Benoit M.
Shoe Lane Coffee,https://fr.foursquare.com/v/shoe-lane-coffee/57d8faed498ee3a731e281cf,https://fastly.4sqi.net/img/general/300x300/3718120_iIuAtGkS88wbeKXFScyfrmFHSu1AY0gS7a294tjSyQ8.jpg,8.9,80,Café,€€€€,"7 Tara Street, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Kate G. • Novembre 11, 2021
Nice, stylish atmosphere, tasty sweets. Great place to sit in for a cup of coffee or matcha latte","Kate G. • Novembre 11, 2021",https://fr.foursquare.com/kateg4635670,Kate G.
PHX Bistro,https://fr.foursquare.com/v/phx-bistro/510025fee4b0ef659f880506,https://fastly.4sqi.net/img/general/300x300/68955411_9ro3k-oM_oal9s_nK0_Iwi80TbwP9XqAAx-9JjNPaEg.jpg,8.9,81,Bistro,,"12 Ellis Quay, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/105IYZQFSX0ILX5I.jpg,"Damien R. • Octobre 11, 2013
Staff are friendly, the food is fantastic value, the drinks are amazing and even the music is good! My new favourite!","Damien R. • Octobre 11, 2013",https://fr.foursquare.com/damienr8140089,Damien R.
Lotts & Co,https://fr.foursquare.com/v/lotts--co/55a25ef6498e1d7b38465f54,https://fastly.4sqi.net/img/general/300x300/6843215_COeECzG_9TfvAs56DlXXHeU38Xqt7yocLTblY4ncvA8.jpg,8.9,82,Gastronomique,,"7 S Lotts Rd, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7105828_GAe6MgQw_vRkaav7QP1ZYMbw3o3O4Fg8QER_0EKUEzkhSLSYGbxFXqz2eln3R6FUHcI8E883N.jpg,"Tero A. • Août 7, 2016
Fresh, organic.. Go for something special here. Excellent service and also sandwiches, salads and coffee for take out..","Tero A. • Août 7, 2016",https://fr.foursquare.com/teroangeria,Tero A.
Noshington Café,https://fr.foursquare.com/v/noshington-caf%C3%A9/4c2cb9c88ef52d7ff95233ba,https://fastly.4sqi.net/img/general/300x300/82241_Az7dFiEZomNxEGNhx1olhuCu3DhhpQYKNBOQiKe_8BY.jpg,8.9,83,Café,€€€€,"186 S Circular Rd, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/13195867-WKANENYLXLBZY05G,"Jason D. • Mai 31, 2015
Good value brunch on a Sunday. Eggs Florentine was great as was the chocolate hazelnut brownie with ice cream. Definitely worth a visit","Jason D. • Mai 31, 2015",https://fr.foursquare.com/thenyquistlimit,Jason D.
The Gutter Bookshop,https://fr.foursquare.com/v/the-gutter-bookshop/4b6189def964a52057172ae3,https://fastly.4sqi.net/img/general/300x300/20932705_uqp4KFEvhSMHlhvyNUzeEHHcnmFJU4ALbWwVyHzVkNA.jpg,8.9,84,Librairie,,"Cow's Ln, Temple Bar",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CTXMSWEVZUVM3KB0.jpg,"Bridget R. • Février 7, 2010
End of the month bookclub is fantastic! Great group, well organised and smart.","Bridget R. • Février 7, 2010",https://fr.foursquare.com/bridgetr3675563,Bridget R.
The Baily Lighthouse,https://fr.foursquare.com/v/the-baily-lighthouse/4e2c45626284b96d7b8aa09f,https://fastly.4sqi.net/img/general/300x300/4545122_ByERbeisdeGdedq5HX-X5E7IZHZWOOAK3-aJlYoPGL0.jpg,8.9,85,Phare,,"Carrickbrack Rd, Howth",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12583657-GO3CR1EBYGIBOVHA.jpg,"Chris M. • Avril 8, 2013
The Lighthouse Keepers left on March 24, 1997, making Baily the last Irish lighthouse to go automatic!","Chris M. • Avril 8, 2013",https://fr.foursquare.com/chmurphy,Chris M.
The Port House Pintxo,https://fr.foursquare.com/v/the-port-house-pintxo/4af1fed4f964a52001e521e3,https://fastly.4sqi.net/img/general/300x300/1040394_sLVrsxZI3AX7Cx0b2VSBPf4Mg15K1nDEWntsDi4Inng.jpg,8.9,86,Tapas,€€€€,"12 Eustace St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/59303705-QYSUHJEEJXFRKPDD.jpg,"Hannes D. • Novembre 8, 2015
Lovely place, with best tapas in town! Make sure you order some olives and try to spare some space for the crema catalana desert ;)","Hannes D. • Novembre 8, 2015",https://fr.foursquare.com/_antihero,Hannes D.
Musashi Noodles & Sushi Bar,https://fr.foursquare.com/v/musashi-noodles--sushi-bar/4f05b6f38b81bb1b02d51f42,https://fastly.4sqi.net/img/general/300x300/41817446_WIRnlhYcirMuAdiGuNIgQkHWve8qQkKfWmjZQFOBis8.jpg,8.9,87,Sushi,€€€€,"15 Capel St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Arnaud E. • Septembre 8, 2018
Maki très bons. Gyoza et nouilles au top ! Je recommande :) !","Arnaud E. • Septembre 8, 2018",https://fr.foursquare.com/arnaude3241738,Arnaud E.
Bowe's Lounge,https://fr.foursquare.com/v/bowes-lounge/4ade0ef7f964a520987021e3,https://fastly.4sqi.net/img/general/300x300/1630406_h3zqaXT3cwt3hIl7BhVPEKUEUfwpVdDidIgObLJByRc.jpg,8.9,88,Pub,€€€€,"31 Fleet St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XQCI3JHK3QWRYLL0.jpg,"Oisin O. • Septembre 16, 2016
Centrally located and a nice craft beer selection and one of the best whiskey selections in Dublin.","Oisin O. • Septembre 16, 2016",https://fr.foursquare.com/oisino3334129,Oisin O.
