Titre,image,note,venueindex,champ,champ1,catégorie,prix,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
"Hverfisgata 19, Reykjavik",https://fastly.4sqi.net/img/general/300x300/117762_WqgKamlbjj6Mm6o7PWqJ7FQVuWLA4al66NXwLX8WxLA.jpg,8.7,43,https://fr.foursquare.com/v/%C3%BEj%C3%B3%C3%B0leikh%C3%BAsi%C3%B0/4b117325f964a520cf7c23e3,Þjóðleikhúsið,Théâtre,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/043MSXAAAB0OH3J5,"Þorgeir K. B. • Novembre 29, 2013
Englar alheimsins er mögulega skemmtilegasta leikrit sem ég hef farið á. Sorg, gleði, tilfinningar, geðveiki og hlátur eru allt þættir sem verkið inniheldur og auðvitað sígild lög Bítlana. Haxleikrit!","Þorgeir K. B. • Novembre 29, 2013",https://fr.foursquare.com/toggibla,Þorgeir K. B.
"Laugavegur 178 (Bolholt), Reykjavik",https://fastly.4sqi.net/img/general/300x300/7868922_SWrItVSaTfKu_Yi_tR97a8iUbPTaxaWRDjWZZXoLtcU.jpg,8.6,44,https://fr.foursquare.com/v/quest--hair-beer--whisky-saloon/4d84b743f9f3a1cd1b36bb64,"Quest - Hair, Beer & Whisky Saloon",Salon de coiffure,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7868922-UDMDWJRJ10V20RBP.jpg,"Quest S. • Mars 10, 2015
Carefully selected whisky and beer. Great cuts, awesome atmo. Free wi/fi, and frendly helpfull staff. For an appointment or just to hang out. Slainte!","Quest S. • Mars 10, 2015",https://fr.foursquare.com/nonniquest,Quest S.
"Hverfisgata 26 (Smiðjustígur), Reykjavik",https://fastly.4sqi.net/img/general/300x300/44726046_nK1OyMKZaVTXSOwMBNRJpZjq_AcN6oHDyNmIhSsV18w.jpg,8.6,45,https://fr.foursquare.com/v/mat-bar/588a4a4726a9530a83bce206,Mat Bar,Méditerranéenne,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/121376_oSyjuvtw_J5lqUpuiPe7tXnfRmTHZ-a3aXpyBsx-lrulfU_jjNnz8Clxg1OOnJFc_aET7-l13.jpg,"Chris B. • Novembre 16, 2022
Amazing selection of vegan and regular small plates. Great service!","Chris B. • Novembre 16, 2022",https://fr.foursquare.com/burkefest,Chris B.
"Laugavegur 120, Reykjavik",https://fastly.4sqi.net/img/general/300x300/86043317_13eFz-_eN5pv8IWXTq7RaF8INKaTkX0SsKf5xr3i-A4.jpg,8.6,46,https://fr.foursquare.com/v/centerhotel-mi%C3%B0gar%C3%B0ur/5581fd3c498ea3bdcacbe55c,CenterHotel Miðgarður,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/92405822_Iun23bCt_PEV6mBdya9_k51bD1S2KdpAYPJTpZRtfIyCplCPp8QCW0mEE8y0RsSA0AoIUI4ae.jpg,"S P. • Septembre 20, 2016
Very nicely located downtown next to the main road. Great value for money given service, comfort, breakfast and location.","S P. • Septembre 20, 2016",https://fr.foursquare.com/sp6985958,S P.
"Rauðarárstígur 27, Reykjavik",https://fastly.4sqi.net/img/general/300x300/31828550_3Gj8OoXBJ5O0pgp58srzSt_naM3ya29gPxJikU6KQ3U.jpg,8.6,47,https://fr.foursquare.com/v/rest%C3%B3/544c00e2498e7d4b1bc574de,Restó,Fruits de mer,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/IIDCSMQAZH2MLEAM.jpg,"Frances G. • Juillet 8, 2017
They do accommodate to vegans. However, they ask for a 24 hr notice. Believe me you won't regret it. 100% delicious!","Frances G. • Juillet 8, 2017",https://fr.foursquare.com/vegfestpr,Frances G.
"Hlemmur (Laugavegur 105), Reykjavik",https://fastly.4sqi.net/img/general/300x300/43013_Vz5OfbKMcHavKrAuAM8nIpsNPoF0lDSDsVo1KK7BAOU.jpg,8.6,48,https://fr.foursquare.com/v/kr%C3%B6st/599dba43a3061917e5b80695,Kröst,Bar à vins,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/509834378_YFJ-iIXE_swN7Lr62S495vptGlw64A9nlb_DID0iO9j9ku6Q0yNkvg20Y1CtuxrfFO3vD3wME.jpg,"Monika Š. • Septembre 3, 2018
Amazing place and meals in Reykjavik! I was there three times with my friends. Nice atmospehe, services and especially the meals and drinks! I really recomend this place!!!","Monika Š. • Septembre 3, 2018",https://fr.foursquare.com/monikas5375228,Monika Š.
"Ingólfsstræti 2a (Next to Sólon - Across from Næsti Bar), Reykjavik",https://fastly.4sqi.net/img/general/300x300/22452105_z30f-T1BtBn0_DDX8TuPgkkT_oqPcqF5bONOrPnhaVc.jpg,8.6,49,https://fr.foursquare.com/v/gamla-b%C3%AD%C3%B3/4b0588aef964a520e4d322e3,Gamla Bíó,Salle de concert,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2091124_IjInjMIL_bmBNYiWzW6OQYecs7iYw35nDl78LsSQRxdjpag0UFY7RRq_OuLZ6xEY3aeLQ4qom.jpg,"Stephanie • Décembre 30, 2016
One of the nicest concert halls I've been in. Head upstairs for seats or slide in on the ground floor to get close to the stage.","Stephanie • Décembre 30, 2016",https://fr.foursquare.com/strawberrywish,Stephanie
"Lækjargata 4, Reykjavik",https://fastly.4sqi.net/img/general/300x300/3983806_e6lQxwDFSL3qVVhz3eTL_WAJKKAMtvfdnVC43fNV45g.jpg,8.6,50,https://fr.foursquare.com/v/j%C3%B3mfr%C3%BAin/4c5ead5785a1e21e30c45c11,Jómfrúin,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ZNJJRRSMON5KSXDD.jpg,"Jordan K. • Mars 17, 2013
Absolutely amazing food: open-face sandwiches and daily hot food specials. They also serve Akvavit shots that locals typically enjoy with a beer.","Jordan K. • Mars 17, 2013",https://fr.foursquare.com/imnotjk,Jordan K.
"Borgartún 10-12 (Skúlatún), Reykjavik",https://fastly.4sqi.net/img/general/300x300/12177977_Og7VaMjTfY8z3ecBe-UUr9fagudABLTQ2lefAOD5ZRc.jpg,8.6,51,https://fr.foursquare.com/v/kaffit%C3%A1r/4be570f8cf200f474f2d133c,Kaffitár,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1QR33DCG2JLPWFKP.jpg,"Herwig S. • Avril 11, 2011
Best coffee in town. A bit pricy, but worth it","Herwig S. • Avril 11, 2011",https://fr.foursquare.com/herwigs5740641,Herwig S.
"Vitastígur 10, Reykjavik",https://fastly.4sqi.net/img/general/300x300/12683599_pspIndC7LR9mAxDvpQ4CBG90rnA0Xvm1WJj1w5sm3C0.jpg,8.6,52,https://fr.foursquare.com/v/reykjavik-chips/5582f4c4498eaeb409db2b4c,Reykjavik Chips,Fast-food,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"MiNuS M. • Octobre 26, 2016
De bonnes frites avec des sauces sympas...","MiNuS M. • Octobre 26, 2016",https://fr.foursquare.com/minusmaid,MiNuS M.
"Skólavörðustígur 22a, Reykjavik",https://fastly.4sqi.net/img/general/300x300/508379778_hg8DVD1uvrzuzCK9UOJLW_93tWh3HF8fEtK0g6X5trQ.jpg,8.6,53,https://fr.foursquare.com/v/caf%C3%A9-babal%C3%BA/4bd1d26e046076b0108d7271,Café Babalú,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ZVY0WDBB5INIB2EJ.jpg,"Blanche N. • Novembre 4, 2014
Awesome and super cozy place. Nice sandwiches and soup but don't order coffee if you are true coffee lover.","Blanche N. • Novembre 4, 2014",https://fr.foursquare.com/blanchen6127811,Blanche N.
"Hverfisgötu 12, Reykjavik",https://fastly.4sqi.net/img/general/300x300/2076271_jYBgtcDofpYmzbXGs_gP8wkh8kRs9iRWgYBLc0ndZec.jpg,8.6,54,https://fr.foursquare.com/v/dill-restaurant/4b8d6cd3f964a52002fb32e3,Dill Restaurant,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/460269364_FixGBmzN_vxMUVKcLom8wxLkh_Jl9nkECpkcrn-_cWq5Hh-9FKzc0rFCQo4e3tD68OIKXIlKo.jpg,"Franziska • Janvier 26, 2020
The tasting menu is fantastic. Such a nice Icelandic culinary experience!","Franziska • Janvier 26, 2020",https://fr.foursquare.com/franzisk5591753,Franziska
"Ofanleiti 14, Reykjavik",https://fastly.4sqi.net/img/general/300x300/536540702_v9SuqBKBUdK_zYKQ96V62lv2LMFYccNqwAqb-Q1w5Ms.jpg,8.5,55,https://fr.foursquare.com/v/hamborgarab%C3%BAllan/4c85364fe602b1f7d086b57a,Hamborgarabúllan,Hamburgers,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4SQNNPX1QL2PNB5Y.jpg,"Gummi J. • Août 25, 2015
Great simple burgers, get the Bernaise sauce with the fries and you are golden.","Gummi J. • Août 25, 2015",https://fr.foursquare.com/gummijoh,Gummi J.
"Tryggvagata 1 (Pósthússtræti), Reykjavik",https://fastly.4sqi.net/img/general/300x300/3804924_RnWsUl-O2w31vrzjMvG1pgMolrUqRljQm8E4BBed8k4.jpg,8.5,56,https://fr.foursquare.com/v/b%C3%A6jarins-beztu-pylsur/4b0c4d00f964a520ce3a23e3,Bæjarins Beztu Pylsur,Hot-dogs,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EZ15KSIY1DTP110I.jpg,"Jude R. • Février 4, 2014
Servi en moins d'une seconde pour le hot-dog élu meilleur au monde en 2013. Donc que dire à part parfait, rapide, atypique, délicieux, génial et c'est vrai que c'est un orgasme ce food porn.","Jude R. • Février 4, 2014",https://fr.foursquare.com/jude_rigby,Jude R.
"Lækjartorg (at Lækjargata), Reykjavik",https://fastly.4sqi.net/img/general/300x300/2658653_xSh6AEGJC7ziNPs15iB-z_HYvVjwVN9_tGl4bUAvPa4.jpg,8.5,57,https://fr.foursquare.com/v/te--kaffi/4e359c03e4cd9aba7cc67ac1,Te & Kaffi,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Jacqueline W. • Mars 3
Good variety of sweet and salty alternatives for breakfast. Good coffee and friendly stuff. good value for money.",Jacqueline W. • Mars 3,https://fr.foursquare.com/jacquelw7583132,Jacqueline W.
"Skólavörðustígur 40, Reykjavik",https://fastly.4sqi.net/img/general/300x300/92390141_HR8Jn_dqF7y3bUFzBxyZYG-bhZviwJpdeDpFnAs4z5Y.jpg,8.5,58,https://fr.foursquare.com/v/kol-restaurant/52fe85b5498ea021d12642ad,KOL restaurant,Gastronomie européenne,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/PA0HADEIJO3RZL1V.jpg,"Arnt E. • Octobre 11, 2014
Grilled Lamb is a given. Chocolate dessert is amazing","Arnt E. • Octobre 11, 2014",https://fr.foursquare.com/arnteriksen,Arnt E.
Kirkjustraeti,https://fastly.4sqi.net/img/general/300x300/463659_mMQ__ZKnxalVH1NmeIKIR_67ebTPo0JyNyTRjPR6t1U.jpg,8.5,59,https://fr.foursquare.com/v/kvosin-hotel/51b1cdfe498e4e06e826ae31,Kvosin Hotel,Complexe hôtelier,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/P5IPPXBLETKTODEI.jpg,"Stacey H. • Mai 27, 2016
Modern, cosy decor. Helpful front desk staff. Fancy Aveda shampoo/conditioner!","Stacey H. • Mai 27, 2016",https://fr.foursquare.com/staceyhanson,Stacey H.
"Þórsgata 1, Reykjavik",https://fastly.4sqi.net/img/general/300x300/101959_3fcqXZaXBWFPQViTTTE3Wnbkvx6xnt4QCwMi0ANoAoc.jpg,8.5,60,https://fr.foursquare.com/v/h%C3%B3tel-%C3%B3%C3%B0insv%C3%A9/4b0588aaf964a52035d322e3,Hótel Óðinsvé,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/141629308-1AJLNEJH2REA5TU4.jpg,"Jerry B. • Janvier 6
A nice room in a great location. They have an excellent restaurant and an extremely pleasant and helpful staff.",Jerry B. • Janvier 6,https://fr.foursquare.com/jerryb1352604,Jerry B.
"Laugarnesvegur 76a, Reykjavik",https://fastly.4sqi.net/img/general/300x300/9883573_lnFKFxhomSzIehxJ5ySHgoCQyumr0zjOlRtSjDViuOU.jpg,8.5,61,https://fr.foursquare.com/v/kaffi-laugal%C3%A6kur/57d299d7498e3a1f7e473da1,Kaffi Laugalækur,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/8838373_h0x8KRrU_7KgXH4Se0qlUZMsk0yMTQ5bOG3uZUHh6_fiwQot6Or61jP4H9cGdxsKR6fVDWdnn.jpg,"Rupert R. • Mars 9, 2018
Nice vegan pizzas, had one with cauliflower puree and cashew nuts 😋 Batch Brew was a good quality and free to refill!","Rupert R. • Mars 9, 2018",https://fr.foursquare.com/rewpart,Rupert R.
Reykjavik,https://fastly.4sqi.net/img/general/300x300/57784643_TWJo0IuN6qDuFWOVfXfTAcKccButWXPH7TMwjj6o4Mg.jpg,8.4,62,https://fr.foursquare.com/v/erik-the-red/4e3f2636d22d102e8559172d,Erik the Red,Chambre d'hôtes,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/C0WNRS1AARH3QTG1.jpg,"Gito • Mai 6, 2014
Great place, great location and lovely staff. The best place to stay in Reykjavik!","Gito • Mai 6, 2014",https://fr.foursquare.com/gito7869888,Gito
"Tryggvagata 17, Reykjavik",https://fastly.4sqi.net/img/general/300x300/463659_p6-s5BScwHsQGUkAXkuSUQ-pjL_rZ6listCsmYeSqrA.jpg,8.4,63,https://fr.foursquare.com/v/listasafn-reykjav%C3%ADkur--reykjavik-art-museum--hafnarh%C3%BAs/4b50e1e0f964a520c83627e3,Listasafn Reykjavíkur / Reykjavik Art Museum - Hafnarhús,Musée d'art,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12177977_R0QrZztM_uFfcd88H-K7OkN85lplwmCJ2WfiTdja2oijxoXoSw3SVksb0QsgQnQjpfjvxcLlA.jpg,"Tansu • Juillet 15, 2013
This is the best choice to spend a rainy day in Reykjavík, enjoy!","Tansu • Juillet 15, 2013",https://fr.foursquare.com/swetans,Tansu
"Laugavegur 20a, Reykjavik",https://fastly.4sqi.net/img/general/300x300/7398326_ckCoarq26bH-lcGvFgx0RG50NUQfUrOXAVrdJkaPSzs.jpg,8.4,64,https://fr.foursquare.com/v/lebowski-bar/4f8f2098e4b09b4d92a00414,Lebowski Bar,Bar,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/127070-AG4AOAR0VQYCGJTD.jpg,"Kristinn J. • Décembre 28, 2014
The steak burger is by fsr the best burger you can get in Reykjavík.","Kristinn J. • Décembre 28, 2014",https://fr.foursquare.com/kristinnjohnson,Kristinn J.
"Laugardal, Reykjavik",https://fastly.4sqi.net/img/general/300x300/36687015_KtdvywR2obPvEB0pVVu1HNLqtjWztK5dPfxoyUSMGy0.jpg,8.4,65,https://fr.foursquare.com/v/laugardalsv%C3%B6llur/4b0588adf964a52099d322e3,Laugardalsvöllur,Football,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10469320-ADC3GVYLZDCSU2LV,"Auðunn V. • Juin 10, 2016
Small nice stadium. Quick entrance.","Auðunn V. • Juin 10, 2016",https://fr.foursquare.com/auunnv2408803,Auðunn V.
"Austurstræti 16, Reykjavik",https://fastly.4sqi.net/img/general/300x300/14668289_y1pSBWFkp_OHj90uD7GyOA9x9kNaXD1nB5lZ0F0rfbw.jpg,8.4,66,https://fr.foursquare.com/v/ap%C3%B3tek-bar-grill/4b0588abf964a52062d322e3,Apótek Bar Grill,Bar,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/141670797_8eFrcXBe_0Q8Se7mIb7C3c-gSh--C-mR6DrWb968PYgfe9IQliZCyqsoqVHqAW8CUIMoxHF83.jpg,"Natacha D. • Novembre 16, 2017
Je vous conseille vivement le plateau de dessert!!","Natacha D. • Novembre 16, 2017",https://fr.foursquare.com/natachad9065774,Natacha D.
"Þingholtsstæti 5, Reykjavik",https://fastly.4sqi.net/img/general/300x300/440956087_HhTpe8VHOHmouf5BPWSxLBYAgpY6Y70wnFw3AWpqgHg.jpg,8.4,67,https://fr.foursquare.com/v/sushi-social/4ed40195b634dd2995b2b94b,Sushi Social,Sushi,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/BKT443SYCAEE4ILQ.jpg,"Christophe K. • Juillet 29, 2016
🇧🇷 Tout est bon ici !!!Et l'ambiance ""Braziuuuuuu"" 🇧🇷","Christophe K. • Juillet 29, 2016",https://fr.foursquare.com/kleinchristophe,Christophe K.
"Vesturgata 3, Reykjavik",https://fastly.4sqi.net/img/general/300x300/2264920_Z2JJ8DsNwzPjTjwGq_UfiOclBeqxGGOQOpj04XsXPdM.jpg,8.4,68,https://fr.foursquare.com/v/stofan-caf%C3%A9/4d18cbadbb488cfaa197b7d4,Stofan Café,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Steve R. • Octobre 4, 2016
Swiss Mocha and Chai Latte were great. Their Banana Nut Bread is amazing, too.","Steve R. • Octobre 4, 2016",https://fr.foursquare.com/stever3229640,Steve R.
"Laugavegur 66, Gullbringusýsla",https://fastly.4sqi.net/img/general/300x300/2557513_eMabPNJU-JsWHAuspm8Ns3DESu7YcaCGvbM8bLPT6X8.jpg,8.4,69,https://fr.foursquare.com/v/alda-hotel-reykjav%C3%ADk/53a0845a498e606f9bdb4854,Alda Hotel Reykjavík,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/QNHZIKG34MGDMR5H.jpg,"Yuko M. • Février 27, 2015
Friendly and helpful staff. Great location, clean and updated room! I would love to come back!","Yuko M. • Février 27, 2015",https://fr.foursquare.com/yukom2241453,Yuko M.
,https://fastly.4sqi.net/img/general/300x300/62474430_7f4UgsO8h3Q-HdJICR2nErBtVfP9_Bf46mqHzoViWoM.jpg,8.4,70,https://fr.foursquare.com/v/gl%C3%B3/545927eb498e4f9075e85d39,Gló,Restaurant végétaliens et végétariens,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/PDWUQFO5FNPQZRDU.jpg,"Rowan W. • Octobre 13, 2015
Good little healthy food franchise.. Nice salad bar and tasty breadless burgers.","Rowan W. • Octobre 13, 2015",https://fr.foursquare.com/rowanwernham,Rowan W.
"Hafnarstræti 1-3, Reykjavik",https://fastly.4sqi.net/img/general/300x300/1389725646_j6WyijTfKSL0Rcx3cVvo92e8ic9Fc-lEhh2SwbEcnLc.jpg,8.3,71,https://fr.foursquare.com/v/s%C3%A6ta-sv%C3%ADni%C3%B0/56f06b20cd10f5307c9264d7,Sæta Svínið,Gastro-pub,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2JCJWHNFEBSP4H3C.jpg,"Fulya M. • Septembre 16, 2016
The food was amazing! The service was great! Their lamb is yummmm!","Fulya M. • Septembre 16, 2016",https://fr.foursquare.com/fulyam8336059,Fulya M.
"Veltusund 3b, Reykjavik",https://fastly.4sqi.net/img/general/300x300/374339643_DmOHkCdjTWYZ3vzBoa_1wKWcAK3pg6l3DiVtWI8QIQI.jpg,8.3,72,https://fr.foursquare.com/v/mandi/4fe61653e4b00cda58ff8774,Mandi,Falafel,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/472550420_0DhfvC6T_1Cv4YA1f_ig7zAQfmTjv-5nSD0HatDTROZorw7xqevcV5lJhbPZcFK_eS4qHAIla.jpg,"Ryan B. • Mars 30, 2018
Possibly the best snack we had in Iceland! Lamb shawarma is amazing! Would go back to Iceland just for Mandi’s!","Ryan B. • Mars 30, 2018",https://fr.foursquare.com/ryanb6886816,Ryan B.
"Freyjugata 41, Reykjavik",https://fastly.4sqi.net/img/general/300x300/119954222_szQ0VpMTd_ob0w3ezL_fRyqofgedKqGfs-F-xNqSZ7g.jpg,8.3,73,https://fr.foursquare.com/v/reykjav%C3%ADk-roasters-freyjugata/5bf315112619ee002c5f4c1b,Reykjavík Roasters Freyjugata,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/119954222_tgx8ESGb_rMtjkYo7h6Lv_Q85q0-_vPUu3HLpmLA0l5ZL14j3SWC9s-sxtoCXjh_rsK6T3Vid.jpg,"Andreas • Mars 22
Great coffee ☕️",Andreas • Mars 22,https://fr.foursquare.com/andreas3466270,Andreas
"Höfðatorg (Bríetartún), Reykjavik",https://fastly.4sqi.net/img/general/300x300/82996546_DYviRCmTBLMKMrq9YJH1pxM044KCR8eKh239nEPzM_k.jpg,8.3,74,https://fr.foursquare.com/v/fosshotel-reykjavik/52fdf9a2498ea34ed24a7ab8,Fosshotel Reykjavik,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/23648359_j1Cw4gqM_VZOctRp3hPEtyuvybEeQc0RoZdWISDKKIy5RQiAuhTJy14gfwj1yyxARreLR6wek.jpg,"Ali A. • Juillet 22, 2018
Friendly reception, good sized room clean bathroom room and more important the location was perfect","Ali A. • Juillet 22, 2018",https://fr.foursquare.com/alia4838360,Ali A.
Reykjavik,https://fastly.4sqi.net/img/general/300x300/3192530__W2dT1dJ0C4IBxO5ClHKJ1Hksv1jWLVN2wROipPO_bo.jpg,8.3,75,https://fr.foursquare.com/v/brau%C3%B0--co/59b27f146f706a03860c0a88,Brauð & Co,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2508202_gWUpIMgX_uX69DCVW8FaDgOz0B-5kPx_rLzaGx27T_kD5tOnhLpZt1VIFZqylejbdSJ4bYL-t.jpg,"Lauren D. • Septembre 18, 2017
omg the cinnamon buns (which are not the same as the breakfast cinnamon croissants) are amazing and only happen after 11am.","Lauren D. • Septembre 18, 2017",https://fr.foursquare.com/laurend1524147,Lauren D.
"Laugavegur 54a, Reykjavik",https://fastly.4sqi.net/img/general/300x300/54122644_RQgyKnWOVBXK5YiDcQJlPnijW3JiIXhydoNzHKKX9Xc.jpg,8.3,76,https://fr.foursquare.com/v/svarta-kaffi%C3%B0/4c115654416620a193ebd8e4,Svarta Kaffið,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/QSDHNLS1NKXRP3F4.jpg,"Asoomii B. • Août 23, 2019
Love it, specially they have other than lamp soup options for vegans.","Asoomii B. • Août 23, 2019",https://fr.foursquare.com/asmaabr1,Asoomii B.
"Hafnarstræti 101, Reykjavik",https://fastly.4sqi.net/img/general/300x300/440956087_ztir6WrKmHTpYz_gklcceuWIHZKmQT0LoQauEFNz-rw.jpg,8.3,77,https://fr.foursquare.com/v/fjallkonan/5d07b86ac0af57002c77f159,Fjallkonan,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/27328890_Lyi46RTA_zTBUzSD8B-d8ODIKRJr7_yu2Vo5EBER4EpNOkErInQMhyF5D3LLaxitwcVdDM3Y5.jpg,"John L. • Mai 9
The Icelandic people really know how to do seafood! 👍🏻",John L. • Mai 9,https://fr.foursquare.com/johnnyallnight,John L.
"Hverfisgata, Reykjavik",https://fastly.4sqi.net/img/general/300x300/554369437_bxeIdfHyYZIlGrFHrB_jETmHUcLTfVSqFPzzuMI3Pyw.jpg,8.3,78,https://fr.foursquare.com/v/b%C3%AD%C3%B3-parad%C3%ADs/4c9e519654c8a1cd829a8c4b,Bíó Paradís,Films indépendants,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/80674_1259071843623.jpg,"Ronni Tino • Juillet 28, 2011
Great little arthouse cinema! Arrive in time to enjoy a cup of coffee in the cozy café.","Ronni Tino • Juillet 28, 2011",https://fr.foursquare.com/ronnitino,Ronni Tino
"Óðinsgata 2, Reykjavik",https://fastly.4sqi.net/img/general/300x300/428507697_dbFN8X9qUlr63Cki1SPDOGqYC-J9v7O60aqBb0y9pt4.jpg,8.3,79,https://fr.foursquare.com/v/mengi/52eda76b498e8b397908771b,Mengi,Salle de concert,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1413528-YCRNY0O1U1NJZQHA.jpg,"Debbie D. • Août 17, 2014
Saw an evening performance of music & philosophy combined into an amazing thoughtful work of art.","Debbie D. • Août 17, 2014",https://fr.foursquare.com/debbietdavies,Debbie D.
Laugalækur 6 (Hrísateigur),https://fastly.4sqi.net/img/general/300x300/9405325_q64t_8ZiGZrVh9Kv5q-hMgO5MNqWaK3prjRRaYFWxRM.jpg,8.3,80,https://fr.foursquare.com/v/fr%C3%BA-lauga/4be300a61dd22d7f796d95bd,Frú Lauga,Marché fermier,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9405325-DXB1SJVQQGNDGUBT.jpg,"Valur Thor G. • Avril 20, 2012
Get anything. It's all good.","Valur Thor G. • Avril 20, 2012",https://fr.foursquare.com/valurthor,Valur Thor G.
"Hlemmur | Fogetagardurinn, Reykjavik",https://fastly.4sqi.net/img/general/300x300/1517092_Z6uTqkhZIpzhbfFMnzgLkSHe4lzMssU-DQbwywrYO3k.jpg,8.3,81,https://fr.foursquare.com/v/dons-donuts/543548ca498ebb357331e46d,Dons Donuts,Donuts,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/60285308_9CPjXfTY__EX4yxNvLZdc2D15yOJZ2qpctcoj1PhmPWuXH0F6aKmYRF0P3I6aOTsvuh8ajfLp.jpg,"Mu-An . • Mars 14, 2016
Just like any freshly fried donuts, but TINY and delicious! ❤️","Mu-An . • Mars 14, 2016",https://fr.foursquare.com/muanchiou,Mu-An .
"Skólavörðustígur 19, Reykjavik",https://fastly.4sqi.net/img/general/300x300/3456659_XQUbz9aYvT0UVFsN3rtEIPyW_942onlvw49Hp4mbps4.jpg,8.2,82,https://fr.foursquare.com/v/handknitting-association-of-iceland/513fb64a7ab4dcffea2ce99a,Handknitting Association of Iceland,Habillement,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/48887827_XaSHXZdD_C4ibuBkIltjV9gW2DRIstJ305f2rtMP59YKVLxW7OEPrJ6TmN8m594oJrakBxkx8.jpg,"Cathrine J. • Novembre 6, 2016
So many Icelandic knitted sweaters! They are knitted in Iceland with wool from the local sheeps. It's expensive but you get 14% back in tax-free. Blankets, hats, gloves ++.The cheapest knitting place!","Cathrine J. • Novembre 6, 2016",https://fr.foursquare.com/cathrinj6686563,Cathrine J.
Skólavörðustígur,https://fastly.4sqi.net/img/general/300x300/374339643_qrj-R_CU5RPBSj8v9z5IHEY1hwFox5GDJliGtREk_rk.jpg,8.2,83,https://fr.foursquare.com/v/krua-thai-express/56b398b1498ef7789054335e,krua Thai Express,Thaïlandaise,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Caroline C. • Août 18, 2019
Super bon thaï","Caroline C. • Août 18, 2019",https://fr.foursquare.com/carolinc1731841,Caroline C.
"Pósthússtræti (Kirkjustræti), Reykjavik",https://fastly.4sqi.net/img/general/300x300/527339_46PW2irb0F4g7HAeIRSH_OEM3ravXqXlGorwbwsTfgg.jpg,8.2,84,https://fr.foursquare.com/v/austurv%C3%B6llur/4be6dae3d4f7c9b6a31d2720,Austurvöllur,Place,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EYHNBN5LN21L1PCU.png,"Maria K. • Août 8, 2015
Nice little square with benches to relax on.","Maria K. • Août 8, 2015",https://fr.foursquare.com/maria_berlin,Maria K.
