Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Ekebergparken,https://fr.foursquare.com/v/ekebergparken/51eea9e0498e3e75bf9a0395,https://fastly.4sqi.net/img/general/300x300/964360_wBlqIqoLwj4JcKp3B4414CVYrCygvMRulzFu_Jt0xdA.jpg,9.0,44,Sculpture,,"Kongsveien, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/75893108-PD10VGC42KHNJSFQ.jpg,"Elevine B. • Janvier 10, 2015
Perfect walk w art whether it's sunny or heavy fog. Tip: take the tram one stop past the Ekeberg park stop though to get the best views of the fjord, the villas and walk DOWNWARDS through the park.","Elevine B. • Janvier 10, 2015",https://fr.foursquare.com/elevineb2403721,Elevine B.
Sawan,https://fr.foursquare.com/v/sawan/4f88500ae4b047d8490efaeb,https://fastly.4sqi.net/img/general/300x300/36834995_CgD_OSHm5pBL_aakQjOkU2Ez_M07LHArkoU2QzUUvxw.jpg,9.0,45,Asiatique,$$$$,"President Harbitz' gate 4, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/FB2FFWXM5LRXZVLR.jpg,"Patricia P. • Février 27, 2017
Delicious Thai & Sushi. Try the lamb as a small dish, amazing","Patricia P. • Février 27, 2017",https://fr.foursquare.com/patricip4579405,Patricia P.
Det Norske Teatret,https://fr.foursquare.com/v/det-norske-teatret/4b0588b7f964a520ecd522e3,https://fastly.4sqi.net/img/general/300x300/60457368_E2rNX1XDymjB2Hla2KszHmB517aTfURDeJQzoyXezZ4.jpg,9.0,46,Théâtre,,"Kristian IVs gate 8, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/54340978-HCYFRMP403Z3DAY3.jpg,"Torunn Ø. • Mai 9, 2013
Kafé Løv - a nice place to have a great meal and a glass of wine. Remember to order a table!","Torunn Ø. • Mai 9, 2013",https://fr.foursquare.com/torost,Torunn Ø.
Kverneriet,https://fr.foursquare.com/v/kverneriet/553a8405498e16d13247cb68,https://fastly.4sqi.net/img/general/300x300/67073083_ZJ-b4sWGX_usHOqwNG9gIg6yJq2QC9wKnvlC-dUAPvw.jpg,9.0,47,Hamburgers,$$$$,"Kirkeveien 64 B, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Anne Marie L. • Août 17, 2015
Attentive and good service from the moment you arrive till you leave. Decent portions and delicious tasting burgers and fries. I loooved the Umame burger!","Anne Marie L. • Août 17, 2015",https://fr.foursquare.com/annemarl2576126,Anne Marie L.
Alex Sushi,https://fr.foursquare.com/v/alex-sushi/4b05c055f964a5206de222e3,https://fastly.4sqi.net/img/general/300x300/16862332_iuNuzYUWL-8IabCFfjGVYhVe3yJR4hnDx6nzy7GYi0U.jpg,9.0,48,Sushi,$$$$,"Cort Adelers gate 2 (Solligata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/34491938_9B1BNySf_Dz96jTBlrosO9mdjrXxoDWK_JWzRJJ03HoHMtfa8TV1vpCN7YLw2xqxr8KI3tzfl.jpg,"Yagiz O. • Février 19, 2015
Try the sashimi which comes with its own sauce as well, great food!","Yagiz O. • Février 19, 2015",https://fr.foursquare.com/yagizo5938619,Yagiz O.
Tilt,https://fr.foursquare.com/v/tilt/4b099b5af964a520471a23e3,https://fastly.4sqi.net/img/general/300x300/16015615_CCBnszXbcuXjIVVnAOov_WJEYr8dJ9DJRg0daA5ONt8.jpg,9.0,49,Bar,$$$$,"Badstugata 2, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/16344763-VJHEUN0KYYBNOS2S.jpg,"Steven H. • Octobre 18, 2015
Such an unusual fun and quirky place, would love some shuffleboard bars back home! Good draft beer options","Steven H. • Octobre 18, 2015",https://fr.foursquare.com/designfunction,Steven H.
Mamma Pizza,https://fr.foursquare.com/v/mamma-pizza/51321d86e4b0feed29c31d84,https://fastly.4sqi.net/img/general/300x300/3614195_jP85Z2IXg-NrHh-Xah_frq9bwBA0kQ_pfKGwTJat-OU.jpg,9.0,50,Pizza,$$$$,"Dronningens gate 22 (Karl Johans Gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/120050469-LQAZ3R22YH0H223F.jpg,"Tdd T. • Avril 2, 2015
Good pizza indeed! Friendly and sociable host. I recommend it.","Tdd T. • Avril 2, 2015",https://fr.foursquare.com/tddt7709730,Tdd T.
Focacceria,https://fr.foursquare.com/v/focacceria/4ed2538df790d0703ac2495f,https://fastly.4sqi.net/img/general/300x300/4292626_FK9RJd2gfl23ffe5gTKt3nXp6hdQ0e9YIgDfSraiI2Y.jpg,9.0,51,Italien,$$$$,"Markveien 31-33, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/48081783-ISSNRJQZ4GOL5P34.jpg,"Mads Ruben R. • Mai 20, 2015
Great lunch place with fantastic Foccacia! Pretty cheap, quick service, nice espressos.","Mads Ruben R. • Mai 20, 2015",https://fr.foursquare.com/madsrubr5043678,Mads Ruben R.
Slottsparken,https://fr.foursquare.com/v/slottsparken/4c03c44c187ec928b40cb67b,https://fastly.4sqi.net/img/general/300x300/4286910_m0oWN3VCYDb-O_OSuLAue6-ci6gquEy424RwdbpSRAE.jpg,9.0,52,Parc,,"Slottsparken, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/261779_BrvgDgIX_UtMjnCsNruNTFUcPOxkbtXZ0lZOC1e3QkFmcnw2L7wupECWclXLSC4vyeELZc4VK.jpg,"Jane • Janvier 8, 2016
Pleasant garden to walk around in, with some art.","Jane • Janvier 8, 2016",https://fr.foursquare.com/jane7733876,Jane
E.K.T. Rideskole og Husdyrpark,https://fr.foursquare.com/v/ekt-rideskole-og-husdyrpark/4b0588b8f964a52067d622e3,https://fastly.4sqi.net/img/general/300x300/9550693_O99RCndHDeD9xqlj8hUSTTQlSmjeja7Ylg782IM8xvc.jpg,8.9,53,Étable,,"Ekebergveien 99, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3ZGU3WCU4DRNP3PF.jpg,"James M. • Mai 1, 2017
Kid-friendly petting zoo with pony rides in the summer. Kids' playground and a few cafes. Great day out for families with small kids.","James M. • Mai 1, 2017",https://fr.foursquare.com/jamesm4040893,James M.
SALT,https://fr.foursquare.com/v/salt/587e006ffc73d44ef3e2193e,https://fastly.4sqi.net/img/general/300x300/1386099951_gsc8lKoeROpK2dYt_1z_jsAw3KaYXh4i5xfSNjeuwDc.jpg,8.9,54,Arts du spectacle,,"Festningsallmenningen, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/69331362_Y5zz8CIH_s3TGSBx2FO6ZSLUJX-kABzyT8DOGHYnm1jqlnyK3E4uUw5yRAnzVDl69Fagex3_k.jpg,"Michael G. • Avril 22, 2019
Super cool venue/restuarant/art space. Great. vibe.","Michael G. • Avril 22, 2019",https://fr.foursquare.com/greenbergepi,Michael G.
Stockfleths,https://fr.foursquare.com/v/stockfleths/4b4f4905f964a520d8ff26e3,https://fastly.4sqi.net/img/general/300x300/445617717_97wjlUFgkUiOdvAJYnJs2pL7-Gj2OqHQ156LiBVVYa0.jpg,8.9,55,Coffee Shop,$$$$,"Karl Johans gate 25 (inngang Lille Grensen) (Karl Johans gate 25), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1DAWSBO4WK45NW4E.jpg,"Henning S. • Décembre 29, 2015
Great coffee, tea and dark, hot chocolate","Henning S. • Décembre 29, 2015",https://fr.foursquare.com/spjelkavik,Henning S.
Colosseum Kino,https://fr.foursquare.com/v/colosseum-kino/4b0588b7f964a520f3d522e3,https://fastly.4sqi.net/img/general/300x300/13204297_ZWD6ulmCC1DgP0CGZ5g3L_3xkbcgkSA5zKeiY-hbhvc.jpg,8.9,56,Cinéma,,"Fridtjof Nansens vei 8, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/Y33PEX5SVRTBRFZA.jpg,"Anton P. • Avril 16, 2013
dulce et decorum est pro patria mori","Anton P. • Avril 16, 2013",https://fr.foursquare.com/spokojnik,Anton P.
New Anarkali,https://fr.foursquare.com/v/new-anarkali/4bc9fd67fb84c9b693171c3e,https://fastly.4sqi.net/img/general/300x300/3382811_rFY6AD7d97GTq-N9bXlcqUXxQN67bxncGHia6EbEjxg.jpg,8.9,57,Indienne,$$$$,"Thorvald Meyers gate 76 (Leirfallsgata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/175548012_wnIEqcM1_pv0ifpG2zsZzESn-aO1-xsGTed-Gk2PIGBd7wbRh3MqUs9C0Lm6aceosfhtZHCXW.jpg,"Hege S. • Juin 24, 2017
Favourite restaurant in Oslo, hands down. Great service and no fuss, just really tasty food.","Hege S. • Juin 24, 2017",https://fr.foursquare.com/heges5874485,Hege S.
Big Dipper Records,https://fr.foursquare.com/v/big-dipper-records/4b08578df964a5208a0923e3,https://fastly.4sqi.net/img/general/300x300/8612430_bRR0afV43hxte8BBzZ6fa_Hjl7O5Cyoj3HtHrA7KjPE.jpg,8.9,58,Disquaire,,"Møllergata 1, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/Y1FSJN5JD2NL3K1F.jpg,"Morten A. • Avril 17, 2015
Vast amount of newly ""minted"" vinyl records!","Morten A. • Avril 17, 2015",https://fr.foursquare.com/splitenz71,Morten A.
Seaport Restaurant,https://fr.foursquare.com/v/seaport-restaurant/59271c3ddb1d81056a35e024,https://fastly.4sqi.net/img/general/300x300/151735722_MBleebPxlUCt1TERwNiVNKGRW30ysqATkYxRxk-RUrc.jpg,8.9,59,Restaurant à thème,,Oslo,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/33980795_GepUhfSy_JJ7EjQnrNJHZS4iBaabQpJgFbw8JqN80XzDb1JBbh-fhyDoPYRze_OgeCZYGvuNQ.jpg,"E l i f • Mai 25, 2017
Tasty food, nice drinks, good ambiance... View of the restaurant is amazing, especially during sunset! Come and enjoy 👍🏼","E l i f • Mai 25, 2017",https://fr.foursquare.com/elifdemiroz,E l i f
St. Hanshaugen,https://fr.foursquare.com/v/st-hanshaugen/4b0588b4f964a52020d522e3,https://fastly.4sqi.net/img/general/300x300/551574_67dlipUAkOsB9-43o-HrDPFdLWiVln3fQJJw1eeKNPQ.jpg,8.9,60,Parc,,"St. Hanshaugen, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5VZTRD5RYNF0TQBD.jpg,"Mark M. • Mai 8, 2012
Nice view of Oslo! Don't miss it in the winter where you have beautiful sunsets in the afternoon, without the trees blocking your view!","Mark M. • Mai 8, 2012",https://fr.foursquare.com/morsieu,Mark M.
Bettola,https://fr.foursquare.com/v/bettola/50ca5b36e4b095b97079496e,https://fastly.4sqi.net/img/general/300x300/24740490_qEPj95izr_G-hPuHHqpF1PMGqL3SE4_kwjn-I4UvcVE.jpg,8.9,61,Cocktail,$$$$,"Trondheimsveien 2, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CS3GNIHBPGATILWB.jpg,"Eigil M. • Juillet 25, 2016
Nice cocktail bar with good cocktails and a enormous outside area","Eigil M. • Juillet 25, 2016",https://fr.foursquare.com/eimoe,Eigil M.
Statholdergaarden,https://fr.foursquare.com/v/statholdergaarden/4b0588b6f964a520b2d522e3,https://fastly.4sqi.net/img/general/300x300/10035995_czFwv0dRVKVSmRowQP5NTGu_uO872d60i-TgibGlA00.jpg,8.9,62,Restaurant,,"Rådhusgata 11 (Kirkegata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/69931468_N2S25ijy_aEaitHK59QOOOdo16NqHnStALImNhUjwS2RsbJB_LoFRMMxqmtjB90v6_aC5Uk-x.jpg,"Bjorn v. • Mai 4, 2014
Order what you like. It will be amazing. Great personel and ambiance.","Bjorn v. • Mai 4, 2014",https://fr.foursquare.com/bfvandort,Bjorn v.
Outland,https://fr.foursquare.com/v/outland/4c20ce26ebe52d7f2b243178,https://fastly.4sqi.net/img/general/300x300/1470382_8fl2NvoUA0D28k75ew6ac1UVZ0_nYRMMbRKiD9R5jOY.jpg,8.9,63,Librairie,,"Kirkegata 23, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EQK1DHMAH3DM3QAN.jpg,"Bonny C. • Septembre 23, 2015
Great selection of comic books, board games, Lego and pop culture merchandise!","Bonny C. • Septembre 23, 2015",https://fr.foursquare.com/almostexact,Bonny C.
Jewel of India,https://fr.foursquare.com/v/jewel-of-india/4b0830eff964a520e20523e3,https://fastly.4sqi.net/img/general/300x300/568452409_UG5xjhT27SDUfI_DPR8s5cnVL1OYj9kklE4eRwaYMLE.jpg,8.9,64,Indienne,$$$$,"Oscars gate 81 (Frognerveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3TV1CGNLOHUCGWHP.jpg,"David M. • Mai 5, 2010
Best curry in FrognerCan order off menu too","David M. • Mai 5, 2010",https://fr.foursquare.com/davidmccanny,David M.
Smia Galleri,https://fr.foursquare.com/v/smia-galleri/4be328f5f07b0f47bc3ff743,https://fastly.4sqi.net/img/general/300x300/134568088_jLXrg0C21cQiwZjb_653uDbY1OhxarfZ20xMf_Mk4Os.jpg,8.9,65,Gastro-pub,$$$$,"Opplandsgata 19, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/96019538_lIliILr2_8p8JvCZ3fwK8KOQAgyRqdaN2loUcjF-5fDYrgnvEJZOnu2taJqGKfNhMfC8ApTgR.jpg,"Suzie Z. • Mai 22
The Korean pancake with pork is absolutely delicious! Cozy place",Suzie Z. • Mai 22,https://fr.foursquare.com/suziez9171596,Suzie Z.
Bortenfor,https://fr.foursquare.com/v/bortenfor/5852fcabef787f78929f7f8a,https://fastly.4sqi.net/img/general/300x300/213672822_W5ENRjm7WpnUBX9iJ1UrXq82CWgTiVHDr33JQoAtaqw.jpg,8.9,66,Bar clandestin,$$$$,"Brenneriveien 7, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/RLJK0KWEROOCOKD0.png,"Pio R. • Mai 21, 2018
The patio is perfect in the summer!","Pio R. • Mai 21, 2018",https://fr.foursquare.com/piofinn,Pio R.
Akershus Slott,https://fr.foursquare.com/v/akershus-slott/57861227498e08c726f219f3,https://fastly.4sqi.net/img/general/300x300/9550693_RU_iIftc95OpTl2LBzmu3e7GVHA8XHkXsaJ9EYItN3Q.jpg,8.9,67,Château,,"Akershusstranda, Oslo",Enregistrer ,,,,,
Oslo Sportslager,https://fr.foursquare.com/v/oslo-sportslager/4b41cdc4f964a52008c925e3,https://fastly.4sqi.net/img/general/300x300/4822257_RPqvMn-Y4XZNzNIDyMrL819ogz8ItjRG5kwkYBsP-I8.jpg,8.9,68,Commerce de détail d'articles de sport,,"Torggata 20, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/B5WTO2XCNPCQIO0Y.jpg,"Torstein S. • Août 16, 2014
Best outdoor shop in Oslo.","Torstein S. • Août 16, 2014",https://fr.foursquare.com/torsteis5955771,Torstein S.
Sagene Torg,https://fr.foursquare.com/v/sagene-torg/4b1128b4f964a5207a7823e3,https://fastly.4sqi.net/img/general/300x300/10518121_GdRcVob6_76SMgSDmYDiS-0GyIoY_VG4Xoj02za3H9c.jpg,8.9,69,Épicerie fine,$$$$,"Grimstadgata, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/OQ33U5YEJYXDRKT0.jpg,"Hilde S. • Mai 15, 2019
Veggies and fruit are always fresh and look delicate. Good prices and a lot to choose from. The best place for veggies!","Hilde S. • Mai 15, 2019",https://fr.foursquare.com/hildes4403693,Hilde S.
Kubaparken,https://fr.foursquare.com/v/kubaparken/4bf15188564c0f47a33b6d49,https://fastly.4sqi.net/img/general/300x300/919697_4PVChFdDH25lqyI4KSwzCKEqnPRRXG_4R3xK5iDhScI.jpg,8.9,70,Parc,,"Bergverksgata, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/DJORM3510N1J4JIF.png,"Cribs Norge • Juillet 8, 2011
Spela basket med ett par vänner, det bästa är att det är helt gratis!","Cribs Norge • Juillet 8, 2011",https://fr.foursquare.com/cribsnorge,Cribs Norge
Emanuel Vigelands Mausoleum,https://fr.foursquare.com/v/emanuel-vigelands-mausoleum/4daaef1df7b145b3701ab49d,https://fastly.4sqi.net/img/general/300x300/82839140_lU5kLrElpM887ji1_1wXUihgKhlpDwsLjpV1LvrpoAI.jpg,8.9,71,Musée d'art,,"Grimelundsveien 8, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/142228-OTAVIHUMKIDNVHV2.jpg,"Marius W. • Mai 21, 2014
Grim, dark and unique: The mausoleum of the less famous Vigeland is fairly obscure even to Oslo people. Features a grand 4-wall fresco, amazing acoustics and the artist's own remains.","Marius W. • Mai 21, 2014",https://fr.foursquare.com/mariusw9392809,Marius W.
Human Mote,https://fr.foursquare.com/v/human-mote/56c70b39cd10c6fcd4d36014,https://fastly.4sqi.net/img/general/300x300/27123608_VygNfnju7CA-SSggjGL2g7oQxzeEti7Dx7t7V8hnGyU.jpg,8.9,72,Bar,$$$$,"Økernveien 9 (Tøyentorget), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7418239-FF3USFMEVNUMDBQH.jpg,"Robert K. • Septembre 24, 2016
Cozy bar with a good selection of drinks. New cocktails twice a year","Robert K. • Septembre 24, 2016",https://fr.foursquare.com/robroboslo,Robert K.
Mathallen Oslo,https://fr.foursquare.com/v/mathallen-oslo/4ebbf92ee5faf7ab65928559,https://fastly.4sqi.net/img/general/300x300/7190386_zgmHgkVs7dNX7kbuzkdEaRWa4Fyol7sg20B2dZ0FxzI.jpg,8.9,73,Espace de restauration,,"Vulkan 5 (Maridalsveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/440770057_F6ku62Jg_WkydCE7DyeRBh_svAG5xPSpMoxq2u7HHWvyB7X4xUDZekmar_wh2MJWqupuGkKmY.jpg,"Morten H. • Juillet 21, 2017
Giant market with diffrent kind of supplies. We go there every weekend. Best place in the world. You can shop there, you can eat there, you can do anything you want or need.","Morten H. • Juillet 21, 2017",https://fr.foursquare.com/mortenh5711328,Morten H.
Vinmonopolet (Thereses gate),https://fr.foursquare.com/v/vinmonopolet-thereses-gate/4b99041cf964a5200a5c35e3,https://fastly.4sqi.net/img/general/300x300/143627283_m6nx1QzXQyF5es3zm2Nvja4cpO6n9n79zqhnY_iDxeM.jpg,8.8,74,Caviste,,"Thereses gate 32-34, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1173043-WWZOU05IJDZ4CL2W.jpg,"Jan Fredrik S. • Juin 19, 2013
Nydelig, stort, åpent og flott vinmonopol med godt utvalg","Jan Fredrik S. • Juin 19, 2013",https://fr.foursquare.com/janfredrikb,Jan Fredrik S.
Dinner,https://fr.foursquare.com/v/dinner/4b894f4df964a520722a32e3,https://fastly.4sqi.net/img/general/300x300/60457368_SW5z8RVyGI5sRos-LU2NEvr8kF549Q0ZSPo6Tsvll6M.jpg,8.8,75,Chinoise,$$$$,"Stortingsgata 22 (Klingenberggata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/53218911-MDN5L4GVLHB1CRP1.jpg,"themanwiththeluggage • Juin 19, 2015
Very fancy restaurant downtown with great atmosphere. Perfect for a date! Choose one of the menus if you're with a group. Great food!","themanwiththeluggage • Juin 19, 2015",https://fr.foursquare.com/themanwi5356936,themanwiththeluggage
Hopyard,https://fr.foursquare.com/v/hopyard/55c4e7f4498e9bacc63a825b,https://fastly.4sqi.net/img/general/300x300/55249249_FRzmuEuaSG0UWMMVAx_ALibzj0jS-jA9Gue1F8gRy_s.jpg,8.8,76,Bar,$$$$,"Vulkan 5, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CS3GNIHBPGATILWB.jpg,"Eigil M. • Juillet 31, 2016
Exciting selection of some very cool bottles of beers. Knowledgeable and nice staff members","Eigil M. • Juillet 31, 2016",https://fr.foursquare.com/eimoe,Eigil M.
Mysterud Bar,https://fr.foursquare.com/v/mysterud-bar/58b05104c0c89b4f329992f6,https://fastly.4sqi.net/img/general/300x300/293721_QIWIqGixiOw7hociYpsHIuuCwn-ZV9-Yf0Ji9mHsU0k.jpg,8.8,77,Bar,$$$$,"Arendalsgata 18, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/141702581-MP4ZI45HR4NC4FER.jpg,"Kenneth I. • Juin 8, 2018
Cozy bar, with local beers, as well as a good selection of other Norwegian and international brews. Friendly and very knowledgeble staff. Go there if you're in the neighbourhood!","Kenneth I. • Juin 8, 2018",https://fr.foursquare.com/kennethi7043071,Kenneth I.
Døgnvill Burger Tjuvholmen,https://fr.foursquare.com/v/d%C3%B8gnvill-burger-tjuvholmen/5505d132498e46f783fac84f,https://fastly.4sqi.net/img/general/300x300/438205797_4X-neN-VXWWtgvPUhGqYH2P9Tkv3H6-_WS58QjHuNnw.jpg,8.8,78,Américaine,$$$$,"Lille Stranden 10 (Bolette Brygge), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3PWQPAO4ULYM3FC2,"Maria R. • Juillet 2, 2016
Awesome the burger saucy joe and very spicy one the Sterke-Niels :)","Maria R. • Juillet 2, 2016",https://fr.foursquare.com/mariar7295246,Maria R.
Arakataka,https://fr.foursquare.com/v/arakataka/4b7712bdf964a520807a2ee3,https://fastly.4sqi.net/img/general/300x300/100097220_wYs963TgwqKJiOfQneYlC-ejrSzqctoe4pLQwWirdHc.jpg,8.8,79,Scandinave,$$$$,"Mariboes gate 7 (Badstugata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/MMQPJNWQOSLRTGOX.jpg,"Jeevan Prasad • Janvier 18, 2016
Friendly and warm service. A bit pricey, but was blown away by the quality of ingredients am flavor combinations. My best meal in Oslo.","Jeevan Prasad • Janvier 18, 2016",https://fr.foursquare.com/crazeejeeves,Jeevan Prasad
Aymara,https://fr.foursquare.com/v/aymara/545907db498e66d30b4fdbc8,https://fastly.4sqi.net/img/general/300x300/225549_LSCqF6RU70GCsHrfVwjr6TRWqpeo5DmWdDzru2z-CQE.jpg,8.8,80,Sud-américaine,$$$$,"Parkveien 64 (Cort Adlers Gata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/L04EXQBSWXUTO1FD.jpg,"Carsten M. • Janvier 17, 2015
The crab ragu, the beef and the ""skrei"" are all divine!","Carsten M. • Janvier 17, 2015",https://fr.foursquare.com/carstenm5137271,Carsten M.
Tjuvholmen Sjøbad,https://fr.foursquare.com/v/tjuvholmen-sj%C3%B8bad/5389b116498e34b97aceb5f0,https://fastly.4sqi.net/img/general/300x300/82839140_Y6MDSbFfHXoiGujIPQ9wRs7DfhHopeefGnIElvEEH7c.jpg,8.8,81,Front de mer,,"Kavringen brygge 4, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/125485415-53BQMT0XG2TLXVQL,"Anya R. • Mars 22, 2019
A very good place for having a walk on a sunny day, enjoy the sea, the big white boats and street sculptures.","Anya R. • Mars 22, 2019",https://fr.foursquare.com/anyar4829062,Anya R.
Ben & Jerry's,https://fr.foursquare.com/v/ben--jerrys/4d8721fff1e56ea88ec9a98a,https://fastly.4sqi.net/img/general/300x300/15332783_bhWGYbS_MI8to9WzZyrFJrrB5dC8b8gqPYyzUdVBmi8.jpg,8.8,82,Glace,$$$$,"Karl Johans gate, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/77190263-ZO1WJPA5ZU4X4JOH.jpg,"My T. • Mars 12, 2014
Best ice cream ever! Cookie dough, fairly nuts and peanut buttercup <3","My T. • Mars 12, 2014",https://fr.foursquare.com/myt4155939,My T.
Smalhans,https://fr.foursquare.com/v/smalhans/50a54dcee4b0c015fa210c6b,https://fastly.4sqi.net/img/general/300x300/1370566904_Jzuo6a8BjVop19XUPCjUOH60qlz4U558NMRDABQsqqs.jpg,8.8,83,Restaurant,,"Waldemar Thranes gate 10 (Entrance  Ullevålsveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/23101838-D2LBZITNF15FACIF.jpg,"Al B. • Novembre 10, 2018
A small hidden gem in the Oslo neighborhood, with EXCELLENT burgers with sourdough buns. Highly recommend you make a stop here if you’re craving a more American meal.","Al B. • Novembre 10, 2018",https://fr.foursquare.com/alb1216939,Al B.
Nedre Foss gård,https://fr.foursquare.com/v/nedre-foss-g%C3%A5rd/5552449c498e387912e97ec7,https://fastly.4sqi.net/img/general/300x300/20923693_GUPalxvY459pD5xXQGdGRFxNw1oxixQQmxy2Z7WruOE.jpg,8.8,84,Scandinave,$$$$,"Nordre Gate, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/113963645-XEKSSBWVYGTYU5VA.jpg,"Y K. • Octobre 24, 2015
Very nice restaurant which has reasonable prices. Good service. Fish main dish was very good. I would come back if I ever visit Oslo again.","Y K. • Octobre 24, 2015",https://fr.foursquare.com/yunjung_k,Y K.
Oslo Camping,https://fr.foursquare.com/v/oslo-camping/57c9c6f0498ec171baf4cf44,https://fastly.4sqi.net/img/general/300x300/504579516_3ysRX6NENKHqgtSUSbcAwiEY260876WnAWH9KUkmu0Q.jpg,8.8,85,Mini golf,,"Møllergata 12, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/398226223_Q-GOxUna_GCgSA7bJ79-7fb6Pz19yNPfdK1D0AB2SJpcSx7ln26V5iwF-zxOtgOOUY0dI5FOn.jpg,"Amaury J. • Avril 21, 2017
Super cool spot in Oslo! We accidentally and walked into and loved the vibe inside. Lots of people, lots of drinks, and lots of fun.","Amaury J. • Avril 21, 2017",https://fr.foursquare.com/amauryj9949040,Amaury J.
Territoriet,https://fr.foursquare.com/v/territoriet/547a5140498e356dc652cfb7,https://fastly.4sqi.net/img/general/300x300/24740490_vUHU0w_SYVPmjmKCNDfLQGkTPTeZ18d9-6fW8pSUapQ.jpg,8.8,86,Bar à vins,$$$$,"Markveien 58, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/D52RWHPELG3WKXHQ.jpg,"Sigbjørn D. • Août 1, 2016
Good variety of gin drinks, as well as a huge selection of wines available by the glass (for wine nerds, they use coravin).","Sigbjørn D. • Août 1, 2016",https://fr.foursquare.com/sigbjod,Sigbjørn D.
Prindsen Hage,https://fr.foursquare.com/v/prindsen-hage/598dc38f0868a228a82ce75d,https://fastly.4sqi.net/img/general/300x300/55249249_v6Mm3y7o30qxlpootX0aJhGy0GEyy_tA2uHUa4jqstw.jpg,8.8,87,Café en plein air,$$$$,"Storgata 36, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/72655247_o84x22Cw_ONeperoyYdo7RzKb72o7UQbBhcVc3JFZbtHoGRWII22Nzb96vq2IeNJInVcF-ryQ.jpg,"Roma R. • Septembre 20, 2020
Great place to visit with friends. A lot of space","Roma R. • Septembre 20, 2020",https://fr.foursquare.com/rhoadsrandy,Roma R.
My Ugly Baby,https://fr.foursquare.com/v/my-ugly-baby/5a22c5d5a0215b4c62291373,https://fastly.4sqi.net/img/general/300x300/26588970_V6ZeinFvcIwaacx-oZi9AyhJpRJR8Z3v-G3YY-UihIo.jpg,8.8,88,Coffee Shop,$$$$,"Youngs gate 9, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/VF1X01SLEJP0KBSQ.jpg,"Alexandrine L. • Avril 14, 2018
J’ai cru que c’était un coffee shop vraiment centré sur le café mais ils mettent beaucoup l’accent sur les donuts aussi. Le packaging du café est beau mais pas du tout fonctionnel. Boissons correctes","Alexandrine L. • Avril 14, 2018",https://fr.foursquare.com/alexandl1255222,Alexandrine L.
