Titre,Lien_du_titre,image,note,venueindex,catégorie,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Dishoom,https://fr.foursquare.com/v/dishoom/5040721ae4b01446aa41d438,https://fastly.4sqi.net/img/general/300x300/13001_dw5TO7wdm8ChVq9Lke-j9cnMO1auy8L2L7DO03p7s5o.jpg,9.4,47,Indienne,"7 Boundary St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/137758715-B2JXIVMPNQMUG3LY.jpg,"Nymmh • Août 23, 2015
A peu près tout ce que j'ai essayé de végétarien était excellent et fin","Nymmh • Août 23, 2015",https://fr.foursquare.com/mdblast,Nymmh
British Museum,https://fr.foursquare.com/v/british-museum/4ac518d2f964a5203da720e3,https://fastly.4sqi.net/img/general/300x300/54210783_uqTxLkW2RUApfa4x8XtvX9rbDNinXo2HeylfxFaE95o.jpg,9.4,48,Musée d'histoire,"Great Russell St (btwn Montague & Bloomsbury St), Londres",Enregistrer ,,,,,
Foyles,https://fr.foursquare.com/v/foyles/4ac518edf964a520c8ac20e3,https://fastly.4sqi.net/img/general/300x300/132448720_lDHz7xXUUsc2u5a0nElLEehrsaOECDFpkmdYJ6iiVaA.jpg,9.4,49,Librairie,"107 Charing Cross Rd, Soho",Enregistrer ,,,,,
Chanel Boutique,https://fr.foursquare.com/v/chanel-boutique/4c0bdab77e3fc9283de1f582,https://fastly.4sqi.net/img/general/300x300/1382805955_KnGsWs9Em2z-smw4dOS1Rn6KDg4jYpMmcxBSwLHqw2A.jpg,9.4,50,Boutique,"159 New Bond Street, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/61991142-T0KJCSNQJEFZMT5M.jpg,"Fahad H. • Novembre 2, 2014
Brand shop with excellent collection","Fahad H. • Novembre 2, 2014",https://fr.foursquare.com/fabuazoz,Fahad H.
The Connaught,https://fr.foursquare.com/v/the-connaught/4b82c6b8f964a5203de430e3,https://fastly.4sqi.net/img/general/300x300/52623142_HyRj4WO2xYO6tceFe9ROdO1nb0u5TC1HWt4CEXbSXA0.jpg,9.4,51,Hôtel,"16 Carlos Pl, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/TXBCAIVDEJKU41C3.jpg,"Brian C. • Octobre 15, 2013
Venison was very good. Make sure to order Beet Salad as a starter.","Brian C. • Octobre 15, 2013",https://fr.foursquare.com/brianc2216614,Brian C.
Elizabeth Tower (Big Ben),https://fr.foursquare.com/v/elizabeth-tower-big-ben/4ac518cef964a520f6a520e3,https://fastly.4sqi.net/img/general/300x300/49639246_mz3vob8LVgkW36WrsQoyUI_maZrUrkngph37sIjw_eU.jpg,9.4,52,Monument,"Parliament Sq (Bridge St), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/70964946-U5O5T0XJQWMNOM20.jpg,"Patrick B. • Février 16, 2014
Fascinant dans le paysage Londonien","Patrick B. • Février 16, 2014",https://fr.foursquare.com/pbalcaen,Patrick B.
The King's Arms,https://fr.foursquare.com/v/the-kings-arms/52b47ed2498e43984ea0c7de,https://fastly.4sqi.net/img/general/300x300/21805327_wtKVA58GaMIsfHrPI1NzkLfN1Q_wxM0Kizmqo3O6SPI.jpg,9.4,53,Pub,"11a Buckfast St, Bethnal Green",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Ashley W. • Juillet 25, 2019
The beer. The staff. The location. One of the best in London.","Ashley W. • Juillet 25, 2019",https://fr.foursquare.com/ashleyw1390825,Ashley W.
The London Edition,https://fr.foursquare.com/v/the-london-edition/520a4ce111d2db2a40ba32ca,https://fastly.4sqi.net/img/general/300x300/2824786_a4ZzFQJQDJDlVbTAYLvo5p_FyVnoXFnUmhZe45vadK8.jpg,9.4,54,Hôtel,"10 Berners St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/94245200_DWpJiIo9_4iWZALFfj71P8Umbq8mfcGFxNzwsNZ-mvU42yj1ql1RF-JXOkE8Z7l4H5_gzYze4,"Chris K. • Juillet 17, 2017
The atmosphere was perfect, very elegant decoration. You should definitely try cocktails!","Chris K. • Juillet 17, 2017",https://fr.foursquare.com/chrisk4779871,Chris K.
Lyceum Theatre,https://fr.foursquare.com/v/lyceum-theatre/4bad083df964a52078263be3,https://fastly.4sqi.net/img/general/300x300/15612825_MUQO6tv4Y4MokHOeq6oPO_ztQEmhnOWmDlexk0tdgoo.jpg,9.4,55,Théâtre,"21 Wellington St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"H R. • Décembre 29, 2014
Great experience for families, though price is extortionate.","H R. • Décembre 29, 2014",https://fr.foursquare.com/harnarday,H R.
National Theatre,https://fr.foursquare.com/v/national-theatre/4ac7a2caf964a520adb820e3,https://fastly.4sqi.net/img/general/300x300/140603262_FKB545zLdLSiG276MPM-ZDmFvdNbTdxSUkE0b1dzAh8.jpg,9.4,56,Théâtre,"Upper Ground, Londres",Enregistrer ,,,,,
Regent's Canal,https://fr.foursquare.com/v/regents-canal/55954c8f498e5f6dca3e8506,https://fastly.4sqi.net/img/general/300x300/58018639_OtCXE9gJnoq39fx55L3MjnotnmismhZqVIdPu4XmVxE.jpg,9.4,57,Canal,"Danbury St (Graham St), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7093021_tbQ4PrDW_7q2cI3ubguG92NHrtOn-K7nhgFAxirWQxHGF6cNAwveBcjajxQEIatdVvcocy1mS.jpg,"Kaitlin • Juillet 6, 2019
Lovely place to walk. Nice and cool, and it’s fun to see the different houseboats.","Kaitlin • Juillet 6, 2019",https://fr.foursquare.com/kaitlin7725186,Kaitlin
Ronnie Scott's Jazz Club,https://fr.foursquare.com/v/ronnie-scotts-jazz-club/4ac518b9f964a520baa120e3,https://fastly.4sqi.net/img/general/300x300/14144077_0vBfphNcloFGRd1SeIe0hHlQgV4qk3bAKMs1V9rZwvA.jpg,9.4,58,Club de jazz,"47 Frith St (Old Compton St), Londres",Enregistrer ,,,,,
Hatchards,https://fr.foursquare.com/v/hatchards/519392dcd32cd6c53468208e,https://fastly.4sqi.net/img/general/300x300/1762105_I4a-U0tlG3p6GjR-g_k3P9CDl-v5VJ-TqFHy4iSWttY.jpg,9.4,59,Librairie,"187 Piccadilly, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Daniella L. • Août 12, 2011
Fantastic, helpful staff! Loved the history section on the first floor. Highly recommended.","Daniella L. • Août 12, 2011",https://fr.foursquare.com/danielll1087784,Daniella L.
Dior,https://fr.foursquare.com/v/dior/4d14af7785fc6dcbdfd3994e,https://fastly.4sqi.net/img/general/300x300/11848520_JGVfnCBZTElJFAX4C8q9qd_GBBnsV1pPr7rOD1cu4P8.jpg,9.3,60,Habillement,"160-162 New Bond Street, Mayfair, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Aaric B. • Juillet 8, 2021
Luxurious Bags, Clothing, Accessories and many more. Amazing collections. Always have trendy and classy selections. Worth the money products. All products are premium and high quality. Spacious store.","Aaric B. • Juillet 8, 2021",https://fr.foursquare.com/aaricb7498235,Aaric B.
The Merchant House,https://fr.foursquare.com/v/the-merchant-house/53b15736498e1cdd0eb1d95b,https://fastly.4sqi.net/img/general/300x300/9110466_qROm6M9_dzRIh9BxZp-tiWkG4JubPwqsBEwoSjqc4Xo.jpg,9.3,61,Cocktail,"13 Well Ct (Bow Ln), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Arezo B. • Février 1, 2017
Great atmosphere with excellent service! The drinks were really good. Will definitely go back.","Arezo B. • Février 1, 2017",https://fr.foursquare.com/arezob6614799,Arezo B.
Parkland Walk (Crouch End to Highgate section),https://fr.foursquare.com/v/parkland-walk-crouch-end-to-highgate-section/4d99f49797d06ea82198550b,https://fastly.4sqi.net/img/general/300x300/3396077_FuTfh2AwBk1cVuJBfb9mQoC6MXwDGFfaj7IabZhu3QU.jpg,9.3,62,Chemin,"Parkland Walk, Greater London",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/K1C3NBGZOMJULVY4.png,"C 4. • Juillet 8, 2013
Une tres jolie promenade en pleine nature... inattendu","C 4. • Juillet 8, 2013",https://fr.foursquare.com/c49044297,C 4.
clueQuest - The Live Escape Game,https://fr.foursquare.com/v/cluequest--the-live-escape-game/5545ef03498e4078cb0a0a8a,https://fastly.4sqi.net/img/general/300x300/56306_I9kAvpRP7o9BH0Hm_aEsjixejPrSsfOjIRjWzMD85xE.jpg,9.3,63,Escape game,"169-171 Caledonian Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/RVKYNPWLCXVOS2BW.jpg,"Jah R. • Juillet 10, 2017
A great experience. The room was challenging but immersive and great fun for a group.","Jah R. • Juillet 10, 2017",https://fr.foursquare.com/jahr8589034,Jah R.
The Chesham Arms,https://fr.foursquare.com/v/the-chesham-arms/55953999498e3c823cc91116,https://fastly.4sqi.net/img/general/300x300/56481_rlpnpYfodlFK6ffwfqLjXX3ysiL3o38zlWwXfY-Djck.jpg,9.3,64,Pub,"15 Mehetabel Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6794204-MYEMPP2WVZYCXXFM,"T K. • Août 2, 2015
Really lovely, just reopened pub. Lovely staff and quiet and spacious garden","T K. • Août 2, 2015",https://fr.foursquare.com/iamk12m,T K.
The Berkeley,https://fr.foursquare.com/v/the-berkeley/4bc82484af07a593b366802d,https://fastly.4sqi.net/img/general/300x300/1403518751_pbmoawFjcF0RsqvNdjhFdSc7k4UCz1-yOQb3_RMJTp8.jpg,9.3,65,Hôtel,"Wilton Pl, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/400097697_04TfASBd_LmxUVNu1sDIZ5986wdfYmvHnyCaJTiOTUshpQNxLjxgtkXXNQLgEkjOw67GWeR27.jpg,"Permanently Deactivated. • Décembre 17, 2018
Such an elegant looking hotel with very sweet staff! Excellent services too 👌🏽","Permanently Deactivated. • Décembre 17, 2018",https://fr.foursquare.com/permanen4354330,Permanently Deactivated.
Crate Brewery,https://fr.foursquare.com/v/crate-brewery/4ff037c2e4b05cede06dcba8,https://fastly.4sqi.net/img/general/300x300/7617_7bwShjZ_1RqlaxuVWS1CUVy4Z7bhvN0mBBOrKMfLLzI.jpg,9.3,66,Brasseur,"Unit 7, White Building (Queens Yard), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/84442637-XHPD4A0HJG2Y2XQJ.jpg,"Sam L. • Décembre 3, 2014
Lots of nice craft beers. Great in the summer when you can sit outside by the canal.","Sam L. • Décembre 3, 2014",https://fr.foursquare.com/samlester,Sam L.
Scarfes Bar,https://fr.foursquare.com/v/scarfes-bar/5261511311d2d7cfe4189803,https://fastly.4sqi.net/img/general/300x300/1343032_zbr4sipe7UAHtorOn6usQN7KUMCUgiu4k1xcfjbcSZA.jpg,9.3,67,Bar d'hôtel,"252 High Holborn, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/57742486_fKQMHSG-_X8JqxzJqG1japtynCo_hfGpbpFWtNQyQkgAKWJCQbKfTe8QXdA-yS9vcvNQw5GTO.jpg,"Evina D. • Octobre 19, 2018
Lush interiors, sophisticated atmosphere, loved it! Cocktails are expensive, no doubt about that, but they are fabulous! If you like sweet cocktails, try 50/50. A surprise!","Evina D. • Octobre 19, 2018",https://fr.foursquare.com/evinad3577279,Evina D.
Richmond Riverside,https://fr.foursquare.com/v/richmond-riverside/4b717344f964a52043472de3,https://fastly.4sqi.net/img/general/300x300/22654563_PXNaDtRontiITSL-87aN1vgWynaLOql8W3fBqV4reCE.jpg,9.3,68,Front de mer,"Whittaker Ave, Richmond",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/V22KVG5DKLF1SFQJ.jpg,"Tarsh • Juin 4, 2013
It's beautiful here. Quiet and scenic. Great for people watching or simply reading book. If you don't have garden, great alternative.","Tarsh • Juin 4, 2013",https://fr.foursquare.com/supergal007,Tarsh
East Dulwich Picturehouse,https://fr.foursquare.com/v/east-dulwich-picturehouse/5533aaad498e1648d9f81943,https://fastly.4sqi.net/img/general/300x300/30633333_qOkFlmlLpc5a0tC-EoFNCwzKeP7OYcOhPc5bg1hd6i8.jpg,9.3,69,Films indépendants,"116A Lordship Ln, East Dulwich",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/HZBZVO4KYOVRIYCV.jpg,"Nin L. • Mai 17, 2016
Invitingly welcoming & intimate local cinema - well stocked bar with a respectable gin selection. Wifi available.","Nin L. • Mai 17, 2016",https://fr.foursquare.com/miss_leader,Nin L.
Rough Trade East,https://fr.foursquare.com/v/rough-trade-east/4acde617f964a52077cd20e3,https://fastly.4sqi.net/img/general/300x300/55023337_5gAFaTMx6vW8nVekz83dQ2rvuOre9ENx0ZcGZZsGmYo.jpg,9.3,70,Disquaire,"91 Brick Ln, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12810786-10HX43S1EC4A0ELT.jpg,"Dimic • Mai 8, 2019
Phonica 🤷‍♂️","Dimic • Mai 8, 2019",https://fr.foursquare.com/dimic,Dimic
Maltby Street Market,https://fr.foursquare.com/v/maltby-street-market/4d4d51dea7f86ea8f43b35de,https://fastly.4sqi.net/img/general/300x300/12334962_PlquGQx_XMkQIlpsslIPvHN_d_P235GISS-2DMPzhTw.jpg,9.3,71,Rassemblement de Street Food,"Rope Walk (Maltby St), Londres",Enregistrer ,,,,,
Hampton Court Palace Gardens,https://fr.foursquare.com/v/hampton-court-palace-gardens/4bcb300d68f976b0c0816083,https://fastly.4sqi.net/img/general/300x300/58222211_1vP-Qr_yRwdsQMzBhvS4vl-6CvJx-EsjPzZqq6xUDbU.jpg,9.3,72,Jardin,"Hampton Court Rd, Hampton",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/TVXV4VQILYGXJQY3.jpg,"Mike T. • Avril 6, 2015
Nice coffee victoria sponge and lemon drizzle cake, perfect place for noshup and high blood sugar.","Mike T. • Avril 6, 2015",https://fr.foursquare.com/miket3609001,Mike T.
LPM Restaurant & Bar,https://fr.foursquare.com/v/lpm-restaurant--bar/4b0b0094f964a520622b23e3,https://fastly.4sqi.net/img/general/300x300/59489171_395MMNH2Z-WRRJg_mup2cNP3ngsWl2Fg_C7HFa9vY-Q.jpg,9.3,73,Française,"53-54 Brook's Mews, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/15912635_FMXMAEcR_M0p_ujZSfajcBYGiSUnUmKc7uaB3GClfhuB6fkITFMgOdj5wv62X9vwpqCXlGn2O.jpg,"Faisal A. • Décembre 3, 2017
bon appétit","Faisal A. • Décembre 3, 2017",https://fr.foursquare.com/fa_alammar,Faisal A.
Kyoto Garden,https://fr.foursquare.com/v/kyoto-garden/4bd46b546f6495212c426dec,https://fastly.4sqi.net/img/general/300x300/165210745_CyUxgZ97SYEO8Yem8Hz92YVopHUAcw_SCtc_1t1hXus.jpg,9.3,74,Jardin,"Holland Park, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/131124876_rCJPJmu9_PgGpDGdj_y4oePyVNgzW3tYpqYBhz2_2Qpd3iOhPFFkqvopMsHw2EWWetYRIGCkn.jpg,"Maina K. • Juin 2, 2019
Beautiful landscaping with small fish Ducks pond and wandering peacocks!","Maina K. • Juin 2, 2019",https://fr.foursquare.com/mainak4546589,Maina K.
Brockwell Park,https://fr.foursquare.com/v/brockwell-park/4aec080af964a5203ec521e3,https://fastly.4sqi.net/img/general/300x300/566205_tPPIZ3dHbYPT48LU3Vh12Xx4YApJD7di8fdt9asA3Dc.jpg,9.3,75,Parc,"Dulwich Rd (Norwood Rd), Herne Hill",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/BM0WZSLENS2BEZDL.jpg,"Fred P. • Juin 13, 2014
Blue skies, grassy fields, lie down, enjoy! Next to Rose garden there is a plant nursery run by volunteers. Buy some plants/herbs etc for your house/garden!","Fred P. • Juin 13, 2014",https://fr.foursquare.com/freddypersson1,Fred P.
Arôme Bakery,https://fr.foursquare.com/v/ar%C3%B4me-bakery/62f520696031003ecdfcfa42,https://fastly.4sqi.net/img/general/300x300/1396461278_w4-BI7MIj_tRrqjXblLj76sn5_dvpCGJvqnUdBEBcyY.jpg,9.3,76,Boulangerie,"27 Duke St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/72514515_AdDioreO_MmGUk4M47N8IgMJBoHbkhUEvLwuyGiNKBVqtrVuJQ_hxR69YN9Ot29j12XaYihH2.jpg,"Mada • Janvier 29
Pastries are on a different level. Top quality ingredients. The pastry crust cracks so nicely and was stuffed with banana chocolate. The tart was superb as well.",Mada • Janvier 29,https://fr.foursquare.com/mada1726508,Mada
Oddono's Gelati,https://fr.foursquare.com/v/oddonos-gelati/516a9874498e8d42b31c16ff,https://fastly.4sqi.net/img/general/300x300/4148859_s1_VhmYLnpfiJnkrqfy532zTlEWqE5DDTmvV4VhMWQU.jpg,9.3,77,Glace,"147 Lordship Ln, East Dulwich",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/82193128-H5ZAMMVOA0NUSO3K.jpg,"Jade A. • Octobre 15, 2016
Great vegan options - mango and strawberry sorbets are so smooth. Coconut and banana are creamy and decadent.","Jade A. • Octobre 15, 2016",https://fr.foursquare.com/jadea3057579,Jade A.
Claridge's,https://fr.foursquare.com/v/claridges/4ac518b4f964a5206ba020e3,https://fastly.4sqi.net/img/general/300x300/409975_xIE8it3ZFbKsLgZCCg4aHMUvu8Sc6TvSa0wca_LlUNQ.jpg,9.3,78,Hôtel,"49 Brook St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10260759_h0siMvZT_v-Unervn64Gb67p1EGSzI9OXHFSMpgvN5xW477NS_rFj4Fqz8HOv7RfcyPSj1QAa.jpg,"Pascal G. • Mars 18, 2016
La grande classe à tous les niveaux. Le meilleur hotel de Londres","Pascal G. • Mars 18, 2016",https://fr.foursquare.com/pguign,Pascal G.
The Wellesley Knightsbridge,https://fr.foursquare.com/v/the-wellesley-knightsbridge/50efd41ae4b0d03df709601d,https://fastly.4sqi.net/img/general/300x300/136079438_qP20m_kuXNIWnNeSAC-viIUXBO4XExCCpkLlRPsHUpM.jpg,9.3,79,Hôtel,"11 Knightsbridge, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XE43J4P50CTF0WLN.jpg,"Patrick F. • Février 23, 2016
Live piano for afternoon tea and dinner with jazz are a must 👌🏼🌟","Patrick F. • Février 23, 2016",https://fr.foursquare.com/patrickdjp,Patrick F.
Zeret Kitchen,https://fr.foursquare.com/v/zeret-kitchen/4b64917af964a52075be2ae3,https://fastly.4sqi.net/img/general/300x300/22006188__acE8X_SXYrY6MXSL4t3Ub9sNJmN0ehad_MZ_4lJidw.jpg,9.3,80,Éthiopienne,"216-218 Camberwell Rd, Camberwell",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/141937071-INTBFLE5R2VN0G0C.jpg,"K • Décembre 29, 2015
Delicious! Best to share the big platter with friends","K • Décembre 29, 2015",https://fr.foursquare.com/k2678928,K
The Nightjar,https://fr.foursquare.com/v/the-nightjar/4c9a25e613de95212f13d653,https://fastly.4sqi.net/img/general/300x300/85198323_X1EJfPAw_Wu1c1aRSesCzCzg26sXjEYULW4KwIC7UYM.jpg,9.3,81,Cocktail,"129 City Rd, Londres",Enregistrer ,,,,,
END. London,https://fr.foursquare.com/v/end-london/5bbb8005f2554e002c43a054,https://fastly.4sqi.net/img/general/300x300/84624962__8BDnKIDsI5jNFZKvQPW52SOCK2fgvhH01LJziuGOf0.jpg,9.3,82,Habillement,"59 Broadwick St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/52109645_mpZQI1wz_r7CAxRslXOraob_6Ek8WlC6avqHUsTQjVHnLdbbQV1AgkPyjbLtSFTlrmSJ_duXD.jpg,"R • Octobre 25, 2019
I love this place, the store is phenomenal and very high end. I also love the bearbricks they have placed in the top floor.","R • Octobre 25, 2019",https://fr.foursquare.com/reemrakad,R
Royal Opera House,https://fr.foursquare.com/v/royal-opera-house/4ac518e8f964a5207fab20e3,https://fastly.4sqi.net/img/general/300x300/2145735_aDzmRuZNThvxOC9i9icz_OHIQ5cma72AcmVb5DQS7vs.jpg,9.3,83,Opéra,"Bow St (Floral St), Londres",Enregistrer ,,,,,
Green Park,https://fr.foursquare.com/v/green-park/4b96b2bbf964a520c2de34e3,https://fastly.4sqi.net/img/general/300x300/88401714_Qx2pIkJBtITC_KFVse-WjgRln0943daF7Hus6MNZGRE.jpg,9.3,84,Parc,"Piccadilly (Constitution Hill), Londres",Enregistrer ,,,,,
Udderlicious,https://fr.foursquare.com/v/udderlicious/5741ea2a498e3889a3b1aa78,https://fastly.4sqi.net/img/general/300x300/13868508_br8Sdv6dQzvSjlaF0aWj_HrJeLnsoCyyqp8S689NKAc.jpg,9.3,85,Glace,"24 Earlham St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"JT A. • Juillet 5, 2017
I typically go for chocolate or hazelnut ice cream but the strawberry basil here is a must! Very colorful and charming shop featuring a porch swing to sit on and enjoy well made ice cream.","JT A. • Juillet 5, 2017",https://fr.foursquare.com/jta6184577,JT A.
Dishoom,https://fr.foursquare.com/v/dishoom/55a7b3a9498e07b375ea307d,https://fastly.4sqi.net/img/general/300x300/62018700_y1kow3LUjyU4qz7zmIsEawnQaZuusZT5Uu51XDqzx4Y.jpg,9.3,86,Indienne,"22 Kingly St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/15765975_yc2tA0Wj_RPyeJRnoCApoIiM1c0-yiliGA6zuOSIeGBFTDbIazaeRAt4kCaSBYTHg25F14OLa.jpg,"Karo • Mars 12, 2018
très bonne ambiance, cocktails très bon et un service au top avec de bon conseil","Karo • Mars 12, 2018",https://fr.foursquare.com/karo1125768,Karo
Four Seasons Hotel,https://fr.foursquare.com/v/four-seasons-hotel/4c052f5a73a8c9b6f21197e0,https://fastly.4sqi.net/img/general/300x300/67373596_0m25-4eW-_REONUXVvvlfdRiq87kerVXmkUYjUXn84I.jpg,9.3,87,Hôtel,"Hamilton Pl (Park Ln), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/89629008-0M2MBOBAKW5IVLED.jpg,"🕊 Fondation I. • Août 3, 2014
Excellent hôtel.","🕊 Fondation I. • Août 3, 2014",https://fr.foursquare.com/intelligencetv,🕊 Fondation I.
Ralph Lauren,https://fr.foursquare.com/v/ralph-lauren/4ac518ecf964a52068ac20e3,https://fastly.4sqi.net/img/general/300x300/1390326131_xf3uOCOiYVP28EPyjaZ8mqybwDe1P2mr2_BIVYleuUM.jpg,9.3,88,Habillement,"1 New Bond St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/41085444-AO4S0KU25JF45QLW.jpg,"Nilufer M. • Juin 1, 2013
Best furniture! Beautiful store","Nilufer M. • Juin 1, 2013",https://fr.foursquare.com/niluferm6818541,Nilufer M.
Alexandra Park,https://fr.foursquare.com/v/alexandra-park/4be3d10d63609c74fdf41bff,https://fastly.4sqi.net/img/general/300x300/53425043_9mxDfFg28VkknX5ws0v1zb-wSnMo3N9n2StJzwRc1G4.jpg,9.3,89,Parc,"Alexandra Palace Way, Muswell Hill",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/491935530_FmMsyoBT_BUz-BhWURstAjNrDRJAuVFB5dOPiInBwfo0dyKRNOTDT-qSVJR3FcdvFrq-AuHl9.jpg,"Gary H. • Avril 28, 2018
Great place to walk, drink, picnic or whatever you choose. Some of the best views in London. Farmers market on Sunday is great fun.","Gary H. • Avril 28, 2018",https://fr.foursquare.com/garyh1948052,Gary H.
Davy's Wine Shop,https://fr.foursquare.com/v/davys-wine-shop/540482ad498ea3425972da1f,https://fastly.4sqi.net/img/general/300x300/8515649_NeDoP1v5v2aqOZ5VtOfJVjg6HbiMCPg3-CSI4Y7nDFE.jpg,9.3,90,Caviste,"171 Greenwich High Rd, Londres",Enregistrer ,,,,,
M&S Simply Food,https://fr.foursquare.com/v/ms-simply-food/4bc5a1644a9aa593daab067b,https://fastly.4sqi.net/img/general/300x300/8343482_J5-_KZP5mK7FyldoHfMMMpr28EgZaIRagkNsX3Gpn4Q.jpg,9.3,91,Épicerie,"More London Riverside (6 Tooley St), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/83240481_oYJpIbPb_lzXf8Nim_UvZW-GSE-SqzXWzD3vP7VRtUY_K8jGb9ykk28tuyn5EYmhWBldriTs2.jpg,"Kopernikus • Octobre 4, 2021
Fresh and tasty products!","Kopernikus • Octobre 4, 2021",https://fr.foursquare.com/kopernik6829885,Kopernikus
InterContinental London Park Lane,https://fr.foursquare.com/v/intercontinental-london-park-lane/4ac518b5f964a5208ba020e3,https://fastly.4sqi.net/img/general/300x300/436361842_6X_27exjy5jNMzbmiKcqZoaMumfOEd8F3QtgOFXrUPQ.jpg,9.3,92,Hôtel,"1 Hamilton Pl (Park Ln), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CIRLWYV0WYCXZCEJ.jpg,"Adam Q. • Avril 1, 2013
Stunning interior and always helpful staff! Thoroughly impressive and thoroughly enjoyable!","Adam Q. • Avril 1, 2013",https://fr.foursquare.com/aqross,Adam Q.
Roundhouse,https://fr.foursquare.com/v/roundhouse/4ac518e9f964a520daab20e3,https://fastly.4sqi.net/img/general/300x300/4430348_YOPSKgbbAXLIoMTuGFo59IM9K_6B3IIPKGn5QrBsIxI.jpg,9.3,93,Salle de concert,"Chalk Farm Rd, Londres",Enregistrer ,,,,,
Rosewood London,https://fr.foursquare.com/v/rosewood-london/52628efb11d2aab0a9e71f3f,https://fastly.4sqi.net/img/general/300x300/130575820_ZUrui6-RuxAHkZvi0Rts--gb_3aVi_YtqLrs5C147BU.jpg,9.3,94,Hôtel,"252 High Holborn, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/MXDMLUWVBNQFOLBP.jpg,"@MalcolmLouth • Mai 21, 2015
You have to love this place - the whole experience is amazing (especially the lemon macaroons!)","@MalcolmLouth • Mai 21, 2015",https://fr.foursquare.com/malcolmlouth,@MalcolmLouth
Al Boccon Di’vino,https://fr.foursquare.com/v/al-boccon-divino/4b71c26df964a520cd5a2de3,https://fastly.4sqi.net/img/general/300x300/41068067_bmbB3xTE_x-xgGkRnZZjTGcq0hIgBB692kNQ9Ohoy4E.jpg,9.3,95,Italien,"14 Red Lion St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/A3KYOIF4G4D5C4FZ.jpg,"Odo • Juillet 18, 2014
Great Italian cuisine in London. No menu, amazing family feast style so you will eat about 10 small dishes so be prepared to spend about 4 hours there. Full review...","Odo • Juillet 18, 2014",https://fr.foursquare.com/aboutnothingldn,Odo
Newcomer Wines,https://fr.foursquare.com/v/newcomer-wines/57e68c65498e88140c8ffff1,https://fastly.4sqi.net/img/general/300x300/17982820_9qxucHIF13atUkSaOBCQhhkPzfZONU4npN82Kso6z7Y.jpg,9.3,96,Restauration,"5 Dalston Lane, Greater London",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/47103484_UAzVxM6T_errNcyBvfRLjMfWrPnSD0X1lphSmmx65OxlqtScC12uYxU04eg1BYCmGh4PsLOc7.jpg,"Brooke L. • Janvier 27, 2017
All Austrian wines by bottle or glass. Lovely setting, good staff. My £6.50 glass of ""typical"" dry was fantastic.","Brooke L. • Janvier 27, 2017",https://fr.foursquare.com/teaandwords,Brooke L.
