Titre,Avis,Type,Price
1065. O Fernando,218 avis,Portugaise,€
1066. Mama Restaurant Lisboa,115 avis,"Française, Européenne",€€-€€€
1067. Sabores de Goa,121 avis,Indienne,€€-€€€
1068. Vestigius,512 avis,"Bar, Fruits de mer et poisson",€€-€€€
1069. A Travessa do Rio.,98 avis,"Européenne, Portugaise",€€-€€€
1070. Mojito Compay Tasca Cubana,139 avis,"Pub, Cubaine",€€-€€€
1071. Lama Lo,23 avis,"Méditerranéenne, Saine",
1072. Lusitania,214 avis,"Méditerranéenne, Européenne",€
1073. Ceu Na Boca,106 avis,"Européenne, Portugaise",€
1074. Cafe Buenos Aires na Fabrica,139 avis,"Steakhouse, Internationale",€€-€€€
1075. Recuerda Amor,92 avis,Caraïbes,€€-€€€
1076. Restaurante Sinal Verde,132 avis,"Européenne, Portugaise",€
1077. MAE’S Kitchen Resturant,83 avis,"Fruits de mer et poisson, Fusion",€
1078. La Matta,25 avis,"Italienne, Pizza",€€-€€€
1079. Croissant Gigante,52 avis,"Bar, Café",€
1080. Adega Ti Martinho,117 avis,"Méditerranéenne, Européenne",€€-€€€
1081. Santiago Restaurante Marisqueira Churrasqueira,150 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1082. BBB Taste,27 avis,"Café, Européenne",€€-€€€
1083. Cafe do Paco,54 avis,"Internationale, Européenne",€€-€€€
1084. Delicias De Goa,110 avis,Indienne,€€-€€€
1085. Essencial,86 avis,"Française, Européenne",€€€€
1086. Pizzaria O Boss,55 avis,"Italienne, Européenne",€
1087. Paleta de Sabores - Restaurant & Take-Away,55 avis,"Européenne, Portugaise",€€-€€€
1088. Sangiovese,76 avis,"Italienne, Méditerranéenne",€€-€€€
1089. Restaurante Jaguar,115 avis,"Européenne, Portugaise",€
1090. Dr. Wine,552 avis,"Méditerranéenne, Européenne",€€-€€€
1091. L-Tasca by Maria Peixeira ,34 avis,"Méditerranéenne, Européenne",€€-€€€
1092. Local Avenida - Your Healthy Kitchen,169 avis,"Européenne, Portugaise",€€-€€€
1093. Cabrinha,361 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1094. Pizzeria Mezzo Giorno,816 avis,"Italienne, Pizza",€€-€€€
1095. Cozinha Velha Restaurant,205 avis,"Méditerranéenne, Européenne",€€€€
1096. ZAIKA - The Taste of India,25 avis,Indienne,€€-€€€
1097. Bubbles,20 avis,,
1098. Terreiro Do Paco,149 avis,"Européenne, Portugaise",€€-€€€
1099. Restaurante O Pedroucos,112 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1100. Arcaz Velho,402 avis,"Méditerranéenne, Européenne",€€-€€€
1101. Soi,218 avis,"Asiatique, Thaï",€€-€€€
1102. Pateo Alfacinha,168 avis,"Méditerranéenne, Européenne",€€-€€€
1103. O'Malta Bistrobar,34 avis,"Bar, Internationale",€
1104. V Rooftop Bar,41 avis,"Bar, Internationale",€€-€€€
1105. Restaurante Antonio,185 avis,"Européenne, Portugaise",€
1106. Giosario,68 avis,"Italienne, Pizza",€€-€€€
1107. O Conde,57 avis,"Méditerranéenne, Européenne",€
1108. Kalamata Espírito Mediterrânico,61 avis,"Libanaise, Méditerranéenne",€€-€€€
1109. The Couch Coach Sports Bar,86 avis,"Bar, Internationale",€€-€€€
1110. A Rampa,66 avis,"Méditerranéenne, Européenne",€
1111. Restaurante Castelo,91 avis,"Européenne, Portugaise",€€-€€€
1112. madpizza Santa Justa,59 avis,"Italienne, Pizza",€€-€€€
1113. AZIA Restaurant & Bar (Asian Cuisine),87 avis,"Japonaise, Asiatique",€€-€€€
1114. Restaurante Estrela do Bico,95 avis,"Brésilienne, Africaine",€€-€€€
1115. Mesa De Frades,429 avis,"Européenne, Portugaise",€€-€€€
1116. Mercado de Baixa,99 avis,"Européenne, Portugaise",€
1117. Maria do Carmo,208 avis,Portugaise,€€-€€€
1118. La Puttana,120 avis,"Italienne, Pizza",€€-€€€
1119. Estrela Do Minho,128 avis,"Méditerranéenne, Européenne",€
1120. Rabo D'Pêxe,382 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1121. Onda Cocktail Room,25 avis,Bar,€€€€
1122. Restaurante Estrela da Se,120 avis,"Méditerranéenne, Européenne",€€-€€€
1123. A Carvoaria,137 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1124. São Rafael Cellar,88 avis,"Méditerranéenne, Européenne",€€-€€€
1125. Casa Velha,96 avis,"Méditerranéenne, Portugaise",€€-€€€
1126. A nossa taska,109 avis,"Méditerranéenne, Européenne",€
1127. Afonso dos Leitoes,60 avis,"Européenne, Portugaise",€€-€€€
1128. A Cabaninha da Montanha,66 avis,"Européenne, Portugaise",€€-€€€
1129. O Arrastao,248 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1130. A Tapadinha,129 avis,"Européenne, Russe",€€-€€€
1131. Mattë Lisboa,48 avis,"Japonaise, Sushi",€€€€
1132. Restaurante Sabor Do Bairro,368 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1133. O Cocas,168 avis,"Méditerranéenne, Européenne",€
1134. Nova Alfama,73 avis,"Européenne, Portugaise",€
1135. Raffi's Bagels,119 avis,Américaine,€
1136. Restaurante Goncalo's,76 avis,Portugaise,€
1137. Izcalli Antojeria,42 avis,€€€€,
1138. Xexexe,104 avis,"Européenne, Cuisine de rue (street food)",€
1139. Kasa Mia,51 avis,"Italienne, Pizza",€€-€€€
1140. Madragoa Vinhos e Petiscos,133 avis,"Méditerranéenne, Européenne",€€-€€€
1141. Mila,65 avis,"Café, Saine",€€-€€€
1142. Cofre Verde,205 avis,"Fruits de mer et poisson, Méditerranéenne",€
1143. Ponto Da Picanha,23 avis,"Steakhouse, Brésilienne",
1144. Prado Mercearia,45 avis,"Café, Européenne",€€-€€€
1145. TEASE Cais do Sodré,67 avis,"Café, Européenne",€€-€€€
1146. Cafeh Tehran,114 avis,Moyen-Orient,€€-€€€
1147. Hare Krishna,65 avis,€,
1148. Mar da Palha,257 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1149. Nui Sushi,136 avis,"Japonaise, Sushi",€€-€€€
1150. Terceiro Sentido,49 avis,"Moderne, Portugaise",€€-€€€
1151. Restaurante D'Esquina,68 avis,"Européenne, Portugaise",€€-€€€
1152. Huang He,164 avis,"Chinoise, Asiatique",€
1153. AFURI Izakaya,155 avis,"Sushi, Asiatique",€€-€€€
"1154. Bon-Sai Lounge sushi, friends & music",31 avis,"Japonaise, Sushi",€€-€€€
1155. Cozinha da Estacao,179 avis,"Méditerranéenne, Européenne",€€-€€€
1156. Al Parmigiano,51 avis,"Italienne, Pizza",€€-€€€
1157. Haweli Tandoori,100 avis,Indienne,€€-€€€
1158. Restaurante Fama d'Alfama,165 avis,"Méditerranéenne, Européenne",€€-€€€
1159. Sublime Pizzeria Ristorante,160 avis,"Italienne, Pizza",€€-€€€
1160. Brunch and Bites,21 avis,"Bar, Café",
1161. Restaurante Bom Leitao,178 avis,"Diner, Portugaise",€€-€€€
1162. Kebabish PT,73 avis,"Restauration rapide, Turque",€
1163. Petisqueira Nana,374 avis,"Bar, Méditerranéenne",€€-€€€
1164. Coyo Taco,200 avis,"Mexicaine, Latino",€€-€€€
1165. Rainha Dona Amelia Confeitaria,106 avis,"Café, Européenne",€
1166. taverna O Farpas,55 avis,"Européenne, Portugaise",€€-€€€
1167. Restaurante A Morgadinha de Alfama,483 avis,"Saine, Portugaise",€€-€€€
1168. Miyagi Street Food,160 avis,Asiatique,€€-€€€
1169. Degust'AR Lisboa,72 avis,"Méditerranéenne, Européenne",€€-€€€
1170. Lagar do Xisto,85 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1171. Leonetta,118 avis,"Italienne, Méditerranéenne",€€-€€€
1172. La Bottega Di Gio,27 avis,"Italienne, Européenne",€€-€€€
1173. O Batista,85 avis,"Méditerranéenne, Européenne",€
1174. Santai,78 avis,"Asiatique, Fusion",€
1175. Beija-me Burro,153 avis,"Méditerranéenne, Européenne",€€-€€€
1176. Season,113 avis,"Internationale, Méditerranéenne",€€-€€€
1177. Restaurante O Mattos,156 avis,"Méditerranéenne, Européenne",€€-€€€
1178. The Therapist,130 avis,"Européenne, Saine",€€-€€€
1179. Restaurante Solar dos Duques,77 avis,"Méditerranéenne, Européenne",€€-€€€
1180. de Castro,180 avis,"Méditerranéenne, Européenne",€€-€€€
1181. O Tasco,76 avis,"Barbecue/Grillades, Européenne",€
1182. Apeixonado,169 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1183. O Regueirao,73 avis,Portugaise,€
1184. Florentino Restaurante italiano,37 avis,"Italienne, Méditerranéenne",€
1185. O Segredo D´Alfama,37 avis,"Européenne, Portugaise",€€-€€€
1186. O Clube do HambÚrguer,258 avis,"Américaine, Bar",€
1187. Marisqueria Roma,185 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1188. Popolo,389 avis,"Italienne, Pizza",€€-€€€
1189. Boh! - Italian Grill,41 avis,"Italienne, Steakhouse",€€-€€€
1190. Andorinhas,131 avis,"Méditerranéenne, Européenne",€€-€€€
1191. Os Petiscos Do Antonio,189 avis,"Méditerranéenne, Européenne",€€-€€€
1192. Sushima,196 avis,"Japonaise, Sushi",€€-€€€
1193. Toscana,121 avis,"Méditerranéenne, Européenne",€€-€€€
1194. Alcach Bar,80 avis,"Bar, Européenne",€€€€
1195. Restaurante Santa Maria,107 avis,"Européenne, Portugaise",€€-€€€
1196. Churrasco da Graça,395 avis,"Méditerranéenne, Barbecue/Grillades",€
1197. Restaurante A Carula,119 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1198. Colina Restaurante,873 avis,"Fruits de mer et poisson, Portugaise",€€-€€€
1199. Pap'Acorda,398 avis,"Méditerranéenne, Européenne",€€-€€€
1200. A BAIUCA,475 avis,Portugaise,€€-€€€
1201. Alcochetano,285 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1202. Sabor do Bacalhau,232 avis,"Grillades, Portugaise",€€-€€€
1203. A Gina,1 136 avis,"Méditerranéenne, Européenne",€€-€€€
1204. Hortinha,21 avis,"Européenne, Saine",€€-€€€
1205. Raffi's Bagels,40 avis,"Internationale, Européenne",€
1206. Telheirinho De Arroios,148 avis,"Méditerranéenne, Européenne",€€-€€€
1207. Granja Velha,190 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1208. Cantinho da Amizade,58 avis,"Méditerranéenne, Européenne",€€-€€€
1209. Ao Monte,44 avis,"Méditerranéenne, Européenne",€€-€€€
1210. Ponte Velha,98 avis,"Méditerranéenne, Européenne",€€-€€€
1211. A Tasca do Chico,1 179 avis,"Bar, Portugaise",€
1212. Cícero Bistrot,38 avis,"Méditerranéenne, Moderne",€€-€€€
1213. Restaurante Beijo ao Boi,125 avis,Portugaise,€€-€€€
1214. Mercearia do Peixe,125 avis,"Méditerranéenne, Européenne",€€-€€€
1215. Lucca,352 avis,"Italienne, Pizza",€€-€€€
1216. Piccolo,39 avis,"Italienne, Pizza",€€-€€€
1217. Palacio de Buda,59 avis,"Indienne, Asiatique",€€-€€€
1218. Harmonia,59 avis,"Méditerranéenne, Européenne",€€-€€€
1219. Casa das Bifanas,565 avis,"Européenne, Portugaise",€
1220. Art italiana,65 avis,"Italienne, Pizza",€
1221. New Sushi,70 avis,"Japonaise, Sushi",€€-€€€
1222. La Mafia Se Sienta A La Mesa - Avenidas Novas,36 avis,"Italienne, Pizza",€€-€€€
1223. Pastelaria Nata Fina,87 avis,"Café, Européenne",€
1224. Restaurante Associação Naval de Lisboa,181 avis,"Fruits de mer et poisson, Portugaise",€€-€€€
1225. Choclo Ceviche Restaurant,20 avis,"Péruvienne, Latino",€€-€€€
1226. Fado na Morgadinha,420 avis,"Méditerranéenne, Européenne",€€-€€€
1227. Asian Cuisine Bar Alfama,18 avis,"Asiatique, Pub",
1228. A Marítima de Paço de Arcos,175 avis,"Méditerranéenne, Européenne",€
1229. restaurante o cartacheiro,76 avis,"Européenne, Portugaise",€
1230. Gurkha restaurant & Bar II ( Saldanha ),29 avis,"Indienne, Asiatique",€€-€€€
1231. Espaço Espelho d'Água,371 avis,"Méditerranéenne, Européenne",€€-€€€
1232. Adega do Domingos,77 avis,"Méditerranéenne, Européenne",€
1233. Mercantina,554 avis,"Italienne, Pizza",€€-€€€
1234. Ola Kathmandu,36 avis,"Indienne, Asiatique",€
1235. Cockpit Bar,104 avis,"Bar, Européenne",€€-€€€
1236. Kule Lisboa,23 avis,"Caraïbes, Latino",€€-€€€
1237. Restaurante Velho Mirante,99 avis,"Brésilienne, Européenne",€€-€€€
1238. Restaurante Campinas,99 avis,"Méditerranéenne, Européenne",€€-€€€
1239. O Chafariz Das Gravatas,114 avis,"Méditerranéenne, Européenne",€€-€€€
1240. Cafe IN,285 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1241. Fábrica Imperial,41 avis,"Européenne, Portugaise",€
1242. Restaurante Rio Grande,159 avis,"Méditerranéenne, Européenne",€€-€€€
1243. Restaurante Talho Central,37 avis,"Steakhouse, Internationale",€€-€€€
1244. Restaurante Marradas,176 avis,"Méditerranéenne, Européenne",€€-€€€
1245. Boteco. 47,37 avis,"Bar, Européenne",€€-€€€
1246. Davvero Lisboa,22 avis,"Italienne, Méditerranéenne",€€€€
1247. Soul Kitchen & Bar,50 avis,"Internationale, Méditerranéenne",€€-€€€
1248. Restaurante Ruacana,93 avis,Portugaise,€€-€€€
1249. Alfama Wine & Burgers,108 avis,€€-€€€,
1250. Leitao Da Vila,89 avis,"Européenne, Portugaise",€€-€€€
1251. Cozinha Da Felicidade,218 avis,"Méditerranéenne, Européenne",€€-€€€
1252. Seis Wine bar,28 avis,"Portugaise, Bar à vins",€€-€€€
1253. O Mario 100 Espinhas,113 avis,"Méditerranéenne, Européenne",€€-€€€
1254. Tabula,80 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
1255. Green Pepper,209 avis,"Européenne, Saine",€€-€€€
1256. Han Table Barbecue,51 avis,"Barbecue/Grillades, Asiatique",€€-€€€
1257. Restaurante Das Flores,49 avis,"Européenne, Portugaise",€
1258. Sim Chef!,25 avis,"Européenne, Portugaise",€€-€€€
1259. Taste Invaders,20 avis,"Américaine, Internationale",€€-€€€
1260. Zunzum Gastrobar,67 avis,"Moderne, Portugaise",€€-€€€
1261. Cervejaria Artesanal Adamastor,44 avis,"Bar, Pub",€€-€€€
1262. Aagan,33 avis,"Indienne, Européenne",€€-€€€
1263. Restaurante o Coche,30 avis,"Africaine, Méditerranéenne",€€-€€€
1264. Linha d'Água,221 avis,"Café, Européenne",€
1265. Prazeres da Picanha,250 avis,"Steakhouse, Brésilienne",€€-€€€
1266. MEAThology,41 avis,"Steakhouse, Internationale",€€-€€€
1267. Casanostra,56 avis,"Italienne, Méditerranéenne",€€-€€€
1268. 50 Maravilhas,29 avis,"Méditerranéenne, Européenne",€€-€€€
1269. A Tasca Do Tio Candinho,104 avis,"Méditerranéenne, Européenne",€€-€€€
1270. Vintage Gourmet,189 avis,"Bar, Méditerranéenne",€€-€€€
1271. Restaurante Paquiderme,117 avis,"Méditerranéenne, Européenne",€€-€€€
1272. Pizzaria Luzzo Graça,47 avis,"Italienne, Pizza",€€-€€€
1273. Cantinho do Avillez Parque das Nações,194 avis,"Internationale, Méditerranéenne",€€-€€€
1274. Solar 31 Alfama,53 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1275. Xico Rolo,72 avis,"Européenne, Portugaise",€€-€€€
1276. Restaurante Sem Dúvida,158 avis,Portugaise,€€-€€€
1277. Taste of Pakistan,88 avis,"Indienne, Pakistanaise",€
1278. El Chanta,77 avis,"Bar, Pub",€
1279. Restaurante Adega Dos Arcos - Cova Funda,85 avis,"Méditerranéenne, Européenne",€
1280. Santorini Coffee,68 avis,"Européenne, Grecque",€€-€€€
1281. MOMA Grill Restaurant,1 046 avis,Portugaise,€€-€€€
1282. Osteria Bellosguardo,19 avis,"Italienne, Méditerranéenne",€€-€€€
1283. Centenarivm,54 avis,"Européenne, Portugaise",€€-€€€
1284. Casa dos Amigos,102 avis,"Méditerranéenne, Européenne",€
1285. Edo Sushi,273 avis,"Japonaise, Sushi",€€-€€€
1286. Manny's Place Restaurante / Bar,55 avis,"Bar, Internationale",€€-€€€
1287. Boi-Cavalo Restaurante,338 avis,"Méditerranéenne, Européenne",€€-€€€
1288. Restaurante A Zona,52 avis,"Européenne, Portugaise",€
1289. Armaha Restaurant,105 avis,Fusion,€€-€€€
1290. Alma Lusa Restaurante,71 avis,"Méditerranéenne, Européenne",€€-€€€
1291. Restaurante Alfoz,167 avis,"Fruits de mer et poisson, Méditerranéenne",€€€€
1292. Café Manah Creative Bistrô & Bar,37 avis,"Méditerranéenne, Saine",€€-€€€
1293. O Sossego,33 avis,"Méditerranéenne, Européenne",€
1294. Mundet Factory,336 avis,"Bar, Pizza",€€-€€€
1295. Restaurante O Antonio,74 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1296. Restaurante Porto Brandao,168 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1297. Restaurante David da Buraca,238 avis,"Méditerranéenne, Européenne",€€-€€€
1298. Ruvida,100 avis,"Italienne, Méditerranéenne",€€-€€€
1299. A Ginginha,49 avis,Portugaise,€
1300. Koa,32 avis,"Café, Européenne",€€-€€€
1301. Berlineta,96 avis,"Bar à bières, Portugaise",€
1302. Bacalhau Restaurante-Bar,79 avis,"Méditerranéenne, Européenne",€
1303. O Quintal,230 avis,"Méditerranéenne, Européenne",€€-€€€
1304. Wurst - Salsicharia Austríaca,69 avis,"Autrichienne, Européenne",€
1305. Dim Sum,228 avis,"Chinoise, Asiatique",€€-€€€
1306. Libertà Kitchen,45 avis,Italienne,€€-€€€
1307. Coppola Lisboa,31 avis,"Italienne, Pizza",€€-€€€
1308. Cafetaria Mensagem,203 avis,"Internationale, Méditerranéenne",€€-€€€
1309. Restaurante Leitao do Prior,114 avis,Portugaise,€€-€€€
1310. Restaurant Costa Do Malabar,123 avis,Indienne,€€-€€€
1311. Os Arcos,143 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1312. Blue Jeans Burger & Bar,62 avis,"Bar, Café",€€-€€€
1313. Dalí Cozinha Surreal,27 avis,"Brésilienne, Européenne",€€-€€€
1314. Seher Palace Restaurante Português,72 avis,"Italienne, Européenne",€€-€€€
1315. Frei Contente,201 avis,"Méditerranéenne, Européenne",€€-€€€
1316. Deguimbra Pastelaria Snack-Bar e Restaurante,30 avis,"Café, Européenne",€
1317. Restaurant Cantinho Do Alfredo,49 avis,"Européenne, Portugaise",€
1318. Alfaia,280 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1319. Hamburgueria Fidalgo,404 avis,Portugaise,€
1320. Doce Mila,21 avis,"Café, Européenne",€
1321. Wine Lover Bairro Alto,547 avis,"Méditerranéenne, Portugaise",€€-€€€
1322. Casa Da Pizza,122 avis,Pizza,€
1323. Queijadas de Belem,486 avis,"Européenne, Portugaise",€
1324. Italian Republic,184 avis,"Italienne, Pizza",€€-€€€
1325. Entretanto Rooftop Bar in Hotel do Chiado,194 avis,"Bar, Européenne",€€-€€€
1326. David Restaurante,71 avis,"Européenne, Portugaise",€€-€€€
1327. RD's Restaurante e Cafe',29 avis,"Asiatique, Népalaise",€
1328. Coffee shop Museu Calouste Gulbenkian,170 avis,"Café, Portugaise",€
1329. Soya Noodle Bar Algés,20 avis,"Japonaise, Asiatique",
1330. Ceia,27 avis,"Internationale, Européenne",€€€€
1331. Alcaparra,58 avis,"Méditerranéenne, Européenne",€€-€€€
1332. Lisboa Tu & Eu Bistro Flores,40 avis,"Méditerranéenne, Européenne",€€-€€€
1333. Bairro do Avillez,677 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1334. Tasca da Sé,297 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1335. STAY by Upon Lisbon,45 avis,"Européenne, Portugaise",€€-€€€
1336. Zambeze Restaurante,698 avis,"Européenne, Portugaise",€€-€€€
1337. Banzé Na Petiscaria,68 avis,"Fruits de mer et poisson, Internationale",€€-€€€
1338. A Severa,759 avis,"Européenne, Portugaise",€€€€
1339. O Cardo,280 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1340. Loja Pasta & Vino,20 avis,"Italienne, Pizza",€€-€€€
1341. Marisqueira O Relento,426 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1342. SushiNow - Parque das Nações,74 avis,"Japonaise, Sushi",€€-€€€
1343. TOPO Chiado,315 avis,"Bar, Européenne",€€-€€€
1344. Bello Forno,144 avis,Italienne,€€-€€€
1345. Stairwell Wine Bar & Creative Food,36 avis,"Européenne, Bar à vins",€€-€€€
1346. O Solar de Benfica,121 avis,"Méditerranéenne, Européenne",€€-€€€
1347. Restaurante A Grelha,84 avis,"Barbecue/Grillades, Européenne",€€-€€€
1348. Queda D'Agua,80 avis,"Européenne, Portugaise",€€-€€€
1349. Café Social Lisboa,19 avis,"Libanaise, Méditerranéenne",€
1350. Lobo Mau,31 avis,"Méditerranéenne, Européenne",€€-€€€
"1351. Pimenta & Marques, Lda - Restaurante O Anjo",50 avis,"Café, Européenne",€
1352. Annapurna,35 avis,"Internationale, Européenne",€€-€€€
1353. Burgers & Sports,27 avis,"Bar à bières, Internationale",€€-€€€
1354. Flor do Duque,81 avis,"Méditerranéenne, Européenne",€
1355. Museu da Cerveja (Beer Museum),2 712 avis,"Diner, Portugaise",€€-€€€
1356. Restaurante Edmundo,387 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1357. Mercantina Bistro 37,222 avis,"Méditerranéenne, Européenne",€€-€€€
1358. Terraco de Belem,113 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1359. Versailles Belem,107 avis,"Café, Européenne",€€-€€€
1360. Sushi People,26 avis,"Japonaise, Bar",€€€€
1361. Restaurante Astrolabio,109 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1362. Park,288 avis,Bar,€€-€€€
1363. The Club Steakhouse & Rooftop Bar,249 avis,€€-€€€,Menu
1364. Rangla Punjab Montijo,77 avis,Indienne,€
1365. Tasca do Gordo,200 avis,"Européenne, Portugaise",€
1366. Muelle - Meat And Chill,29 avis,"Steakhouse, Européenne",
1367. Canto Da Atalaia,66 avis,"Européenne, Portugaise",€€-€€€
1368. Kanuck Restaurante &  International cuisine,38 avis,"Italienne, Méditerranéenne",€€-€€€
1369. Damas,174 avis,"Bar, Méditerranéenne",€€-€€€
1370. Casa Gloria Restaurante,65 avis,"Européenne, Portugaise",€
1371. Eneko Lisboa,47 avis,"Méditerranéenne, Européenne",€€€€
1372. Le Consulat,65 avis,"Française, Latino",€€€€
1373. A Margem,298 avis,"Bar, Méditerranéenne",€€-€€€
1374. UDON Lisboa,117 avis,"Japonaise, Asiatique",€€-€€€
1375. Sala Thai,105 avis,"Asiatique, Thaï",€€-€€€
1376. O Cantinho Das Gaveas,358 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1377. O Mondego,64 avis,"Européenne, Portugaise",€
1378. Grill D. Fernando,97 avis,"Européenne, Portugaise",€€€€
1379. Benini Sapori di Genova,42 avis,"Italienne, Pizza",€€-€€€
1380. Tropical Bud CBD Shop,21 avis,€€-€€€,
1381. Solar do Peixe,102 avis,"Méditerranéenne, Européenne",€€-€€€
1382. A Baiuca,257 avis,"Méditerranéenne, Européenne",€€-€€€
1383. A Taska,47 avis,"Européenne, Portugaise",€€-€€€
1384. American Music Burguer,172 avis,"Américaine, Bar",€€-€€€
1385. Hora H,93 avis,"Européenne, Pub",€€-€€€
1386. Restaurante Brasa Dos Sassoeiros,95 avis,"Méditerranéenne, Européenne",€€-€€€
1387. Gula´s For Kitchen Lovers,49 avis,"Méditerranéenne, Européenne",€€-€€€
1388. Gurkha Restaurant & Bar III ( Campo Pequeno ),18 avis,"Indienne, Asiatique",
1389. O Maritimo,206 avis,"Européenne, Portugaise",€
1390. Brown's Coffee Shop,97 avis,"Bar, Européenne",€€-€€€
1391. Cafe Do Electrico,60 avis,"Café, Européenne",€
1392. Restaurante Talho Central,158 avis,"Steakhouse, Européenne",€€-€€€
1393. O Casal Minhoto,95 avis,"Méditerranéenne, Européenne",€€-€€€
1394. Cantinho Da Paz,95 avis,Indienne,€€-€€€
1395. Diyalo,69 avis,"Indienne, Népalaise",€
1396. Hamburgueria do Bairro - Principe Real,86 avis,"Américaine, Restauration rapide",€
1397. Girasol,99 avis,"Européenne, Portugaise",€
1398. O Apeadeiro,125 avis,"Méditerranéenne, Européenne",€€-€€€
1399. Cafe Principe Real - Restaurant & Cocktail Bar,107 avis,"Internationale, Méditerranéenne",€€€€
1400. Ho Caldas,185 avis,"Méditerranéenne, Européenne",€
1401. La Villa Lisboa,57 avis,"Italienne, Pizza",€€-€€€
1402. La Focacceria Pugliese,90 avis,"Italienne, Pizza",€€-€€€
1403. A Brasileira,309 avis,"Desserts, Bar",€€-€€€
1404. 100% Artesanal,102 avis,Restauration rapide,€
1405. Oliveira's,59 avis,Africaine,€€-€€€
1406. Restaurante O Caniço,162 avis,"Méditerranéenne, Européenne",€€-€€€
1407. Wel Well Center,18 avis,"Café, Internationale",€€-€€€
1408. O cofre,274 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1409. Espada,126 avis,"Fruits de mer et poisson, Internationale",€€-€€€
1410. Guilty by Oliver Parque das Nações,132 avis,"Bar, Pizza",€€-€€€
1411. Kitanori Sushi Lounge,66 avis,"Sushi, Asiatique",€
1412. 31 d'Armada,118 avis,"Méditerranéenne, Européenne",€€-€€€
1413. Up to Sushi - Picoas,210 avis,"Japonaise, Sushi",€€-€€€
1414. Italian Burger House,86 avis,Européenne,€
1415. Greek Tavern Dionysos,86 avis,"Méditerranéenne, Européenne",€€-€€€
1416. Santos à Bica,19 avis,"Bar, Café",€€-€€€
1417. La Brasserie de L'Entrecôte - Parque das Nações,215 avis,"Française, Steakhouse",€€-€€€
1418. Mandarim,198 avis,"Chinoise, Asiatique",€€€€
1419. 100 Segredos Lisboa,34 avis,"Internationale, Européenne",€€-€€€
1420. d'As beatas,31 avis,"Européenne, Portugaise",€€-€€€
1421. Central Mar E Sol,78 avis,"Restauration rapide, Européenne",€
1422. Mr Wrap,98 avis,Internationale,€
1423. Restaurante Maharaja,63 avis,Indienne,€€-€€€
1424. Hamburgueria do Rio,184 avis,€€-€€€,
1425. Pop Out,80 avis,"Méditerranéenne, Européenne",€
1426. Verdachado pizzaria,60 avis,"Italienne, Pizza",€
1427. MBH Hamburgueseria,51 avis,"Américaine, Bar",€€-€€€
1428. Selllva,86 avis,"Internationale, Européenne",€€-€€€
1429. Break na Sé,28 avis,"Café, Saine",€€-€€€
1430. Dona Quiteria,162 avis,"Méditerranéenne, Européenne",€€-€€€
1431. Shoes & Booze Bar,21 avis,"Bar, Café",€€-€€€
1432. Ritalinos,36 avis,"Grillades, Portugaise",€€-€€€
1433. Mesa do Bairro,156 avis,"Méditerranéenne, Européenne",€€-€€€
1434. Pigmeu - Campo de Ourique,107 avis,"Méditerranéenne, Européenne",€€-€€€
1435. Portugália Cervejaria Belém,752 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
1436. Calcada,70 avis,"Bar, Européenne",€
1437. A Portuguesa,80 avis,"Européenne, Pub",€€-€€€
1438. Monte Mar Lisboa,466 avis,"Fruits de mer et poisson, Méditerranéenne",€€€€
1439. Café Joyeux S. Bento,19 avis,"Thé et café, Française",€€-€€€
1440. Canalha Tavira,52 avis,"Méditerranéenne, Européenne",€€-€€€
1441. Pizzarias Verde Amarelo,183 avis,"Italienne, Pizza",€€-€€€
