Titre,Avis,Type,Price
1695. Chotto Matte,2 194 avis,"Japonaise, Péruvienne",€€€€
1696. Buenos Aires Argentine Steakhouse,463 avis,"Steakhouse, Grillades",€€-€€€
1697. La mia Mamma King's Road Chelsea,486 avis,"Italienne, Méditerranéenne",€€-€€€
1698. bobochacha,103 avis,"Chinoise, Japonaise",€€-€€€
1699. Bill’s Covent Garden,743 avis,Britannique,€€-€€€
1700. Cafe Koha Bar,359 avis,"Européenne, Grillades",€€-€€€
1701. Chick 'n' Sours,302 avis,"Américaine, Coréenne",€€-€€€
1702. Mandarin Kitchen,761 avis,"Chinoise, Fruits de mer et poisson",€€-€€€
1703. The Alchemist Bevis Marks,956 avis,"Bar, Internationale",€€-€€€
1704. The Waterway,928 avis,"Bar, Européenne",€€-€€€
1705. Cinnamon Club,3 512 avis,"Indienne, Asiatique",€€€€
1706. Bill’s Baker Street,669 avis,€€-€€€,Menu
1707. J. Sheekey,3 341 avis,"Fruits de mer et poisson, Britannique",€€€€
1708. Langan's Brasserie,2 521 avis,"Européenne, Britannique",€€€€
1709. 12th Knot,768 avis,Bar,€€€€
1710. PIX,377 avis,"Méditerranéenne, Européenne",€€-€€€
1711. Cabotte Restaurant,138 avis,"Française, Européenne",€€-€€€
1712. Super Tuscan,210 avis,"Italienne, Méditerranéenne",€€-€€€
1713. Busaba,1 083 avis,Thaï,€€-€€€
1714. Camino Monument,276 avis,"Européenne, Espagnole",€€-€€€
1715. Masala,375 avis,Indienne,€€-€€€
1716. The Ship,180 avis,"Bar, Britannique",€€-€€€
1717. Bengal Quay,199 avis,"Indienne, Bar",€€-€€€
1718. Radici,391 avis,"Italienne, Pizza",€€-€€€
1719. Spaghetti House Woodstock Street,539 avis,"Italienne, Pizza",€€-€€€
1720. Inamo Soho,3 357 avis,"Japonaise, Sushi",€€-€€€
1721. Ping Pong St Katharine Docks,718 avis,"Chinoise, Asiatique",€€-€€€
1722. The Pearson Room,314 avis,"Européenne, Britannique",€€-€€€
1723. Roxie Steak- Wimbledon,154 avis,Américaine,€€-€€€
1724. Shoryu Carnaby,512 avis,"Japonaise, Sushi",€€-€€€
1725. Butlers Wharf Chop House,1 918 avis,"Européenne, Britannique",€€-€€€
1726. 28°-50° Oxford Circus,89 avis,"Française, Européenne",€€-€€€
1727. Little Sardegna,201 avis,"Italienne, Méditerranéenne",€€-€€€
1728. Ceviche Soho,1 661 avis,"Péruvienne, Latino",€€-€€€
1729. Pasta Brown,1 115 avis,"Italienne, Pizza",€€-€€€
1730. Darkhorse Restaurant & Bar,196 avis,"Européenne, Britannique",€€-€€€
1731. Waffle Jack's American Diner,310 avis,Américaine,€
1732. Savoy Grill - Gordon Ramsay,6 233 avis,"Européenne, Britannique",€€€€
1733. The Oval Brasserie,166 avis,"Indienne, Asiatique",€€-€€€
1734. Pret A Manger,344 avis,"Café, Restauration rapide",€
1735. The Anchor and Hope,791 avis,"Bar, Britannique",€€-€€€
1736. The Breakfast Club,1 285 avis,"Américaine, Café",€€-€€€
1737. MEATliquor Shoreditch,744 avis,"Américaine, Bar",€€-€€€
1738. Blue Check,166 avis,"Bar, Britannique",€€-€€€
1739. All Bar One New Oxford Street,467 avis,"Bar, Internationale",€€-€€€
1740. The Royal Oak Pub & Guesthouse,279 avis,"Bar, Britannique",€€-€€€
1741. INKO NITO - Soho,232 avis,"Japonaise, Asiatique",€€-€€€
1742. Kokeb Ethiopian Restaurant,170 avis,"Africaine, Éthiopienne",€
1743. E-Four Indian Fusion,135 avis,"Indienne, Asiatique",€€-€€€
1744. Gaucho - O2,1 484 avis,"Steakhouse, Internationale",€€€€
1745. Zuaya London,162 avis,"Péruvienne, Sud-américaine",€€-€€€
1746. Bucks Head,243 avis,"Bar, Britannique",€€-€€€
1747. Julia Domna Cafe,60 avis,"Libanaise, Méditerranéenne",€
1748. The Lordship Pub,121 avis,"Bar, Britannique",€€-€€€
1749. Palmers,215 avis,Britannique,€€-€€€
1750. Patara Oxford Circus,729 avis,"Asiatique, Thaï",€€-€€€
1751. Poppies Fish & Chips,2 866 avis,Fruits de mer et poisson,€€-€€€
1752. Roti King,793 avis,"Asiatique, Singapourienne",€
1753. Yama Momo,245 avis,"Fruits de mer et poisson, Sushi",€€-€€€
1754. Ci Vediamo Li - See You There,209 avis,"Italienne, Méditerranéenne",€€-€€€
1755. Paccata Crouch End,306 avis,Thaï,€€-€€€
1756. St. James Tavern,650 avis,"Bar, Britannique",€€-€€€
1757. Hayat Paddington,34 avis,"Café, Méditerranéenne",€
1758. TigerBay Shisha Lounge,374 avis,"Bar, Internationale",€€-€€€
1759. Melange,330 avis,"Française, Méditerranéenne",€€-€€€
1760. Tapas Brindisa London Bridge,1 643 avis,"Méditerranéenne, Espagnole",€€-€€€
1761. Spuntino,547 avis,"Italienne, Américaine",€€-€€€
1762. The Oak,178 avis,"Bar, Britannique",€€-€€€
1763. Zaza,171 avis,"Italienne, Pizza",€€-€€€
1764. Rowley's Restaurant,980 avis,"Steakhouse, Européenne",€€-€€€
1765. Cahoots Ticket Hall & Control Room,131 avis,"Bar, Britannique",€€-€€€
1766. La Ferme London,185 avis,"Française, Internationale",€€-€€€
1767. Bosa Kitchen,168 avis,"Libanaise, Méditerranéenne",€€-€€€
1768. Salvador & Amanda,1 237 avis,"Latino, Internationale",€€-€€€
1769. Masala Zone Soho,1 453 avis,Indienne,€€-€€€
1770. Bar + Block Steakhouse London Hammersmith,126 avis,"Steakhouse, Bar",€€-€€€
1771. Canto Corvino Restaurant & Bar,267 avis,"Italienne, Méditerranéenne",€€-€€€
1772. Amrutha - Honor Oak,34 avis,"Indienne, Thaï",€
1773. Boxcar Bar & Grill,246 avis,"Steakhouse, Européenne",€€-€€€
1774. Fuller's Pie and Ale House,679 avis,"Bar, Britannique",€€-€€€
1775. Dama de Elche,248 avis,"Méditerranéenne, Européenne",€€-€€€
1776. Mangio,190 avis,"Italienne, Méditerranéenne",€
1777. Albion’s Restaurant,69 avis,€€-€€€,Menu
1778. Sticks'n'Sushi Soho,143 avis,"Japonaise, Sushi",€€-€€€
1779. Sticky Mango Tower Bridge,37 avis,"Sushi, Asiatique",Menu
1780. Arepa & Co - Bethnal Green,187 avis,"Latino, Vénézuélienne",€€-€€€
1781. Forty Dean Street,649 avis,Italienne,€€-€€€
1782. The Old Bell,134 avis,"Bar, Britannique",€
1783. VQ Bloomsbury,738 avis,"Britannique, Diner",€€-€€€
1784. Dial Arch,845 avis,"Bar, Britannique",€€-€€€
1785. Masala Zone Earls Court,1 377 avis,"Indienne, Saine",€€-€€€
1786. Côte Sloane Square,1 194 avis,"Française, Européenne",€€-€€€
1787. Coq d'Argent,1 808 avis,"Française, Européenne",€€€€
1788. Arepa And Co Haggerston,321 avis,"Latino, Vénézuélienne",€€-€€€
1789. Black & Blue Steakhouse - Notting Hill Gate,275 avis,"Steakhouse, Britannique",€€-€€€
1790. Gianni's Sandwich Bar,152 avis,"Italienne, Café",€
1791. Bangalore,531 avis,"Indienne, Asiatique",€€-€€€
1792. Jikoni,260 avis,Asiatique,€€-€€€
1793. Jean-Georges at The Connaught,346 avis,"Internationale, Européenne",€€€€
1794. GA KingsX - Bar & Kitchen,361 avis,"Internationale, Européenne",€€-€€€
1795. The Builders Arms Kensington,372 avis,"Bar, Internationale",€€-€€€
1796. Rossopomodoro,368 avis,"Italienne, Pizza",€€-€€€
1797. Wine and Mousaka,173 avis,"Méditerranéenne, Grecque",€€-€€€
1798. The Drawing Rooms,292 avis,"Européenne, Britannique",€€-€€€
1799. The Queen's Larder,201 avis,"Bar, Britannique",€€-€€€
1800. Chinipan Indian Restaurant,136 avis,Indienne,€€-€€€
1801. Cellar at Kindred,107 avis,"Internationale, Britannique",€€-€€€
1802. Nurjenna - Finest Indian Cuisine,166 avis,"Indienne, Asiatique",€€-€€€
1803. Fourteen87,92 avis,Fusion,€€-€€€
1804. Gosht,147 avis,"Méditerranéenne, Turque",€€-€€€
1805. Forty Four Sheen Lane,89 avis,"Européenne, Asiatique",€€-€€€
1806. Harry's Bar & Dining Room,231 avis,"Bar, Européenne",€€-€€€
1807. Quo Vadis,703 avis,"Européenne, Britannique",€€€€
1808. Strand Tandoori,530 avis,"Indienne, Asiatique",€€-€€€
1809. Great Central Pub by Matt Fletcher,233 avis,"Européenne, Britannique",€€-€€€
1810. Wildwood,692 avis,"Italienne, Pizza",€€-€€€
1811. Where The Pancakes Are - Flat Iron Square,450 avis,Café,€€-€€€
1812. Cheneston's Restaurant,216 avis,"Internationale, Britannique",€€€€
1813. Rivercafe,186 avis,"Café, Britannique",€
1814. Cafe Paolo,80 avis,"Américaine, Café",€
1815. Côte Richmond,740 avis,"Française, Européenne",€€-€€€
1816. Côte Chiswick,449 avis,"Française, Européenne",€€-€€€
1817. Addis Vegan Kitchen,39 avis,"Africaine, Saine",€€-€€€
1818. Hush Mayfair,1 231 avis,"Internationale, Européenne",€€-€€€
1819. Busaba Westfield Stratford City,998 avis,"Asiatique, Thaï",€€-€€€
1820. Marie's Cafe,386 avis,"Café, Asiatique",€
1821. La farola,375 avis,"Méditerranéenne, Européenne",€€-€€€
1822. Ladbroke Arms,280 avis,"Bar, Britannique",€€-€€€
1823. Efes Restaurant,617 avis,"Méditerranéenne, Turque",€€-€€€
1824. Franco Manca Balham,378 avis,"Italienne, Pizza",€
1825. The Sun In Splendour,474 avis,"Bar, Britannique",€€-€€€
1826. Three O Two,379 avis,"Méditerranéenne, Européenne",€€-€€€
1827. Bombay Palace,392 avis,"Indienne, Asiatique",€€-€€€
1828. Tomoe,133 avis,"Japonaise, Sushi",€€-€€€
1829. The Greyhound Kew,654 avis,"Bar, Britannique",€€-€€€
1830. Q Bar & Kitchen,625 avis,Méditerranéenne,€€-€€€
1831. Perilla,145 avis,"Européenne, Britannique",€€-€€€
1832. Bobo Social,273 avis,"Européenne, Britannique",€€-€€€
1833. Three Crowns,203 avis,"Bar, Britannique",€€-€€€
1834. Taro,480 avis,"Japonaise, Sushi",€€-€€€
1835. Iberica Marylebone,1 138 avis,"Méditerranéenne, Européenne",€€-€€€
1836. Ticca Tikka,85 avis,"Indienne, Asiatique",€€-€€€
1837. Kailash Momo Restaurant,257 avis,"Asiatique, Tibétaine",€
1838. The Phoenix,130 avis,"Bar, Britannique",€€-€€€
1839. Lupins,163 avis,"Européenne, Britannique",€€-€€€
1840. Hawksmoor Wood Wharf,122 avis,"Steakhouse, Fruits de mer et poisson",€€-€€€
1841. Aix,245 avis,Française,€€-€€€
1842. Chai Ki,724 avis,"Indienne, Bar",€€-€€€
1843. Ham Yard Restaurant and Bar,1 238 avis,"Européenne, Britannique",€€-€€€
1844. Meat House London,413 avis,"Américaine, Steakhouse",€€-€€€
1845. Spread Eagle,255 avis,"Bar, Britannique",€€-€€€
1846. Nakhon Thai (Royal Docks E16 1AH),671 avis,"Asiatique, Thaï",€€-€€€
1847. La Gioconda Italian Restaurant & Pizzeria,239 avis,"Italienne, Pizza",€€-€€€
1848. Busaba Bloomsbury,656 avis,Thaï,€€-€€€
1849. Shakeshuka,181 avis,"Libanaise, Méditerranéenne",€€-€€€
1850. Cirilo Filipino Kainan,233 avis,"Philippine, Asiatique",€€-€€€
1851. Colaba West Hampstead,75 avis,Indienne,€€-€€€
1852. Nepal Authentic Dining,135 avis,"Indienne, Asiatique",€€-€€€
1853. Sartoria,611 avis,"Italienne, Méditerranéenne",€€€€
1854. Suvlaki Soho,370 avis,"Méditerranéenne, Européenne",€€-€€€
1855. Spice,166 avis,"Indienne, Asiatique",€€-€€€
1856. miscusi Covent Garden,154 avis,"Italienne, Méditerranéenne",€€-€€€
1857. Moro Restaurant,1 111 avis,"Méditerranéenne, Européenne",€€-€€€
1858. Wahaca Stratford,551 avis,Mexicaine,€€-€€€
1859. The Botanist Broadgate Circle,575 avis,"Bar, Européenne",€€-€€€
1860. Pho,598 avis,"Asiatique, Vietnamienne",€€-€€€
1861. The Thomas Cubitt Pub Belgravia,1 170 avis,"Bar, Européenne",€€-€€€
1862. Keepers Kitchen & Bar,623 avis,"Bar, Européenne",€€-€€€
1863. Gulen Ocakbasi,187 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
1864. Indi-go,224 avis,"Indienne, Restauration rapide",€
1865. Taco Queen,73 avis,Mexicaine,€
1866. Mohsen,293 avis,"Moyen-Orient, Perse",€€-€€€
1867. Meze Mazis,68 avis,"Méditerranéenne, Turque",€€-€€€
1868. Raffles Cafe Restaurant,294 avis,"Café, Britannique",€
1869. Pizzeria Di Camden,92 avis,"Italienne, Pizza",€
1870. J Sheekey Atlantic Bar,274 avis,"Fruits de mer et poisson, Européenne",€€-€€€
1871. Bowling Bird,85 avis,"Européenne, Britannique",€€-€€€
1872. Cafe Pacifico,1 281 avis,Mexicaine,€€-€€€
1873. Black Cat cafe,172 avis,"Café, Britannique",€
1874. In Parma by Food Roots,399 avis,"Italienne, Européenne",€€-€€€
1875. The Rear Window Restaurant,72 avis,"Européenne, Britannique",€€-€€€
1876. Ping Pong Soho,1 737 avis,"Chinoise, Asiatique",€€-€€€
1877. The Other Place,46 avis,"Européenne, Britannique",€€-€€€
1878. New Loon Fung,614 avis,"Chinoise, Asiatique",€€-€€€
"1879. The Counting House, EC3",416 avis,"Bar, Britannique",€€-€€€
1880. Alice House Queen's Park,332 avis,"Bar, Britannique",€€-€€€
1881. Holborn Dining Room,1 264 avis,Britannique,€€-€€€
1882. Aqua Nueva,687 avis,"Méditerranéenne, Européenne",€€€€
1883. Monkey and Me,329 avis,"Asiatique, Thaï",€€-€€€
1884. Lina Stores Greek Street Restaurant,348 avis,"Italienne, Méditerranéenne",€€-€€€
1885. Fountains Abbey,598 avis,"Bar, Britannique",€€-€€€
1886. Heddon Street Kitchen,3 216 avis,"Européenne, Britannique",€€-€€€
1887. Côte Barbican,688 avis,Française,€€-€€€
1888. That's Amore by Fonte,362 avis,"Italienne, Pizza",€€-€€€
1889. La Ballerina,941 avis,"Italienne, Européenne",€€-€€€
1890. Foley's,241 avis,"Asiatique, Thaï",€€-€€€
1891. Monty's Nepalese Cuisine,184 avis,"Indienne, Asiatique",€€-€€€
1892. The Cricketers,236 avis,"Bar, Britannique",€€-€€€
1893. Sinuhe Resturant,71 avis,"Moyen-Orient, Perse",€€€€
"1894. Nags Head, Covent Garden",825 avis,"Bar, Britannique",€€-€€€
1895. Aromas Tandoori Restaurant,143 avis,"Indienne, Asiatique",€
1896. Spaghetti House Sicilian Avenue,749 avis,"Italienne, Pizza",€€-€€€
1897. Gezi Park,331 avis,"Méditerranéenne, Turque",€€-€€€
1898. VyTA Covent Garden,257 avis,"Italienne, Fusion",€€-€€€
1899. Swan London,2 477 avis,"Bar, Européenne",€€-€€€
1900. Olivelli - Mayfair,446 avis,"Italienne, Pizza",€€-€€€
1901. The Lord Nelson,133 avis,"Bar, Britannique",€€-€€€
1902. Santo Remedio,330 avis,"Mexicaine, Latino",€€-€€€
1903. Bleeding Heart Bistro,494 avis,"Française, Européenne",€€-€€€
1904. Smiths of Wapping,82 avis,Fruits de mer et poisson,€€€€
1905. The Harrison,180 avis,"Bar, Internationale",€€-€€€
1906. The Breakfast Club,1 092 avis,"Américaine, Café",€€-€€€
1907. KENNEDYS Barbican,231 avis,"Fruits de mer et poisson, Britannique",€
1908. The Charles Holden,243 avis,"Bar, Britannique",€€-€€€
1909. Jamon Jamon Camden,490 avis,"Méditerranéenne, Européenne",€€-€€€
1910. Cinnamon Kitchen,337 avis,Indienne,€€-€€€
1911. wagamama cardinal walk,393 avis,Asiatique,€€-€€€
1912. Ecco Pizza,150 avis,"Italienne, Pizza",€
1913. Tao Tao Ju,737 avis,"Chinoise, Cantonaise",€€-€€€
1914. The Dean Swift,319 avis,"Bar, Britannique",€€-€€€
1915. Burger & Lobster Leicester Square,490 avis,"Américaine, Fruits de mer et poisson",€€-€€€
1916. SAMA Bankside,137 avis,"Bar, Britannique",€€-€€€
1917. Masala Indian Restaurant,287 avis,"Indienne, Cuisine de rue (street food)",€
1918. Santoré,621 avis,"Italienne, Pizza",€€-€€€
1919. Caviar House & Prunier SeafoodBar Picadilly,234 avis,"Fruits de mer et poisson, Européenne",€€€€
1920. Piebury Corner - Kings Cross,160 avis,"Bar, Britannique",€€-€€€
1921. Patri Hammersmith,259 avis,"Indienne, Asiatique",€€-€€€
1922. The Tapestry Tapas Bar,192 avis,"Bar, Internationale",€€-€€€
1923. wagamama southbank,1 047 avis,"Japonaise, Asiatique",€€-€€€
1924. Caravan Fitzrovia,246 avis,€€-€€€,Menu
1925. The Elephant & Castle Pub Kensington,229 avis,"Bar, Britannique",€€-€€€
1926. The Ivy Cafe Wimbledon,982 avis,"Européenne, Britannique",€€-€€€
1927. Faros Oxford Circus,35 avis,"Italienne, Pizza",€€-€€€
1928. Cow & Pig,558 avis,"Steakhouse, Internationale",€€-€€€
1929. The Rose,566 avis,"Bar, Européenne",€€-€€€
1930. Le Gourmet,177 avis,Libanaise,€
1931. The Cleveland Arms,125 avis,"Internationale, Britannique",€€-€€€
1932. Primo Bar,399 avis,"Bar, Européenne",€€-€€€
1933. The Crabtree,508 avis,"Bar, Britannique",€€-€€€
1934. Las Iguanas Ealing,158 avis,"Mexicaine, Brésilienne",€€-€€€
1935. The Portman,408 avis,"Bar, Britannique",€€-€€€
1936. Hatay Restaurant,111 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
1937. Gold Mine,864 avis,"Chinoise, Asiatique",€€-€€€
1938. Piccolo Snack Bar,67 avis,"Café, Britannique",€
1939. Bodean's BBQ,2 267 avis,"Américaine, Bar",€€-€€€
1940. Dotori,343 avis,"Japonaise, Sushi",€€-€€€
1941. Umu,516 avis,"Japonaise, Sushi",€€€€
1942. Cafe 101,107 avis,"Café, Internationale",€
1943. Cocotte Shoreditch,139 avis,"Française, Européenne",€€-€€€
1944. Il Bebo's,133 avis,"Italienne, Pizza",€€-€€€
1945. Afternoon Tea At The Ritz,3 766 avis,Britannique,€€€€
1946. The New Cross House,292 avis,Pub,€€-€€€
1947. Flour & Grape,324 avis,"Italienne, Méditerranéenne",€€-€€€
1948. Decimo,152 avis,"Mexicaine, Espagnole",€€€€
1949. Sican,90 avis,"Japonaise, Péruvienne",€€-€€€
1950. Kemer Restaurant,207 avis,"Méditerranéenne, Européenne",€€-€€€
1951. Nam Thai Restaurant,347 avis,"Asiatique, Thaï",€€-€€€
1952. Pret a Manger,243 avis,Restauration rapide,€
1953. Chiswell Street Dining Rooms,422 avis,"Européenne, Britannique",€€-€€€
1954. The Marylebone Hotel Restaurant,179 avis,"Européenne, Britannique",€€-€€€
1955. The Real Greek - Bankside,1 875 avis,"Méditerranéenne, Européenne",€€-€€€
1956. Cafe in the Crypt,2 412 avis,"Café, Britannique",€
1957. Stax Diner,824 avis,"Américaine, Diner",€€-€€€
1958. Oblix,6 128 avis,"Internationale, Européenne",€€€€
1959. Bufala Di Londra,136 avis,"Italienne, Pizza",€€-€€€
1960. Myra Cafe & Brasserie,84 avis,"Méditerranéenne, Européenne",€€-€€€
1961. La Pizzica - Italian Restaurant Fulham,310 avis,"Italienne, Pizza",€€-€€€
1962. Mount Everest Restaurant,186 avis,"Indienne, Asiatique",€€-€€€
1963. WatchHouse Tower Bridge,154 avis,"Thé et café, Café",€€-€€€
1964. Sophie's Steakhouse - Chelsea,636 avis,"Steakhouse, Bar",€€-€€€
1965. Autograf,225 avis,"Américaine, polonaise",€
1966. The Yellow House Bar & Kitchen,257 avis,Bar,€€-€€€
1967. Luciano By Gino Dacampo,417 avis,"Italienne, Napolitaine",€€-€€€
1968. Pret a Manger,217 avis,"Café, Restauration rapide",€
1969. Tank & Paddle,176 avis,"Bar, Pizza",€€-€€€
1970. The Ivy Canary Wharf,552 avis,"Européenne, Britannique",€€-€€€
1971. Mar I Terra,312 avis,"Méditerranéenne, Européenne",€€-€€€
1972. Ottoman Turkish Cuisine,224 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
1973. Conchiglia,393 avis,"Italienne, Pizza",€€-€€€
1974. Lurra,315 avis,"Méditerranéenne, Européenne",€€-€€€
1975. The Alchemist - St Martins Lane,404 avis,"Bar, Internationale",€€-€€€
1976. Bisou,105 avis,"Café, Britannique",€
1977. The Queens Rooms,173 avis,"Steakhouse, Méditerranéenne",€€-€€€
1978. Prezzo Italian Restaurant London Euston,1 223 avis,"Italienne, Pizza",€€-€€€
1979. L' Antica Pizzeria,418 avis,"Italienne, Pizza",€€-€€€
1980. Orient,913 avis,"Chinoise, Asiatique",€€-€€€
"1981. The Life Goddess, Store Street",409 avis,"Méditerranéenne, Grecque",€€-€€€
1982. Cafe Route,285 avis,"Café, Méditerranéenne",€€-€€€
1983. El Pastor,680 avis,"Mexicaine, Latino",€€-€€€
1984. Patara Knightsbridge,277 avis,"Asiatique, Thaï",€€-€€€
1985. Pix,478 avis,"Espagnole, Basque",€€-€€€
1986. LENA'S,88 avis,"Italienne, Pizza",€
1987. Searcys at The Gherkin,1 418 avis,"Européenne, Britannique",€€€€
1988. Bodean's BBQ - Tower Hill,2 074 avis,"Américaine, Bar",€€-€€€
1989. Mike's Cafe,343 avis,"Café, Britannique",€
1990. Prezzo - Mayfair,437 avis,"Italienne, Pizza",€€-€€€
1991. Sorrento In,154 avis,"Italienne, Pizza",€€-€€€
1992. Pidgin,244 avis,"Européenne, Britannique",€€€€
1993. Fish Bone,178 avis,"Fruits de mer et poisson, Restauration rapide",€
1994. Greystoke,104 avis,"Bar, Britannique",€€-€€€
1995. Garfunkel's,1 326 avis,"Américaine, Britannique",€€-€€€
1996. Lemonia Greek,1 079 avis,"Méditerranéenne, Grecque",€€-€€€
1997. Pizza Pilgrims,107 avis,Pizza,€
1998. Chiquito,2 725 avis,Mexicaine,€€-€€€
1999. Al Santo Restaurant,318 avis,"Italienne, Méditerranéenne",€€-€€€
2000. The Swing,155 avis,Fusion japonaise,€€-€€€
2001. Pizzeria & Canti Prosecco Bar,355 avis,Italienne,€€-€€€
2002. Indian Veg Bhelpuri,239 avis,"Indienne, Asiatique",€
2003. The Walrus and The Carpenter,325 avis,"Bar, Britannique",€€-€€€
2004. Mangal,280 avis,"Méditerranéenne, Barbecue/Grillades",€
2005. Black & Blue,1 018 avis,"Steakhouse, Britannique",€€-€€€
2006. La Mia Mamma Notting Hill,91 avis,"Italienne, Pizza",€€-€€€
2007. Adventure Bar,353 avis,Bar,€€-€€€
2008. Angelus,345 avis,"Française, Européenne",€€€€
2009. Anacapri,322 avis,"Italienne, Méditerranéenne",€€-€€€
2010. Ippudo Central St Giles,531 avis,"Japonaise, Soupes",€€-€€€
2011. Chapati Club,130 avis,"Indienne, Asiatique",€€-€€€
2012. The Real Greek - Spitalfields,524 avis,Grecque,€€-€€€
2013. The Albert Arms,128 avis,"Bar, Britannique",€€-€€€
2014. Prezzo Marble Arch,615 avis,Italienne,€€-€€€
2015. Roti Chai,1 505 avis,"Indienne, Asiatique",€€-€€€
2016. The Bull Streatham,330 avis,"Bar, Britannique",€€-€€€
2017. Sadaf Garden Restaurant,458 avis,"Moyen-Orient, Perse",€€-€€€
2018. Souk,1 472 avis,"Marocaine, Moyen-Orient",€€-€€€
2019. Viet Baguette(Pho & Grill),162 avis,"Vietnamienne, Saine",€
2020. Shampers,348 avis,"Européenne, Britannique",€€-€€€
2021. Kathmandu Nepalese Cuisine,117 avis,"Indienne, Asiatique",€€-€€€
2022. All Bar One Moorgate,347 avis,"Bar, Internationale",€€-€€€
2023. The Hart Lounge,417 avis,"Méditerranéenne, Sushi",€€€€
2024. Las Tapas,132 avis,"Méditerranéenne, Européenne",€€-€€€
2025. Granger & Co,1 278 avis,"Saine, Australienne",€€-€€€
2026. Buckle and Vaughan Restaurant and Bar,626 avis,"Européenne, Britannique",€€-€€€
2027. Charro De Rio,53 avis,€€-€€€,Menu
2028. The Roebuck,471 avis,"Bar, Britannique",€€-€€€
2029. La Luna,205 avis,"Italienne, Pizza",€€-€€€
2030. Tapas Brindisa South Kensington,1 186 avis,"Fruits de mer et poisson, Espagnole",€€-€€€
2031. The Market Tavern,347 avis,"Bar, Internationale",€€-€€€
2032. Côte Blackheath,488 avis,"Française, Européenne",€€-€€€
2033. Simpson's Tavern,285 avis,"Bar, Britannique",€€-€€€
2034. Lima Cantina,834 avis,"Péruvienne, Latino",€€-€€€
2035. Aksular Enfieldtown,260 avis,"Méditerranéenne, Turque",€€-€€€
2036. Gourmet Pizza,812 avis,"Italienne, Pizza",€€-€€€
2037. 12:51 BY CHEF JAMES COCHRAN,201 avis,Britannique,€€-€€€
2038. Istanbul Restaurant,86 avis,Turque,€€-€€€
2039. Ginger & Spices Indian Restaurant,78 avis,"Indienne, Asiatique",€€-€€€
2040. Restaurant 1890 by Gordon Ramsay,36 avis,"Française, Européenne",€€€€
2041. Mamuska!,544 avis,"polonaise, Européenne",€
2042. Sichuan-Folk Chinese Restaurant,322 avis,"Chinoise, Asiatique",€€-€€€
2043. GAIL's Bakery Bloomsbury,428 avis,"Café, Britannique",€€-€€€
2044. The Olive Restaurant,234 avis,"Méditerranéenne, Européenne",€€-€€€
2045. The Masons Arms,136 avis,"Bar, Britannique",€€-€€€
2046. Le Relais De Venise - Marylebone,1 019 avis,"Française, Steakhouse",€€-€€€
2047. Cafe Plaka,135 avis,"Café, Britannique",€
2048. Mr LoBo,32 avis,"Péruvienne, Sud-américaine",€€€€
2049. Angus Steakhouse Paddington,1 696 avis,"Steakhouse, Bar",€€-€€€
2050. The York,185 avis,"Bar, Britannique",€€-€€€
2051. Osteria Ambrosia,321 avis,"Italienne, Européenne",€€-€€€
2052. Mesi's Kitchen,97 avis,"Africaine, Éthiopienne",€
2053. Mielo Restaurant,35 avis,"Italienne, Française",€€-€€€
2054. Mem and Laz Brasserie,809 avis,"Libanaise, Méditerranéenne",€€-€€€
2055. Kaosarn,133 avis,Thaï,€
2056. Burger & Lobster Threadneedle Street,451 avis,"Américaine, Fruits de mer et poisson",€€-€€€
2057. Salim's Restaurant & Take Away,100 avis,"Restauration rapide, Asiatique",€
2058. Bodean's BBQ - Covent Garden,484 avis,"Américaine, Steakhouse",€€-€€€
2059. Hereford Road,491 avis,"Européenne, Britannique",€€-€€€
2060. The Broadway Meze Restaurant,216 avis,"Méditerranéenne, Turque",€€-€€€
2061. The Winchmore,259 avis,"Bar, Pizza",€€-€€€
2062. Rock & Sole Plaice,1 978 avis,"Fruits de mer et poisson, Restauration rapide",€€-€€€
2063. Namaaste Kitchen,440 avis,"Indienne, Asiatique",€€-€€€
2064. Thali Restaurant,309 avis,"Indienne, Asiatique",€€-€€€
2065. The Castle,303 avis,"Bar, Britannique",€€-€€€
2066. Spaghetti House Goodge Street,529 avis,"Italienne, Pizza",€€-€€€
2067. Gurkhas Balham,169 avis,"Asiatique, Népalaise",€€-€€€
2068. The Stoke House,425 avis,"Bar, Internationale",€€-€€€
2069. Kitchen Table,181 avis,"Européenne, Britannique",€€€€
2070. Baluchi,252 avis,"Indienne, Asiatique",€€€€
2071. Pret a Manger,2 776 avis,"Café, Restauration rapide",€
2072. The Ivy Richmond Brasserie,1 144 avis,"Internationale, Européenne",€€-€€€
2073. Fig & Olive,398 avis,Méditerranéenne,€€-€€€
2074. The Lemon Tree,244 avis,"Bar, Thaï",€€-€€€
2075. Beijing Dumpling,1 108 avis,"Chinoise, Cantonaise",€€-€€€
2076. Corleone Restaurant,256 avis,"Italienne, Pizza",€€-€€€
2077. Bread Street Kitchen & Bar - Southwark,1 574 avis,"Internationale, Européenne",€€-€€€
2078. Cafe Verona,162 avis,Café,€
2079. China Tang at The Dorchester,1 096 avis,"Chinoise, Asiatique",€€€€
2080. Tas Pide,821 avis,"Méditerranéenne, Turque",€€-€€€
