Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Museumplein,https://fr.foursquare.com/v/museumplein/4a28509ef964a5200c951fe3,https://fastly.4sqi.net/img/general/300x300/12116171_89IgoQe5-gm4XywwxKC39kT8fW9uWR_9BugIBb4gHmY.jpg,9.3,44,Place,,"Museumplein, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/81773415-MQKBJNFETUFPJUX0.jpg,"Julien S. • Décembre 14, 2015
La place dès musée la bien nommée, on y découvre les musée majeurs et une immense place .","Julien S. • Décembre 14, 2015",https://fr.foursquare.com/jusampay,Julien S.
Gartine,https://fr.foursquare.com/v/gartine/4a2bbd19f964a520db961fe3,https://fastly.4sqi.net/img/general/300x300/521305313_JzUlkL1hhM7AfwzMpi2K89_qWRls6C0qjnmfY0ckkXI.jpg,9.3,45,Petit déjeuner,€€€€,"Taksteeg 7 (Kalverstraat), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/39748164-WOFXY1LN2JHQ0HY3,"NRHPH • Août 14, 2014
Excellent petit déjeuner dans un cadre chaleureux avec un service irréprochable. Foncez !","NRHPH • Août 14, 2014",https://fr.foursquare.com/nrhph,NRHPH
Bakers & Roasters,https://fr.foursquare.com/v/bakers--roasters/56220078498e71764f94c63a,https://fastly.4sqi.net/img/general/300x300/64282054_lXfXWUcatQVpjgsLLHUkDx0EQdRniXgJLj8vqElEkQo.jpg,9.3,46,Petit déjeuner,€€€€,"Kadijksplein 16, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/204115374_xnqJEXxu_C3h6J4l80NJar4XG-x0U4hgu-lFBP9PgmFYMWTjBMQkLmobrwsZ-FimqwjrJhP2e.jpg,"3 S. • Novembre 26, 2022
Their huevos rancheros is a must, and the pancake is so fluffffyyy☁️","3 S. • Novembre 26, 2022",https://fr.foursquare.com/s1537191,3 S.
Winkel 43,https://fr.foursquare.com/v/winkel-43/4a27079bf964a5205d8e1fe3,https://fastly.4sqi.net/img/general/300x300/69894969_F5KYCoYkqSLWHnxLYlf7M52Q8hX5yflX_gXtx0ChluI.jpg,9.3,47,Café,€€€€,"Noordermarkt 43 (at Westerstraat), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2IEISUHHEIQJNDHS.jpg,"Leslie S. • Décembre 12, 2016
Service efficace et délicieuses tartes aux pommes !","Leslie S. • Décembre 12, 2016",https://fr.foursquare.com/sempervirens_,Leslie S.
Massimo Gelato,https://fr.foursquare.com/v/massimo-gelato/58a9d983cf445119dc83702c,https://fastly.4sqi.net/img/general/300x300/137091017_B_5BaD4MBJA6pFZNGcdNyCpsNvt6lIk77glYsDmGJps.jpg,9.3,48,Glace,€€€€,"Van Ostadestraat 147, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/VF1X01SLEJP0KBSQ.jpg,"Alexandrine L. • Juin 20, 2018
Glacier extraordinaire ! Les glaces sont très goûteuses. J’ai adoré celle aux noisettes du Piémont et le sorbet aux myrtilles. L’équipe est très sympa. Les prix sont très accessibles. <3","Alexandrine L. • Juin 20, 2018",https://fr.foursquare.com/alexandl1255222,Alexandrine L.
Bocca,https://fr.foursquare.com/v/bocca/55f95290498e2b748c9e5358,https://fastly.4sqi.net/img/general/300x300/4189135_iSCMGOr1NWw8i3NTG5Ae31qxEem4jOk0hZWn9d8O9wE.jpg,9.3,49,Coffee Shop,€€€€,"Kerkstraat 96-98, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/MKQYXH01RVOTREYB.jpg,"Neal R. • Novembre 30, 2016
Best trendy coffee in Amsterdam. Allow some time to sit down and enjoy it, they have very large seating space and counter to sit.","Neal R. • Novembre 30, 2016",https://fr.foursquare.com/tweet2neal,Neal R.
Rijksmuseum,https://fr.foursquare.com/v/rijksmuseum/4a270706f964a520bd8c1fe3,https://fastly.4sqi.net/img/general/300x300/11927460_fXQxWjeKwuXq4yBx95FXZ9D6_PHZTCpGbqtZQ9K9k30.jpg,9.3,50,Musée d'art,€€€€,"Museumstraat 1, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1308306_lGQEiVOX_E6q8V8kJjaGYipOhTzhMIMwmu7JZPIhfKCerwU_Sy4Vu6mVyyHwtmjYqHF51IfXi,"Marc D. • Juillet 29, 2016
Musée Grandiose et Génial pour découvrir l'âge d'or Hollandais.","Marc D. • Juillet 29, 2016",https://fr.foursquare.com/marcd9098995,Marc D.
Paradiso,https://fr.foursquare.com/v/paradiso/4a27db90f964a5208e941fe3,https://fastly.4sqi.net/img/general/300x300/10233359_i0bCC4sOYqyB0bhuUYiA4scsDySi1IaWWjOojUs25cY.jpg,9.3,51,Salle de concert,€€€€,"Weteringschans 6-8 (Leidseplein), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/I0UTVDHKK40O5QIH.png,"WATM Magazine • Décembre 24, 2011
Salle de concert et club, cette ancienne église réaménagée est l'un des endroits incontournable du centre d'Amsterdam.","WATM Magazine • Décembre 24, 2011",https://fr.foursquare.com/watmmagazine,WATM Magazine
Fort Negen,https://fr.foursquare.com/v/fort-negen/606710ad12f1482e9080f9a2,https://fastly.4sqi.net/img/general/300x300/25031608_5W3HxF8OuqqgLAvKBBHjqGtcwcVtJkXur_ly94lQc-I.jpg,9.3,52,Boulangerie,€€€€,"Jan Evertsenstraat 31, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1650498-XP1LO2DANUDEMPVP.jpg,"Ronald D. • Janvier 29, 2022
Delicious on the premises baked rustic bread and friendly service. Pop into the delicatessen next door or the Italian traiteur one door over if you like some tasty toppings to go with your bread","Ronald D. • Janvier 29, 2022",https://fr.foursquare.com/ronaldd6456980,Ronald D.
Wynand Fockink,https://fr.foursquare.com/v/wynand-fockink/4a270317f964a52075841fe3,https://fastly.4sqi.net/img/general/300x300/128685555_KEbWx_PZwMncnO1c0_17k0CAcbLULdRgvov62uXQk1U.jpg,9.3,53,Magasin de spiritueux,,"Pijlsteeg 31 (Dam), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/-JGR341HNHNV4PHXL.jpg,"La S. • Mars 18, 2014
à voir absolument!!","La S. • Mars 18, 2014",https://fr.foursquare.com/las7233980,La S.
The Coffee District,https://fr.foursquare.com/v/the-coffee-district/5f71f3176e051e459806069e,https://fastly.4sqi.net/img/general/300x300/530073767_R6fJMmeHXDPnsrmVRaWh7XLTmN1XufKnZwnlaTL0kfw.jpg,9.3,54,Coffee Shop,€€€€,Amsterdam,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/13390924_bWTpZDR1_gZSpGettuIKYvE8-GSkYFClm7CCzOn4EiGka_tNxfU-2ZgcAFF2yx2zBCW0kZ7ke.jpg,"Simon O. • Août 4
Great coffee! And people know it. It’s always busy and there’s a big chance you’ll encounter a small line. But no problem, they work very fast. Definitely don’t miss the cinnamon bun!",Simon O. • Août 4,https://fr.foursquare.com/simonopsomer,Simon O.
A'DAM Lookout,https://fr.foursquare.com/v/adam-lookout/5e2aafef36577100070659ed,https://fastly.4sqi.net/img/general/300x300/530073767_IRzPjqjHhqUPNhdLlVlY_qHSzNmTNoUouUpPTZ3mc6w.jpg,9.3,55,Services événementiels,,"Overhoeksplein 5, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/202497_DuwTEWnJ_RgeOAXMdzxn_x6tngdzoYdjeNXqDrRj9ljJhROw4KdRIRxHCU9PD2uH90eqf7jp6.jpg,"Mihnea M. • Mai 13, 2017
Great 360° views of the city and a crazy swing that can't be missed. Pair the trip up with dinner at one of the restaurants!","Mihnea M. • Mai 13, 2017",https://fr.foursquare.com/mihnea,Mihnea M.
Conservatorium Hotel,https://fr.foursquare.com/v/conservatorium-hotel/4dd4f308b0fb7a332e743302,https://fastly.4sqi.net/img/general/300x300/10935918_KWPG8-G2u02Wj7Czkp93kbcWa3ZLMHynq0Lf7bSHgwc.jpg,9.3,56,Hôtel,,"Van Baerlestraat 27 (Paulus Potterstraat), Amsterdam",Enregistrer ,,,,,
Toastable,https://fr.foursquare.com/v/toastable/561e39f5498e059a294a7913,https://fastly.4sqi.net/img/general/300x300/14649474_MFNyi7Byr_JxhU2G5tC5K-yyGQP6G77J3tJFA9rJCoA.jpg,9.3,57,Sandwicherie,€€€€,"Nieuwendijk 6, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/88255843_WxlfqaHQ_ThX3GFz8I9S7jZi5NO3VvU0A3KqDmNEUfKudVnz72i2791pjvAH88p-pOGL2G4Nf.jpg,"Mary • Octobre 27, 2019
Excellent sandwich !!! Produit frais . prix raisonnable .","Mary • Octobre 27, 2019",https://fr.foursquare.com/mary5453323,Mary
Rembrandtpark,https://fr.foursquare.com/v/rembrandtpark/4a27071ef964a520fc8c1fe3,https://fastly.4sqi.net/img/general/300x300/3304240_ZrhTCBYpvPikSyC4cQRCRmenkrvI-Kw6knVwHlXpfdc.jpg,9.3,58,Parc,,"Orteliuskade, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/23107047-S3SIAC3CCUPQ3H3X.jpg,"Damien B. • Juillet 25, 2015
Très différent du Vondelpark, beaucoup moins entretenu / animé","Damien B. • Juillet 25, 2015",https://fr.foursquare.com/ramdam_dam,Damien B.
Cafe De Wetering,https://fr.foursquare.com/v/cafe-de-wetering/550c3cee498e3f22bf1c9d7f,https://fastly.4sqi.net/img/general/300x300/29413_BY15O2gQWWcgvyLyVVMIqDS9sPvxQ_e5lvEXPjRNQvA.jpg,9.3,59,Café,€€€€,"Weteringstraat 37, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/13192137_di81chEy_Irh2vNXQPPk9Ab2UtXwSJas_P3zkA2x879BwL_ntrVD1L-y76i7HyzEHIAfXqKc3.jpg,"Gilles S. • Mars 23, 2018
Un brown cafe tout ce qu'il y a de plus traditionnel et cheleureux. Une cheminée, des jeux de société. Vraiment cool. Ils ne prennent pas la carte, prévoyez du cash.","Gilles S. • Mars 23, 2018",https://fr.foursquare.com/gillessuprin,Gilles S.
Landgoed Elswout,https://fr.foursquare.com/v/landgoed-elswout/4afec0a9f964a5202e3022e3,https://fastly.4sqi.net/img/general/300x300/22650_k-kZK9AC8V5MWq6BNKVEVn0n01foFI-SSP83rRuCzR4.jpg,9.3,60,Parc,,"Elswoutslaan 22, Overveen",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/22650_EWQghF27_CkWtuPWBGdahR6hx_OhZZ52peGtZdS1R7fje0-DYpkCquYXl2mXDVH7RLfuqxdoa.jpg,"Wouter B. • Août 7, 2011
On a sunny day, this is a great place to have a picknick. There is 1 big stretch of grass where most sit, but on both sides of the Orangerie are orchards where it is often like a private secret garden","Wouter B. • Août 7, 2011",https://fr.foursquare.com/wouterblok,Wouter B.
Omelegg - City Centre,https://fr.foursquare.com/v/omelegg--city-centre/55c10ee5498ecb81fe809f9d,https://fastly.4sqi.net/img/general/300x300/1406095_6HuSK5Mgg_BP3v16rolz05_UE7g7V1Nf9LTyLNPZaDc.jpg,9.3,61,Petit déjeuner,€€€€,"Nieuwebrugsteeg 24 (warmoesstraat), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/78289052-S2BXKMT4WTMCUXGL.jpg,"Lance • Novembre 20, 2015
Très bonne adresse pour un petit déjeuné copieux. Les omelettes sont généreuses. Et service sympathique!!","Lance • Novembre 20, 2015",https://fr.foursquare.com/lance9424707,Lance
Monte Pelmo,https://fr.foursquare.com/v/monte-pelmo/4ab76b57f964a520e57920e3,https://fastly.4sqi.net/img/general/300x300/3700406_UOp-wE2eN5MGOUUJa5UFLUHKaMmDhGeT_40o_KF2jeg.jpg,9.2,62,Glace,€€€€,"Tweede Anjeliersdwarsstraat 17, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/15850287-IFUDPTMR3IJMNSNE,"Stefanie L. • Octobre 19, 2017
Delicious ice cream in one of Amsterdam 's most beautiful neighborhoods. Try the advocaat and red velvet cake.","Stefanie L. • Octobre 19, 2017",https://fr.foursquare.com/stefanieladangh,Stefanie L.
Westergasfabriek,https://fr.foursquare.com/v/westergasfabriek/4bb91e1a3db7b713f804229a,https://fastly.4sqi.net/img/general/300x300/32275996_V_26eNkpLSXPLeZ4kHRe-ki-2BwWpKq8CSk19ZxwnZU.jpg,9.2,63,Salle polyvalente,,"Pazzanistraat 33, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5W2J2T3FGYBIKZPJ.jpg,"Kris C. • Août 13, 2016
This place has grown up over the years. It's still an event spot but also has one of the best coffee spots in town, an excellent wine bar, jazz bar and tasty beers at the Troost brewery.","Kris C. • Août 13, 2016",https://fr.foursquare.com/kriscrox,Kris C.
Pure Markt Frankendael,https://fr.foursquare.com/v/pure-markt-frankendael/4baf2cd8f964a52029ef3be3,https://fastly.4sqi.net/img/general/300x300/608737_R-WDahXp_CQHe7XfpvA1d0L3v1qVDE6tQ_MJBGyaYZs.jpg,9.2,64,Marché fermier,,"Park Frankendael, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/OXBXGTUGKBEPHDMP.jpg,"M'leen V. • Mars 27, 2011
Take a seat in the grass with some food and drinks from the market. Best spot: close to the playground, here you can hear the white storks on their nest making the distinct noises with their beaks.","M'leen V. • Mars 27, 2011",https://fr.foursquare.com/mleenv1442165,M'leen V.
NDSM Werf,https://fr.foursquare.com/v/ndsm-werf/4c11d1448559ef3b9cd06a53,https://fastly.4sqi.net/img/general/300x300/49216259_6PvFicsVYsmkKSh9NdlVvLCFv38Gau9SE_FOzwRm2Pw.jpg,9.2,65,Culture et loisirs,,"Tt. Neveritaweg 61 (Mt. Ondinaweg), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3FSJFAOQBNCKTP22.jpg,"Karyn  @konorth O. • Février 24, 2017Excellent food choices including vegan. Beer is cold and espresso  nice and mello.","Karyn  @konorth O. • Février 24, 2017",https://fr.foursquare.com/konorth,Karyn  @konorth O.
P.G.C. Hajenius,https://fr.foursquare.com/v/pgc-hajenius/4b07effcf964a520580123e3,https://fastly.4sqi.net/img/general/300x300/2005014_mw_yPUddwcIQQbz69MSDm04Z5mkkKWkOYleuTVSZEpU.jpg,9.2,66,Tabac,,"Rokin 92-96, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/81760655-CZHSXMEZLBPVKKP1.jpg,"hussein s. • Septembre 17, 2019
Meilleure cigare dans le centre d'Amsterdam sans aucun doute","hussein s. • Septembre 17, 2019",https://fr.foursquare.com/hussein_ayiti,hussein s.
Paddock & Pit Lane,https://fr.foursquare.com/v/paddock--pit-lane/4be2c64c21d5a593773f1711,https://fastly.4sqi.net/img/general/300x300/34528_HPMl6nRfch85DAuanOo3VCahHd0sRbxZ_xJ6vM8Botg.jpg,9.2,67,Champ de courses,,"Circuit Park Zandvoort, Zandvoort",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/392876651_9udBFluY_k-NVMOeSfegfWf8rWqtgFCxwxkbwWk60NrdWfCaDttjuf5TZ3sLK0vsewIEHVTY3.jpg,"Edwin P. • Août 17, 2017
Nice place to see some auto and motorsport. Lots of events with a diversity of raceclasses.","Edwin P. • Août 17, 2017",https://fr.foursquare.com/edwinp1488121,Edwin P.
GlouGlou,https://fr.foursquare.com/v/glouglou/5535157d498e3a2dde52063a,https://fastly.4sqi.net/img/general/300x300/144958_DZXvqlQ97-x9DTRWj7EyXqw5Q0jCnJPuDA-eXvfjQW0.jpg,9.2,68,Bar à vins,€€€€,"Tweede van der Helststraat 3, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10825709-2EY2RE1YLQUVWQ0K.jpg,"Irina M. • Mai 12, 2017
Amazing wine bar with great atmosphere. The menu is only in Dutch but the stuff is very helpful and friendly","Irina M. • Mai 12, 2017",https://fr.foursquare.com/miheevait,Irina M.
Scheltema,https://fr.foursquare.com/v/scheltema/552bf0d0498e4b2863f0a6a3,https://fastly.4sqi.net/img/general/300x300/40901958_3VHCMIiz193qh9ZlqgahoxRa75t9f7EMmU05z0BGDtY.jpg,9.2,69,Librairie,,"Rokin 9, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/83502022-WJOOODRVAIXZAZWP.jpg,"Risiana L. • Septembre 11, 2015
This new location is amazing! Beautiful building, great location, well designed, great collection. They have everything! I can be there for hours!","Risiana L. • Septembre 11, 2015",https://fr.foursquare.com/risianal9229019,Risiana L.
4850,https://fr.foursquare.com/v/4850/5a398d4c3ba7674f249854e6,https://fastly.4sqi.net/img/general/300x300/1064907_9EXVZaeczc6u0VP9caQUuDGD9lruu-Bq8GBHPkgfdUs.jpg,9.2,70,Bar à vins,€€€€,"Camperstraat 48-50, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2371535-KH0HO1QUPBNDQDMA.jpg,"Bommy • Décembre 8, 2019
Great place for coffee, tea, or snacks mid-day. Ambiance is cozy yet buzzing. You can see the chefs prepping for dinner service.","Bommy • Décembre 8, 2019",https://fr.foursquare.com/bommy8031316,Bommy
Doppio Espresso,https://fr.foursquare.com/v/doppio-espresso/56178d91498e781bc20edba8,https://fastly.4sqi.net/img/general/300x300/76943320_PKnhuFT_PmLzCxbJ5nNct46d5R_7OxbcGHo8ZjMTa0g.jpg,9.2,71,Café,€€€€,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/191308336_my3Q9s6L_aqQLKsH54m7Abxulae4fnLmX8XIFxUshPo8z-BO2mp003_hbqrXrbYdkn9zpBzHG.jpg,"Jessica M. • Novembre 8, 2022
Very good cappuccino ! Try also the canolli with hazelnuts.","Jessica M. • Novembre 8, 2022",https://fr.foursquare.com/jessicam6899382,Jessica M.
Eetcafé De Toog,https://fr.foursquare.com/v/eetcaf%C3%A9-de-toog/4b7eb847f964a52007fb2fe3,https://fastly.4sqi.net/img/general/300x300/91960048_RMQL2rFQTj_XxGEGhqvVf4Dv3FrOJW5cesuRBRaX6hQ.jpg,9.2,72,Gastro-pub,€€€€,"Zuideinde 50, Koog aan de Zaan",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/74126558_DfJMrj1M_996z3TSZ8AKn74ZVwuN2s0WYFtyl50saGNGyWmI7C5JiDM05qaQLupHWQdf1QER3.jpg,"Ershad A. • Août 12, 2019
The omelettes and the sandwiches were perfect, so delicious. but the coffee in this glass was kinda strange , a new experience :)))","Ershad A. • Août 12, 2019",https://fr.foursquare.com/ershadalijani,Ershad A.
Bakhuys,https://fr.foursquare.com/v/bakhuys/5305f11f11d2d3664fb633a2,https://fastly.4sqi.net/img/general/300x300/208470268_rqGO6wsu4nxRZZFaQiLITJ4n8_C5BEhq_3YzPVts0zo.jpg,9.2,73,Boulangerie,€€€€,"Sarphatistraat 61, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Doğu A. • Janvier 26, 2019
Great croissant.","Doğu A. • Janvier 26, 2019",https://fr.foursquare.com/dogua9428942,Doğu A.
De Bakkerswinkel,https://fr.foursquare.com/v/de-bakkerswinkel/4e05ddb414959022c88c2dc9,https://fastly.4sqi.net/img/general/300x300/402319042_3CTn1_zQq3J0KOSbziswDjdGEYhmq5GNMwme0uMdhk8.jpg,9.2,74,Boulangerie,€€€€,"Roelof Hartstraat 68, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1384228-UYJEWKNAIS2H0K0B,"Ryuga • Janvier 12, 2014
One of the best bakers in town. Their lunch menu with soup, salad & sandwich is awfully delicious. Organic stuffs only.","Ryuga • Janvier 12, 2014",https://fr.foursquare.com/hendraagustian,Ryuga
Cheesy Cakes,https://fr.foursquare.com/v/cheesy-cakes/5918724a1bc7040931215f2f,https://fastly.4sqi.net/img/general/300x300/434333418_cVWjfAs2Wy7qv1UGpm21aNiWMLEZkC490JRow59DiWI.jpg,9.2,75,Desserts,€€€€,"Tweede Egelantiersdwasstraat 18A, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/23583885-3ZJXETLFQJSPCDQB.jpg,"Didem K. • Septembre 2, 2018
Amaaazing cheesecakes! Out of this world! Definitely worth a visit!","Didem K. • Septembre 2, 2018",https://fr.foursquare.com/didem_kaplan,Didem K.
"Sir Albert Hotel, part of Sircle Collection",https://fr.foursquare.com/v/sir-albert-hotel-part-of-sircle-collection/50780a34e4b04688634e67bc,https://fastly.4sqi.net/img/general/300x300/39128368_HWld-3e1ASWSCNG0UUhQ4alqu24FV717uLxO1b9tUv8.jpg,9.2,76,Hôtel,,"Albert Cuypstraat 2-6 (Ruysdaelkade), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/13410425-45WP2Y3YGKQDFQ0S.jpg,"yanik f. • Mai 3, 2017
Hôtel top, restaurant Le soir dingue et un brunch dimanche magique 👏🎉🎊✨ une expérience à vivre.","yanik f. • Mai 3, 2017",https://fr.foursquare.com/yfunke,yanik f.
Pllek,https://fr.foursquare.com/v/pllek/4f9e93cce4b02343ca00c6cf,https://fastly.4sqi.net/img/general/300x300/519945079_rz9tDeblHBpHX8CtL8CsA4ni_cEhKEsae8H3egsWzIE.jpg,9.2,77,Gastro-pub,€€€€,"Tt. Neveritaweg 62 (NDSM-werf), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/LR4RI3302W1J4BUR.jpg,"Axel D. • Juillet 24, 2022
Très chouette endroit mais service assez lent.","Axel D. • Juillet 24, 2022",https://fr.foursquare.com/axeld5109202,Axel D.
Proeflokaal Arendsnest,https://fr.foursquare.com/v/proeflokaal-arendsnest/4a26ffc2f964a520e0801fe3,https://fastly.4sqi.net/img/general/300x300/7601331_hw-1SRV1y78bTBJtpAnok7rvmyPz9S8PNjXzGKwZlPM.jpg,9.2,78,Bar à bières,€€€€,"Herengracht 90, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/180463514-LJTGCU4DO505GT2F.jpg,"Lyès M. • Avril 28, 2016
Profusion de bières ! Les serveurs vous conseillent et vous font goûter !","Lyès M. • Avril 28, 2016",https://fr.foursquare.com/lyesmuss,Lyès M.
H. de Vries Boeken,https://fr.foursquare.com/v/h-de-vries-boeken/4b925f13f964a52013f533e3,https://fastly.4sqi.net/img/general/300x300/5127256_DWufcgtF7aAoCuoH6PJ6uT6zXLDnxSOMgvIM360HQUI.jpg,9.2,79,Librairie,,"Gedempte Oude Gracht 27, Haarlem",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10993856-WCP54KEN03X2MY4T.jpg,"Knuuuf • Août 7, 2011
Mooi zaakje, al 106 jaar oud, breed assortiment, prettige sfeer","Knuuuf • Août 7, 2011",https://fr.foursquare.com/knuuuf,Knuuuf
IJssalon Da Vinci,https://fr.foursquare.com/v/ijssalon-da-vinci/4dc82aea7d8b14fb466b3d9f,https://fastly.4sqi.net/img/general/300x300/1393595162_F02pjSgdWt_k5LRolVy1kUq5KmJJNb6BbFzXh0lCRww.jpg,9.2,80,Glace,€€€€,"Lindenlaan 145, Amstelveen",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/33039512-CNXJWWWGIP4JOSZC.jpg,"Hagen B. • Mai 5, 2016
The best ice cream in Amsterdam and Anstelveen for sure. Forget icecuipje, this is a 10","Hagen B. • Mai 5, 2016",https://fr.foursquare.com/hagenbiermann,Hagen B.
Amstelpark,https://fr.foursquare.com/v/amstelpark/4befe410c601a5932a0ec3d1,https://fastly.4sqi.net/img/general/300x300/114404736_REUO8O_NRER0gIROcVFHaUKbtVSVsyszgz7VVmG6gz0.jpg,9.2,81,Parc,,"Amstelpark, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/63409482-N2MBABU3D1JEZKSL.jpg,"Petri • Juin 17, 2018
Great place to walk, jog or just sit on a bench and enjoy the surroundings. Plenty of things to do and see.","Petri • Juin 17, 2018",https://fr.foursquare.com/petri2729227,Petri
Fabrique Des Lumières,https://fr.foursquare.com/v/fabrique-des-lumi%C3%A8res/6261ce622767ca5cc5f82601,https://fastly.4sqi.net/img/general/300x300/535914528_chsZpUFfbY-CZ4y6Ql6l4BO4Tohk78CxIGugx-A3sEc.jpg,9.2,82,Musée,,"Pazzanistraat 37, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/SPP5JXSZPOIG0XYO.jpg,"Seti S. • Janvier 28
Amazing light shows, intense colours!",Seti S. • Janvier 28,https://fr.foursquare.com/setis2468214,Seti S.
Sarphatipark,https://fr.foursquare.com/v/sarphatipark/4a27071df964a520f88c1fe3,https://fastly.4sqi.net/img/general/300x300/62696836_NPo60EQx7q3Oxc_ZTjsKSP2lYoQABsO4IfYOZtq2P6U.jpg,9.2,83,Parc,,"Sarphatipark, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/WLJRQKFN35E4I1U0.jpg,"Hani H. • Septembre 28, 2017
Beautiful park and good playground with slides and climbing structures","Hani H. • Septembre 28, 2017",https://fr.foursquare.com/hanih9109407,Hani H.
Vesting Naarden,https://fr.foursquare.com/v/vesting-naarden/4c566b756201e21e36300a6d,https://fastly.4sqi.net/img/general/300x300/11542425_bZ62GEkg3GGyC82Qy21LiofRVhFiQ5_fNNdshMJmGfc.jpg,9.2,84,Monument,,"Westwalstraat (Oostwalstraat), Naarden",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/40566_OLP7wDFz_rSa_gpiHgXVLvsfXJ1L5SUMOcGkwYga9Zf4B0L6Ln5tLyw0Hp4WLwxh5RNQhNb7p.jpg,"Carny • Juillet 14, 2013
Try walking around the fortifieds or on top of the ravelijns, the view is great! Also check the video on AmsterdamVideoDotCom","Carny • Juillet 14, 2013",https://fr.foursquare.com/carny_nl,Carny
Ciel Bleu,https://fr.foursquare.com/v/ciel-bleu/4a2703c9f964a52069851fe3,https://fastly.4sqi.net/img/general/300x300/92056460_p8HkFWhMT1MeAFCk4sm_C7XXGO8Lu5q-oJnkG11TRk8.jpg,9.2,85,Française,€€€€,"Hotel Okura (Ferdinand Bolstraat 333), Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/49149265_eLjSIVfM_xb4W1Lf9P1OsvRat5mwoaiiCMM0RMoGPFEoS3-xKYewBTcoUmVzw6KgYf8Gl6l1-.jpg,"Angy W. • Octobre 31, 2015
Très bonne gastronomie , originale et raffinée. Très bon service. Un peu onéreux mais belle soirée dans un cadre agréable.","Angy W. • Octobre 31, 2015",https://fr.foursquare.com/angeleblanc,Angy W.
Oosterpark,https://fr.foursquare.com/v/oosterpark/4baa7a34f964a5208f6d3ae3,https://fastly.4sqi.net/img/general/300x300/460082428_97vuFYsQ1YNKJdiVH3TEyx5ksU-L_Tc3tkTvukEOK3U.jpg,9.2,86,Parc,,"Oosterpark, Amsterdam",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/59858811_G9qkIKXm_hr1i5D3p8IIhgKCRytRtLg8_yKqZgC-jtKHwQafQO8XRCVO9FqDvnp_-PBEuGr15.jpg,"Olin • Octobre 18, 2016
Socially mixed park, beautiful to walk and jog. Check out the playground design! And make sure u get a coffee at the nicely designed Generator Hostel within the park","Olin • Octobre 18, 2016",https://fr.foursquare.com/olin4292170,Olin
